Orthogroup	Mycobacterium_leprae	Pseudomonas_aeruginosa
OG0002263		g205.t1
OG0002264		g212.t1
OG0002265		g213.t1
OG0002266		g214.t1
OG0002267		g217.t1
OG0002268		g219.t1
OG0002269		g220.t1
OG0002270		g230.t1
OG0002271		g255.t1
OG0002272		g256.t1
OG0002273		g259.t1
OG0002274		g260.t1
OG0002275		g262.t1
OG0002276		g264.t1
OG0002277		g265.t1
OG0002278		g272.t1
OG0002279		g273.t1
OG0002280		g277.t1
OG0002281		g278.t1
OG0002282		g279.t1
OG0002283		g281.t1
OG0002284		g282.t1
OG0002285		g287.t1
OG0002286		g289.t1
OG0002287		g295.t1
OG0002288		g310.t1
OG0002289		g311.t1
OG0002290		g313.t1
OG0002291		g314.t1
OG0002292		g319.t1
OG0002293		g324.t1
OG0002294		g333.t1
OG0002295		g334.t1
OG0002296		g339.t1
OG0002297		g344.t1
OG0002298		g348.t1
OG0002299		g349.t1
OG0002300		g350.t1
OG0002301		g351.t1
OG0002302		g352.t1
OG0002303		g356.t1
OG0002304		g363.t1
OG0002305		g364.t1
OG0002306		g367.t1
OG0002307		g370.t1
OG0002308		g374.t1
OG0002309		g375.t1
OG0002310		g377.t1
OG0002311		g383.t1
OG0002312		g385.t1
OG0002313		g386.t1
OG0002314		g388.t1
OG0002315		g390.t1
OG0002316		g391.t1
OG0002317		g394.t1
OG0002318		g395.t1
OG0002319		g397.t1
OG0002320		g398.t1
OG0002321		g399.t1
OG0002322		g400.t1
OG0002323		g410.t1
OG0002324		g413.t1
OG0002325		g422.t1
OG0002326		g425.t1
OG0002327		g430.t1
OG0002328		g436.t1
OG0002329		g437.t1
OG0002330		g440.t1
OG0002331		g442.t1
OG0002332		g444.t1
OG0002333		g445.t1
OG0002334		g457.t1
OG0002335		g467.t1
OG0002336		g472.t1
OG0002337		g473.t1
OG0002338		g475.t1
OG0002339		g476.t1
OG0002340		g488.t1
OG0002341		g493.t1
OG0002342		g494.t1
OG0002343		g495.t1
OG0002344		g496.t1
OG0002345		g497.t1
OG0002346		g509.t1
OG0002347		g512.t1
OG0002348		g525.t1
OG0002349		g529.t1
OG0002350		g530.t1
OG0002351		g532.t1
OG0002352		g533.t1
OG0002353		g537.t1
OG0002354		g540.t1
OG0002355		g547.t1
OG0002356		g548.t1
OG0002357		g549.t1
OG0002358		g552.t1
OG0002359		g557.t1
OG0002360		g561.t1
OG0002361		g562.t1
OG0002362		g564.t1
OG0002363		g565.t1
OG0002364		g568.t1
OG0002365		g569.t1
OG0002366		g573.t1
OG0002367		g574.t1
OG0002368		g575.t1
OG0002369		g576.t1
OG0002370		g577.t1
OG0002371		g578.t1
OG0002372		g579.t1
OG0002373		g580.t1
OG0002374		g581.t1
OG0002375		g582.t1
OG0002376		g583.t1
OG0002377		g584.t1
OG0002378		g588.t1
OG0002379		g589.t1
OG0002380		g591.t1
OG0002381		g595.t1
OG0002382		g596.t1
OG0002383		g597.t1
OG0002384		g598.t1
OG0002385		g601.t1
OG0002386		g605.t1
OG0002387		g606.t1
OG0002388		g609.t1
OG0002389		g620.t1
OG0002390		g623.t1
OG0002391		g624.t1
OG0002392		g625.t1
OG0002393		g626.t1
OG0002394		g627.t1
OG0002395		g628.t1
OG0002396		g629.t1
OG0002397		g630.t1
OG0002398		g631.t1
OG0002399		g632.t1
OG0002400		g633.t1
OG0002401		g634.t1
OG0002402		g635.t1
OG0002403		g636.t1
OG0002404		g637.t1
OG0002405		g638.t1
OG0002406		g639.t1
OG0002407		g640.t1
OG0002408		g641.t1
OG0002409		g642.t1
OG0002410		g643.t1
OG0002411		g644.t1
OG0002412		g645.t1
OG0002413		g646.t1
OG0002414		g647.t1
OG0002415		g648.t1
OG0002416		g649.t1
OG0002417		g650.t1
OG0002418		g652.t1
OG0002419		g654.t1
OG0002420		g660.t1
OG0002421		g661.t1
OG0002422		g667.t1
OG0002423		g669.t1
OG0002424		g670.t1
OG0002425		g672.t1
OG0002426		g676.t1
OG0002427		g677.t1
OG0002428		g678.t1
OG0002429		g679.t1
OG0002430		g684.t1
OG0002431		g685.t1
OG0002432		g689.t1
OG0002433		g690.t1
OG0002434		g691.t1
OG0002435		g698.t1
OG0002436		g703.t1
OG0002437		g704.t1
OG0002438		g705.t1
OG0002439		g707.t1
OG0002440		g715.t1
OG0002441		g720.t1
OG0002442		g722.t1
OG0002443		g723.t1
OG0002444		g724.t1
OG0002445		g725.t1
OG0002446		g726.t1
OG0002447		g727.t1
OG0002448		g728.t1
OG0002449		g729.t1
OG0002450		g730.t1
OG0002451		g731.t1
OG0002452		g732.t1
OG0002453		g733.t1
OG0002454		g734.t1
OG0002455		g736.t1
OG0002456		g737.t1
OG0002457		g739.t1
OG0002458		g740.t1
OG0002459		g742.t1
OG0002460		g743.t1
OG0002461		g744.t1
OG0002462		g745.t1
OG0002463		g746.t1
OG0002464		g748.t1
OG0002465		g750.t1
OG0002466		g758.t1
OG0002467		g760.t1
OG0002468		g762.t1
OG0002469		g764.t1
OG0002470		g771.t1
OG0002471		g772.t1
OG0002472		g775.t1
OG0002473		g777.t1
OG0002474		g781.t1
OG0002475		g784.t1
OG0002476		g785.t1
OG0002477		g787.t1
OG0002478		g788.t1
OG0002479		g790.t1
OG0002480		g799.t1
OG0002481		g800.t1
OG0002482		g804.t1
OG0002483		g805.t1
OG0002484		g806.t1
OG0002485		g807.t1
OG0002486		g811.t1
OG0002487		g812.t1
OG0002488		g814.t1
OG0002489		g815.t1
OG0002490		g817.t1
OG0002491		g818.t1
OG0002492		g820.t1
OG0002493		g824.t1
OG0002494		g829.t1
OG0002495		g830.t1
OG0002496		g832.t1
OG0002497		g833.t1
OG0002498		g834.t1
OG0002499		g835.t1
OG0002500		g838.t1
OG0002501		g839.t1
OG0002502		g847.t1
OG0002503		g848.t1
OG0002504		g853.t1
OG0002505		g855.t1
OG0002506		g857.t1
OG0002507		g858.t1
OG0002508		g862.t1
OG0002509		g864.t1
OG0002510		g868.t1
OG0002511		g874.t1
OG0002512		g878.t1
OG0002513		g881.t1
OG0002514		g882.t1
OG0002515		g885.t1
OG0002516		g886.t1
OG0002517		g892.t1
OG0002518		g895.t1
OG0002519		g905.t1
OG0002520		g908.t1
OG0002521		g913.t1
OG0002522		g914.t1
OG0002523		g915.t1
OG0002524		g916.t1
OG0002525		g919.t1
OG0002526		g921.t1
OG0002527		g922.t1
OG0002528		g923.t1
OG0002529		g924.t1
OG0002530		g925.t1
OG0002531		g926.t1
OG0002532		g927.t1
OG0002533		g928.t1
OG0002534		g929.t1
OG0002535		g930.t1
OG0002536		g932.t1
OG0002537		g934.t1
OG0002538		g935.t1
OG0002539		g936.t1
OG0002540		g938.t1
OG0002541		g939.t1
OG0002542		g947.t1
OG0002543		g948.t1
OG0002544		g950.t1
OG0002545		g952.t1
OG0002546		g953.t1
OG0002547		g954.t1
OG0002548		g955.t1
OG0002549		g957.t1
OG0002550		g960.t1
OG0002551		g962.t1
OG0002552		g964.t1
OG0002553		g966.t1
OG0002554		g967.t1
OG0002555		g969.t1
OG0002556		g970.t1
OG0002557		g974.t1
OG0002558		g975.t1
OG0002559		g977.t1
OG0002560		g986.t1
OG0002561		g987.t1
OG0002562		g989.t1
OG0002563		g990.t1
OG0002564		g991.t1
OG0002565		g1008.t1
OG0002566		g1022.t1
OG0002567		g1027.t1
OG0002568		g1030.t1
OG0002569		g1039.t1
OG0002570		g1040.t1
OG0002571		g1043.t1
OG0002572		g1044.t1
OG0002573		g1045.t1
OG0002574		g1049.t1
OG0002575		g1051.t1
OG0002576		g1052.t1
OG0002577		g1054.t1
OG0002578		g1057.t1
OG0002579		g1058.t1
OG0002580		g1060.t1
OG0002581		g1066.t1
OG0002582		g1067.t1
OG0002583		g1068.t1
OG0002584		g1070.t1
OG0002585		g1072.t1
OG0002586		g1073.t1
OG0002587		g1074.t1
OG0002588		g1078.t1
OG0002589		g1079.t1
OG0002590		g1080.t1
OG0002591		g1084.t1
OG0002592		g1090.t1
OG0002593		g1092.t1
OG0002594		g1094.t1
OG0002595		g1098.t1
OG0002596		g1099.t1
OG0002597		g1100.t1
OG0002598		g1101.t1
OG0002599		g1105.t1
OG0002600		g1108.t1
OG0002601		g1109.t1
OG0002602		g1110.t1
OG0002603		g1111.t1
OG0002604		g1115.t1
OG0002605		g1116.t1
OG0002606		g1117.t1
OG0002607		g1118.t1
OG0002608		g1120.t1
OG0002609		g1121.t1
OG0002610		g1126.t1
OG0002611		g1128.t1
OG0002612		g1129.t1
OG0002613		g1131.t1
OG0002614		g1133.t1
OG0002615		g1134.t1
OG0002616		g1135.t1
OG0002617		g1138.t1
OG0002618		g1140.t1
OG0002619		g1143.t1
OG0002620		g1147.t1
OG0002621		g1149.t1
OG0002622		g1150.t1
OG0002623		g1151.t1
OG0002624		g1156.t1
OG0002625		g1157.t1
OG0002626		g1165.t1
OG0002627		g1166.t1
OG0002628		g1175.t1
OG0002629		g1184.t1
OG0002630		g1187.t1
OG0002631		g1188.t1
OG0002632		g1190.t1
OG0002633		g1191.t1
OG0002634		g1192.t1
OG0002635		g1193.t1
OG0002636		g1204.t1
OG0002637		g1207.t1
OG0002638		g1210.t1
OG0002639		g1221.t1
OG0002640		g1222.t1
OG0002641		g1226.t1
OG0002642		g1228.t1
OG0002643		g1230.t1
OG0002644		g1233.t1
OG0002645		g1237.t1
OG0002646		g1242.t1
OG0002647		g1243.t1
OG0002648		g1245.t1
OG0002649		g1249.t1
OG0002650		g1257.t1
OG0002651		g1259.t1
OG0002652		g1260.t1
OG0002653		g1264.t1
OG0002654		g1265.t1
OG0002655		g1267.t1
OG0002656		g1274.t1
OG0002657		g1278.t1
OG0002658		g1279.t1
OG0002659		g1283.t1
OG0002660		g1289.t1
OG0002661		g1290.t1
OG0002662		g1295.t1
OG0002663		g1298.t1
OG0002664		g1304.t1
OG0002665		g1307.t1
OG0002666		g1313.t1
OG0002667		g1316.t1
OG0002668		g1317.t1
OG0002669		g1323.t1
OG0002670		g1324.t1
OG0002671		g1325.t1
OG0002672		g1326.t1
OG0002673		g1332.t1
OG0002674		g1336.t1
OG0002675		g1338.t1
OG0002676		g1342.t1
OG0002677		g1343.t1
OG0002678		g1345.t1
OG0002679		g1350.t1
OG0002680		g1361.t1
OG0002681		g1366.t1
OG0002682		g1368.t1
OG0002683		g1373.t1
OG0002684		g1374.t1
OG0002685		g1384.t1
OG0002686		g1385.t1
OG0002687		g1387.t1
OG0002688		g1388.t1
OG0002689		g1392.t1
OG0002690		g1394.t1
OG0002691		g1397.t1
OG0002692		g1399.t1
OG0002693		g1401.t1
OG0002694		g1403.t1
OG0002695		g1405.t1
OG0002696		g1407.t1
OG0002697		g1408.t1
OG0002698		g1410.t1
OG0002699		g1411.t1
OG0002700		g1414.t1
OG0002701		g1417.t1
OG0002702		g1420.t1
OG0002703		g1421.t1
OG0002704		g1422.t1
OG0002705		g1428.t1
OG0002706		g1430.t1
OG0002707		g1431.t1
OG0002708		g1436.t1
OG0002709		g1441.t1
OG0002710		g1442.t1
OG0002711		g1443.t1
OG0002712		g1449.t1
OG0002713		g1454.t1
OG0002714		g1455.t1
OG0002715		g1456.t1
OG0002716		g1458.t1
OG0002717		g1460.t1
OG0002718		g1470.t1
OG0002719		g1472.t1
OG0002720		g1478.t1
OG0002721		g1480.t1
OG0002722		g1483.t1
OG0002723		g1486.t1
OG0002724		g1489.t1
OG0002725		g1491.t1
OG0002726		g1492.t1
OG0002727		g1493.t1
OG0002728		g1494.t1
OG0002729		g1495.t1
OG0002730		g1497.t1
OG0002731		g1498.t1
OG0002732		g1499.t1
OG0002733		g1507.t1
OG0002734		g1508.t1
OG0002735		g1510.t1
OG0002736		g1511.t1
OG0002737		g1513.t1
OG0002738		g1515.t1
OG0002739		g1518.t1
OG0002740		g1522.t1
OG0002741		g1526.t1
OG0002742		g1529.t1
OG0002743		g1530.t1
OG0002744		g1531.t1
OG0002745		g1532.t1
OG0002746		g1533.t1
OG0002747		g1534.t1
OG0002748		g1544.t1
OG0002749		g1546.t1
OG0002750		g1552.t1
OG0002751		g1560.t1
OG0002752		g1562.t1
OG0002753		g1563.t1
OG0002754		g1565.t1
OG0002755		g1575.t1
OG0002756		g1577.t1
OG0002757		g1584.t1
OG0002758		g1588.t1
OG0002759		g1590.t1
OG0002760		g1591.t1
OG0002761		g1592.t1
OG0002762		g1593.t1
OG0002763		g1594.t1
OG0002764		g1596.t1
OG0002765		g1597.t1
OG0002766		g1598.t1
OG0002767		g1599.t1
OG0002768		g1602.t1
OG0002769		g1611.t1
OG0002770		g1612.t1
OG0002771		g1615.t1
OG0002772		g1624.t1
OG0002773		g1625.t1
OG0002774		g1626.t1
OG0002775		g1632.t1
OG0002776		g1635.t1
OG0002777		g1636.t1
OG0002778		g1641.t1
OG0002779		g1644.t1
OG0002780		g1652.t1
OG0002781		g1653.t1
OG0002782		g1654.t1
OG0002783		g1655.t1
OG0002784		g1658.t1
OG0002785		g1659.t1
OG0002786		g1661.t1
OG0002787		g1662.t1
OG0002788		g1663.t1
OG0002789		g1664.t1
OG0002790		g1665.t1
OG0002791		g1666.t1
OG0002792		g1672.t1
OG0002793		g1673.t1
OG0002794		g1674.t1
OG0002795		g1686.t1
OG0002796		g1694.t1
OG0002797		g1695.t1
OG0002798		g1697.t1
OG0002799		g1698.t1
OG0002800		g1701.t1
OG0002801		g1702.t1
OG0002802		g1705.t1
OG0002803		g1706.t1
OG0002804		g1709.t1
OG0002805		g1718.t1
OG0002806		g1719.t1
OG0002807		g1721.t1
OG0002808		g1722.t1
OG0002809		g1723.t1
OG0002810		g1724.t1
OG0002811		g1725.t1
OG0002812		g1727.t1
OG0002813		g1728.t1
OG0002814		g1729.t1
OG0002815		g1730.t1
OG0002816		g1731.t1
OG0002817		g1732.t1
OG0002818		g1733.t1
OG0002819		g1734.t1
OG0002820		g1735.t1
OG0002821		g1737.t1
OG0002822		g1738.t1
OG0002823		g1740.t1
OG0002824		g1741.t1
OG0002825		g1742.t1
OG0002826		g1743.t1
OG0002827		g1744.t1
OG0002828		g1745.t1
OG0002829		g1746.t1
OG0002830		g1747.t1
OG0002831		g1748.t1
OG0002832		g1751.t1
OG0002833		g1756.t1
OG0002834		g1763.t1
OG0002835		g1764.t1
OG0002836		g1766.t1
OG0002837		g1767.t1
OG0002838		g1768.t1
OG0002839		g1769.t1
OG0002840		g1772.t1
OG0002841		g1774.t1
OG0002842		g1778.t1
OG0002843		g1779.t1
OG0002844		g1788.t1
OG0002845		g1790.t1
OG0002846		g1792.t1
OG0002847		g1797.t1
OG0002848		g1798.t1
OG0002849		g1813.t1
OG0002850		g1814.t1
OG0002851		g1815.t1
OG0002852		g1816.t1
OG0002853		g1821.t1
OG0002854		g1822.t1
OG0002855		g1839.t1
OG0002856		g1840.t1
OG0002857		g1841.t1
OG0002858		g1842.t1
OG0002859		g1843.t1
OG0002860		g1846.t1
OG0002861		g1850.t1
OG0002862		g1851.t1
OG0002863		g1855.t1
OG0002864		g1856.t1
OG0002865		g1857.t1
OG0002866		g1865.t1
OG0002867		g1866.t1
OG0002868		g1868.t1
OG0002869		g1869.t1
OG0002870		g1872.t1
OG0002871		g1873.t1
OG0002872		g1874.t1
OG0002873		g1875.t1
OG0002874		g1876.t1
OG0002875		g1877.t1
OG0002876		g1880.t1
OG0002877		g1885.t1
OG0002878		g1886.t1
OG0002879		g1891.t1
OG0002880		g1893.t1
OG0002881		g1895.t1
OG0002882		g1899.t1
OG0002883		g1901.t1
OG0002884		g1903.t1
OG0002885		g1907.t1
OG0002886		g1908.t1
OG0002887		g1915.t1
OG0002888		g1916.t1
OG0002889		g1917.t1
OG0002890		g1918.t1
OG0002891		g1919.t1
OG0002892		g1921.t1
OG0002893		g1922.t1
OG0002894		g1924.t1
OG0002895		g1925.t1
OG0002896		g1926.t1
OG0002897		g1936.t1
OG0002898		g1937.t1
OG0002899		g1939.t1
OG0002900		g1944.t1
OG0002901		g1945.t1
OG0002902		g1946.t1
OG0002903		g1951.t1
OG0002904		g1956.t1
OG0002905		g1957.t1
OG0002906		g1961.t1
OG0002907		g1966.t1
OG0002908		g1967.t1
OG0002909		g1971.t1
OG0002910		g1974.t1
OG0002911		g1975.t1
OG0002912		g1985.t1
OG0002913		g1987.t1
OG0002914		g1988.t1
OG0002915		g1989.t1
OG0002916		g1990.t1
OG0002917		g1991.t1
OG0002918		g1998.t1
OG0002919		g2000.t1
OG0002920		g2001.t1
OG0002921		g2002.t1
OG0002922		g2006.t1
OG0002923		g2007.t1
OG0002924		g2008.t1
OG0002925		g2016.t1
OG0002926		g2018.t1
OG0002927		g2019.t1
OG0002928		g2020.t1
OG0002929		g2021.t1
OG0002930		g2023.t1
OG0002931		g2026.t1
OG0002932		g2027.t1
OG0002933		g2028.t1
OG0002934		g2035.t1
OG0002935		g2037.t1
OG0002936		g2042.t1
OG0002937		g2051.t1
OG0002938		g2055.t1
OG0002939		g2060.t1
OG0002940		g2061.t1
OG0002941		g2063.t1
OG0002942		g2065.t1
OG0002943		g2067.t1
OG0002944		g2070.t1
OG0002945		g2071.t1
OG0002946		g2072.t1
OG0002947		g2077.t1
OG0002948		g2078.t1
OG0002949		g2079.t1
OG0002950		g2081.t1
OG0002951		g2083.t1
OG0002952		g2086.t1
OG0002953		g2097.t1
OG0002954		g2100.t1
OG0002955		g2109.t1
OG0002956		g2110.t1
OG0002957		g2116.t1
OG0002958		g2122.t1
OG0002959		g2130.t1
OG0002960		g2137.t1
OG0002961		g2139.t1
OG0002962		g2142.t1
OG0002963		g2151.t1
OG0002964		g2152.t1
OG0002965		g2156.t1
OG0002966		g2158.t1
OG0002967		g2162.t1
OG0002968		g2163.t1
OG0002969		g2164.t1
OG0002970		g2168.t1
OG0002971		g2173.t1
OG0002972		g2174.t1
OG0002973		g2175.t1
OG0002974		g2176.t1
OG0002975		g2178.t1
OG0002976		g2181.t1
OG0002977		g2182.t1
OG0002978		g2183.t1
OG0002979		g2184.t1
OG0002980		g2185.t1
OG0002981		g2189.t1
OG0002982		g2190.t1
OG0002983		g2196.t1
OG0002984		g2201.t1
OG0002985		g2203.t1
OG0002986		g2205.t1
OG0002987		g2207.t1
OG0002988		g2209.t1
OG0002989		g2211.t1
OG0002990		g2213.t1
OG0002991		g2214.t1
OG0002992		g2215.t1
OG0002993		g2216.t1
OG0002994		g2220.t1
OG0002995		g2222.t1
OG0002996		g2223.t1
OG0002997		g2224.t1
OG0002998		g2226.t1
OG0002999		g2227.t1
OG0003000		g2228.t1
OG0003001		g2229.t1
OG0003002		g2231.t1
OG0003003		g2233.t1
OG0003004		g2236.t1
OG0003005		g2244.t1
OG0003006		g2248.t1
OG0003007		g2251.t1
OG0003008		g2254.t1
OG0003009		g2259.t1
OG0003010		g2264.t1
OG0003011		g2265.t1
OG0003012		g2266.t1
OG0003013		g2267.t1
OG0003014		g2269.t1
OG0003015		g2270.t1
OG0003016		g2273.t1
OG0003017		g2274.t1
OG0003018		g2275.t1
OG0003019		g2276.t1
OG0003020		g2277.t1
OG0003021		g2278.t1
OG0003022		g2279.t1
OG0003023		g2281.t1
OG0003024		g2282.t1
OG0003025		g2283.t1
OG0003026		g2284.t1
OG0003027		g2290.t1
OG0003028		g2293.t1
OG0003029		g2299.t1
OG0003030		g2303.t1
OG0003031		g2308.t1
OG0003032		g2313.t1
OG0003033		g2318.t1
OG0003034		g2321.t1
OG0003035		g2326.t1
OG0003036		g2327.t1
OG0003037		g2332.t1
OG0003038		g2339.t1
OG0003039		g2348.t1
OG0003040		g2350.t1
OG0003041		g2352.t1
OG0003042		g2360.t1
OG0003043		g2362.t1
OG0003044		g2371.t1
OG0003045		g2376.t1
OG0003046		g2379.t1
OG0003047		g2382.t1
OG0003048		g2398.t1
OG0003049		g2404.t1
OG0003050		g2413.t1
OG0003051		g2414.t1
OG0003052		g2416.t1
OG0003053		g2419.t1
OG0003054		g2420.t1
OG0003055		g2425.t1
OG0003056		g2431.t1
OG0003057		g2434.t1
OG0003058		g2435.t1
OG0003059		g2441.t1
OG0003060		g2443.t1
OG0003061		g2444.t1
OG0003062		g2445.t1
OG0003063		g2449.t1
OG0003064		g2451.t1
OG0003065		g2453.t1
OG0003066		g2454.t1
OG0003067		g2455.t1
OG0003068		g2466.t1
OG0003069		g2468.t1
OG0003070		g2473.t1
OG0003071		g2476.t1
OG0003072		g2480.t1
OG0003073		g2481.t1
OG0003074		g2490.t1
OG0003075		g2491.t1
OG0003076		g2492.t1
OG0003077		g2496.t1
OG0003078		g2499.t1
OG0003079		g2501.t1
OG0003080		g2507.t1
OG0003081		g2522.t1
OG0003082		g2523.t1
OG0003083		g2524.t1
OG0003084		g2527.t1
OG0003085		g2533.t1
OG0003086		g2538.t1
OG0003087		g2539.t1
OG0003088		g2540.t1
OG0003089		g2541.t1
OG0003090		g2543.t1
OG0003091		g2545.t1
OG0003092		g2562.t1
OG0003093		g2568.t1
OG0003094		g2576.t1
OG0003095		g2577.t1
OG0003096		g2579.t1
OG0003097		g2580.t1
OG0003098		g2582.t1
OG0003099		g2587.t1
OG0003100		g2588.t1
OG0003101		g2599.t1
OG0003102		g2600.t1
OG0003103		g2602.t1
OG0003104		g2605.t1
OG0003105		g2609.t1
OG0003106		g2610.t1
OG0003107		g2611.t1
OG0003108		g2616.t1
OG0003109		g2620.t1
OG0003110		g2623.t1
OG0003111		g2634.t1
OG0003112		g2643.t1
OG0003113		g2645.t1
OG0003114		g2646.t1
OG0003115		g2647.t1
OG0003116		g2648.t1
OG0003117		g2649.t1
OG0003118		g2651.t1
OG0003119		g2655.t1
OG0003120		g2658.t1
OG0003121		g2659.t1
OG0003122		g2664.t1
OG0003123		g2665.t1
OG0003124		g2668.t1
OG0003125		g2671.t1
OG0003126		g2673.t1
OG0003127		g2674.t1
OG0003128		g2676.t1
OG0003129		g2679.t1
OG0003130		g2680.t1
OG0003131		g2681.t1
OG0003132		g2683.t1
OG0003133		g2684.t1
OG0003134		g2685.t1
OG0003135		g2686.t1
OG0003136		g2687.t1
OG0003137		g2694.t1
OG0003138		g2696.t1
OG0003139		g2701.t1
OG0003140		g2702.t1
OG0003141		g2703.t1
OG0003142		g2704.t1
OG0003143		g2705.t1
OG0003144		g2708.t1
OG0003145		g2710.t1
OG0003146		g2711.t1
OG0003147		g2712.t1
OG0003148		g2713.t1
OG0003149		g2714.t1
OG0003150		g2716.t1
OG0003151		g2720.t1
OG0003152		g2726.t1
OG0003153		g2732.t1
OG0003154		g2734.t1
OG0003155		g2738.t1
OG0003156		g2745.t1
OG0003157		g2746.t1
OG0003158		g2748.t1
OG0003159		g2762.t1
OG0003160		g2763.t1
OG0003161		g2766.t1
OG0003162		g2767.t1
OG0003163		g2768.t1
OG0003164		g2769.t1
OG0003165		g2770.t1
OG0003166		g2771.t1
OG0003167		g2772.t1
OG0003168		g2773.t1
OG0003169		g2774.t1
OG0003170		g2775.t1
OG0003171		g2776.t1
OG0003172		g2777.t1
OG0003173		g2778.t1
OG0003174		g2779.t1
OG0003175		g2780.t1
OG0003176		g2781.t1
OG0003177		g2782.t1
OG0003178		g2787.t1
OG0003179		g2791.t1
OG0003180		g2792.t1
OG0003181		g2793.t1
OG0003182		g2797.t1
OG0003183		g2798.t1
OG0003184		g2799.t1
OG0003185		g2800.t1
OG0003186		g2803.t1
OG0003187		g2804.t1
OG0003188		g2807.t1
OG0003189		g2808.t1
OG0003190		g2809.t1
OG0003191		g2813.t1
OG0003192		g2818.t1
OG0003193		g2819.t1
OG0003194		g2820.t1
OG0003195		g2821.t1
OG0003196		g2822.t1
OG0003197		g2825.t1
OG0003198		g2828.t1
OG0003199		g2830.t1
OG0003200		g2831.t1
OG0003201		g2832.t1
OG0003202		g2833.t1
OG0003203		g2834.t1
OG0003204		g2836.t1
OG0003205		g2837.t1
OG0003206		g2838.t1
OG0003207		g2839.t1
OG0003208		g2840.t1
OG0003209		g2841.t1
OG0003210		g2842.t1
OG0003211		g2843.t1
OG0003212		g2848.t1
OG0003213		g2849.t1
OG0003214		g2850.t1
OG0003215		g2851.t1
OG0003216		g2856.t1
OG0003217		g2858.t1
OG0003218		g2863.t1
OG0003219		g2864.t1
OG0003220		g2865.t1
OG0003221		g2866.t1
OG0003222		g2867.t1
OG0003223		g2870.t1
OG0003224		g2873.t1
OG0003225		g2875.t1
OG0003226		g2876.t1
OG0003227		g2878.t1
OG0003228		g2880.t1
OG0003229		g2881.t1
OG0003230		g2885.t1
OG0003231		g2887.t1
OG0003232		g2889.t1
OG0003233		g2890.t1
OG0003234		g2897.t1
OG0003235		g2903.t1
OG0003236		g2911.t1
OG0003237		g2912.t1
OG0003238		g2913.t1
OG0003239		g2914.t1
OG0003240		g2916.t1
OG0003241		g2918.t1
OG0003242		g2919.t1
OG0003243		g2921.t1
OG0003244		g2926.t1
OG0003245		g2927.t1
OG0003246		g2929.t1
OG0003247		g2930.t1
OG0003248		g2932.t1
OG0003249		g2934.t1
OG0003250		g2941.t1
OG0003251		g2952.t1
OG0003252		g2953.t1
OG0003253		g2956.t1
OG0003254		g2963.t1
OG0003255		g2965.t1
OG0003256		g2966.t1
OG0003257		g2967.t1
OG0003258		g2968.t1
OG0003259		g2977.t1
OG0003260		g2985.t1
OG0003261		g2986.t1
OG0003262		g2993.t1
OG0003263		g2995.t1
OG0003264		g2999.t1
OG0003265		g3004.t1
OG0003266		g3005.t1
OG0003267		g3006.t1
OG0003268		g3009.t1
OG0003269		g3012.t1
OG0003270		g3013.t1
OG0003271		g3014.t1
OG0003272		g3015.t1
OG0003273		g3019.t1
OG0003274		g3021.t1
OG0003275		g3028.t1
OG0003276		g3029.t1
OG0003277		g3030.t1
OG0003278		g3036.t1
OG0003279		g3037.t1
OG0003280		g3038.t1
OG0003281		g3040.t1
OG0003282		g3043.t1
OG0003283		g3044.t1
OG0003284		g3048.t1
OG0003285		g3049.t1
OG0003286		g3050.t1
OG0003287		g3052.t1
OG0003288		g3053.t1
OG0003289		g3057.t1
OG0003290		g3059.t1
OG0003291		g3063.t1
OG0003292		g3068.t1
OG0003293		g3069.t1
OG0003294		g3070.t1
OG0003295		g3072.t1
OG0003296		g3075.t1
OG0003297		g3076.t1
OG0003298		g3078.t1
OG0003299		g3081.t1
OG0003300		g3082.t1
OG0003301		g3083.t1
OG0003302		g3090.t1
OG0003303		g3092.t1
OG0003304		g3093.t1
OG0003305		g3096.t1
OG0003306		g3101.t1
OG0003307		g3102.t1
OG0003308		g3109.t1
OG0003309		g3111.t1
OG0003310		g3112.t1
OG0003311		g3114.t1
OG0003312		g3117.t1
OG0003313		g3118.t1
OG0003314		g3120.t1
OG0003315		g3121.t1
OG0003316		g3122.t1
OG0003317		g3123.t1
OG0003318		g3124.t1
OG0003319		g3125.t1
OG0003320		g3129.t1
OG0003321		g3132.t1
OG0003322		g3134.t1
OG0003323		g3135.t1
OG0003324		g3136.t1
OG0003325		g3140.t1
OG0003326		g3144.t1
OG0003327		g3145.t1
OG0003328		g3146.t1
OG0003329		g3149.t1
OG0003330		g3150.t1
OG0003331		g3151.t1
OG0003332		g3155.t1
OG0003333		g3156.t1
OG0003334		g3157.t1
OG0003335		g3170.t1
OG0003336		g3171.t1
OG0003337		g3174.t1
OG0003338		g3178.t1
OG0003339		g3186.t1
OG0003340		g3187.t1
OG0003341		g3188.t1
OG0003342		g3201.t1
OG0003343		g3202.t1
OG0003344		g3207.t1
OG0003345		g3209.t1
OG0003346		g3211.t1
OG0003347		g3214.t1
OG0003348		g3215.t1
OG0003349		g3222.t1
OG0003350		g3238.t1
OG0003351		g3240.t1
OG0003352		g3246.t1
OG0003353		g3247.t1
OG0003354		g3252.t1
OG0003355		g3255.t1
OG0003356		g3259.t1
OG0003357		g3263.t1
OG0003358		g3264.t1
OG0003359		g3265.t1
