OG0000000: g111.t1 g1132.t1 g1133.t1 g1134.t1 g1135.t1 g1136.t1 g1137.t1 g1138.t1 g1139.t1 g115.t1 g1304.t1 g1306.t1 g1307.t1 g1515.t1 g1867.t1 g1868.t1 g1869.t1 g1870.t1 g1871.t1 g1872.t1 g1873.t1 g79.t1 g80.t1 g933.t1 g965.t1
OG0000001: g1003.t1 g1090.t1 g1096.t1 g1120.t1 g1373.t1 g1450.t1 g1499.t1 g1616.t1 g1643.t1 g1723.t1 g1866.t1 g259.t1 g440.t1 g445.t1 g504.t1 g570.t1 g654.t1 g835.t1 g860.t1 g861.t1 g869.t1 g93.t1 g977.t1
OG0000002: g109.t1 g110.t1 g114.t1 g1574.t1 g1575.t1 g1771.t1 g1874.t1 g197.t1 g339.t1 g350.t1 g690.t1 g78.t1 g810.t1 g970.t1
OG0000003: g1385.t1 g1391.t1 g1442.t1 g1776.t1 g245.t1 g247.t1 g269.t1 g316.t1 g615.t1 g668.t1 g841.t1 g87.t1
OG0000004: g1035.t1 g1172.t1 g1220.t1 g177.t1 g190.t1 g29.t1 g43.t1
OG0000005: g107.t1 g1362.t1 g1370.t1 g1421.t1 g1493.t1 g1787.t1 g401.t1
OG0000006: g1211.t1 g1389.t1 g262.t1 g263.t1 g497.t1 g498.t1 g566.t1
OG0000007: g1455.t1 g1572.t1 g304.t1 g39.t1 g393.t1 g924.t1
OG0000008: g1381.t1 g248.t1 g50.t1 g552.t1 g627.t1 g824.t1
OG0000009: g1371.t1 g1666.t1 g1699.t1 g1777.t1 g973.t1 g99.t1
OG0000010: g1189.t1 g1233.t1 g1489.t1 g1490.t1 g3.t1 g459.t1
OG0000011: g1091.t1 g13.t1 g14.t1 g239.t1 g699.t1
OG0000012: g1374.t1 g66.t1 g67.t1 g695.t1 g975.t1
OG0000013: g1308.t1 g320.t1 g321.t1 g561.t1 g81.t1
OG0000014: g1009.t1 g1255.t1 g141.t1 g1672.t1 g597.t1
OG0000015: g1095.t1 g1517.t1 g1818.t1 g218.t1 g359.t1
OG0000016: g1823.t1 g287.t1 g485.t1 g587.t1 g618.t1
OG0000017: g1117.t1 g1392.t1 g1394.t1 g1397.t1 g299.t1
OG0000018: g1075.t1 g1161.t1 g1535.t1 g479.t1 g775.t1
OG0000019: g1503.t1 g1523.t1 g1783.t1 g1812.t1 g514.t1
OG0000020: g1841.t1 g711.t1 g712.t1 g714.t1 g717.t1
OG0000021: g1504.t1 g1505.t1 g1506.t1 g1507.t1 g1848.t1
OG0000022: g12.t1 g1243.t1 g298.t1 g389.t1
OG0000023: g1245.t1 g15.t1 g1824.t1 g710.t1
OG0000024: g1168.t1 g192.t1 g25.t1 g937.t1
OG0000025: g1225.t1 g40.t1 g41.t1 g758.t1
OG0000026: g1182.t1 g1678.t1 g47.t1 g501.t1
OG0000027: g1016.t1 g1153.t1 g1293.t1 g62.t1
OG0000028: g1359.t1 g446.t1 g652.t1 g96.t1
OG0000029: g1377.t1 g1422.t1 g1613.t1 g97.t1
OG0000030: g101.t1 g1181.t1 g1431.t1 g983.t1
OG0000031: g1102.t1 g163.t1 g1857.t1 g896.t1
OG0000032: g164.t1 g1849.t1 g348.t1 g371.t1
OG0000033: g1541.t1 g1559.t1 g166.t1 g580.t1
OG0000034: g1092.t1 g1323.t1 g205.t1 g622.t1
OG0000035: g1347.t1 g1642.t1 g1704.t1 g267.t1
OG0000036: g1364.t1 g329.t1 g689.t1 g822.t1
OG0000037: g1109.t1 g351.t1 g953.t1 g954.t1
OG0000038: g1570.t1 g1579.t1 g1662.t1 g576.t1
OG0000039: g649.t1 g875.t1 g947.t1 g995.t1
OG0000040: g1446.t1 g1447.t1 g688.t1 g952.t1
OG0000041: g1258.t1 g1353.t1 g854.t1 g855.t1
OG0000042: g1648.t1 g1649.t1 g1724.t1 g1725.t1
OG0000043: g1636.t1 g18.t1 g19.t1
OG0000044: g1070.t1 g36.t1 g614.t1
OG0000045: g1380.t1 g1795.t1 g51.t1
OG0000046: g1767.t1 g579.t1 g60.t1
OG0000047: g1599.t1 g75.t1 g76.t1
OG0000048: g83.t1 g84.t1 g85.t1
OG0000049: g1847.t1 g849.t1 g88.t1
OG0000050: g108.t1 g217.t1 g266.t1
OG0000051: g142.t1 g1673.t1 g598.t1
OG0000052: g143.t1 g1813.t1 g829.t1
OG0000053: g1097.t1 g188.t1 g365.t1
OG0000054: g191.t1 g620.t1 g992.t1
OG0000055: g1600.t1 g1691.t1 g194.t1
OG0000056: g203.t1 g582.t1 g823.t1
OG0000057: g1100.t1 g255.t1 g307.t1
OG0000058: g274.t1 g539.t1 g590.t1
OG0000059: g1740.t1 g278.t1 g678.t1
OG0000060: g1149.t1 g289.t1 g827.t1
OG0000061: g1626.t1 g291.t1 g292.t1
OG0000062: g323.t1 g558.t1 g616.t1
OG0000063: g1640.t1 g331.t1 g760.t1
OG0000064: g1760.t1 g332.t1 g853.t1
OG0000065: g1188.t1 g355.t1 g868.t1
OG0000066: g1244.t1 g1457.t1 g381.t1
OG0000067: g1237.t1 g1587.t1 g407.t1
OG0000068: g1019.t1 g499.t1 g791.t1
OG0000069: g1311.t1 g1592.t1 g575.t1
OG0000070: g1700.t1 g607.t1 g899.t1
OG0000071: g1393.t1 g1395.t1 g629.t1
OG0000072: g1821.t1 g1822.t1 g693.t1
OG0000073: g1122.t1 g1408.t1 g833.t1
OG0000074: g1121.t1 g1409.t1 g834.t1
OG0000075: g877.t1 g888.t1 g890.t1
OG0000076: g1052.t1 g1290.t1 g1291.t1
OG0000077: g1113.t1 g1545.t1 g1756.t1
OG0000078: g358.t1 g8.t1
OG0000724: g798.t1
OG0000725: g799.t1
OG0000726: g800.t1
OG0000727: g801.t1
OG0000728: g802.t1
OG0000729: g803.t1
OG0000730: g804.t1
OG0000731: g805.t1
OG0000732: g806.t1
OG0000733: g807.t1
OG0000734: g808.t1
OG0000735: g809.t1
OG0000736: g811.t1
OG0000737: g812.t1
OG0000738: g813.t1
OG0000739: g814.t1
OG0000740: g815.t1
OG0000741: g816.t1
OG0000742: g818.t1
OG0000743: g819.t1
OG0000744: g820.t1
OG0000745: g821.t1
OG0000746: g825.t1
OG0000747: g826.t1
OG0000748: g828.t1
OG0000749: g831.t1
OG0000750: g832.t1
OG0000751: g836.t1
OG0000752: g837.t1
OG0000753: g838.t1
OG0000754: g839.t1
OG0000755: g840.t1
OG0000756: g843.t1
OG0000757: g844.t1
OG0000758: g845.t1
OG0000759: g846.t1
OG0000760: g847.t1
OG0000761: g848.t1
OG0000762: g850.t1
OG0000763: g851.t1
OG0000764: g852.t1
OG0000765: g856.t1
OG0000766: g857.t1
OG0000767: g858.t1
OG0000768: g859.t1
OG0000769: g862.t1
OG0000770: g863.t1
OG0000771: g864.t1
OG0000772: g865.t1
OG0000773: g866.t1
OG0000774: g867.t1
OG0000775: g870.t1
OG0000776: g871.t1
OG0000777: g872.t1
OG0000778: g873.t1
OG0000779: g874.t1
OG0000780: g876.t1
OG0000781: g878.t1
OG0000782: g880.t1
OG0000783: g881.t1
OG0000784: g883.t1
OG0000785: g884.t1
OG0000786: g885.t1
OG0000787: g886.t1
OG0000788: g887.t1
OG0000789: g889.t1
OG0000790: g891.t1
OG0000791: g892.t1
OG0000792: g893.t1
OG0000793: g895.t1
OG0000794: g897.t1
OG0000795: g898.t1
OG0000796: g900.t1
OG0000797: g901.t1
OG0000798: g902.t1
OG0000799: g903.t1
OG0000800: g904.t1
OG0000801: g905.t1
OG0000802: g906.t1
OG0000803: g907.t1
OG0000804: g908.t1
OG0000805: g909.t1
OG0000806: g910.t1
OG0000807: g911.t1
OG0000808: g912.t1
OG0000809: g913.t1
OG0000810: g914.t1
OG0000811: g915.t1
OG0000812: g916.t1
OG0000813: g917.t1
OG0000814: g918.t1
OG0000815: g919.t1
OG0000816: g920.t1
OG0000817: g921.t1
OG0000818: g922.t1
OG0000819: g923.t1
OG0000820: g925.t1
OG0000821: g926.t1
OG0000822: g927.t1
OG0000823: g928.t1
OG0000824: g929.t1
OG0000825: g930.t1
OG0000826: g931.t1
OG0000827: g932.t1
OG0000828: g934.t1
OG0000829: g935.t1
OG0000830: g936.t1
OG0000831: g938.t1
OG0000832: g939.t1
OG0000833: g940.t1
OG0000834: g941.t1
OG0000835: g942.t1
OG0000836: g943.t1
OG0000837: g944.t1
OG0000838: g945.t1
OG0000839: g946.t1
OG0000840: g948.t1
OG0000841: g949.t1
OG0000842: g950.t1
OG0000843: g951.t1
OG0000844: g955.t1
OG0000845: g956.t1
OG0000846: g958.t1
OG0000847: g959.t1
OG0000848: g960.t1
OG0000849: g961.t1
OG0000850: g963.t1
OG0000851: g964.t1
OG0000852: g966.t1
OG0000853: g968.t1
OG0000854: g969.t1
OG0000855: g971.t1
OG0000856: g972.t1
OG0000857: g976.t1
OG0000858: g978.t1
OG0000859: g979.t1
OG0000860: g980.t1
OG0000861: g981.t1
OG0000862: g982.t1
OG0000863: g984.t1
OG0000864: g987.t1
OG0000865: g989.t1
OG0000866: g990.t1
OG0000867: g991.t1
OG0000868: g993.t1
OG0000869: g994.t1
OG0000870: g996.t1
OG0000871: g997.t1
OG0000872: g998.t1
OG0000873: g999.t1
OG0000874: g1000.t1
OG0000875: g1001.t1
OG0000876: g1002.t1
OG0000877: g1004.t1
OG0000878: g1005.t1
OG0000879: g1006.t1
OG0000880: g1007.t1
OG0000881: g1008.t1
OG0000882: g1010.t1
OG0000883: g1011.t1
OG0000884: g1012.t1
OG0000885: g1013.t1
OG0000886: g1014.t1
OG0000887: g1015.t1
OG0000888: g1017.t1
OG0000889: g1018.t1
OG0000890: g1025.t1
OG0000891: g1026.t1
OG0000892: g1027.t1
OG0000893: g1028.t1
OG0000894: g1029.t1
OG0000895: g1030.t1
OG0000896: g1031.t1
OG0000897: g1032.t1
OG0000898: g1033.t1
OG0000899: g1034.t1
OG0000900: g1036.t1
OG0000901: g1038.t1
OG0000902: g1039.t1
OG0000903: g1040.t1
OG0000904: g1042.t1
OG0000905: g1043.t1
OG0000906: g1044.t1
OG0000907: g1045.t1
OG0000908: g1046.t1
OG0000909: g1047.t1
OG0000910: g1048.t1
OG0000911: g1049.t1
OG0000912: g1050.t1
OG0000913: g1051.t1
OG0000914: g1054.t1
OG0000915: g1055.t1
OG0000916: g1057.t1
OG0000917: g1058.t1
OG0000918: g1059.t1
OG0000919: g1060.t1
OG0000920: g1061.t1
OG0000921: g1063.t1
OG0000922: g1064.t1
OG0000923: g1065.t1
OG0000924: g1066.t1
OG0000925: g1067.t1
OG0000926: g1068.t1
OG0000927: g1071.t1
OG0000928: g1072.t1
OG0000929: g1073.t1
OG0000930: g1074.t1
OG0000931: g1076.t1
OG0000932: g1077.t1
OG0000933: g1078.t1
OG0000934: g1079.t1
OG0000935: g1080.t1
OG0000936: g1081.t1
OG0000937: g1082.t1
OG0000938: g1083.t1
OG0000939: g1084.t1
OG0000940: g1086.t1
OG0000941: g1087.t1
OG0000942: g1088.t1
OG0000943: g1089.t1
OG0000944: g1093.t1
OG0000945: g1094.t1
OG0000946: g1098.t1
OG0000947: g1099.t1
OG0000948: g1101.t1
OG0000949: g1103.t1
OG0000950: g1104.t1
OG0000951: g1105.t1
OG0000952: g1106.t1
OG0000953: g1107.t1
OG0000954: g1108.t1
OG0000955: g1111.t1
OG0000956: g1112.t1
OG0000957: g1114.t1
OG0000958: g1115.t1
OG0000959: g1116.t1
OG0000960: g1118.t1
OG0000961: g1119.t1
OG0000962: g1124.t1
OG0000963: g1125.t1
OG0000964: g1126.t1
OG0000965: g1127.t1
OG0000966: g1128.t1
OG0000967: g1129.t1
OG0000968: g1130.t1
OG0000969: g1131.t1
OG0000970: g1140.t1
OG0000971: g1142.t1
OG0000972: g1143.t1
OG0000973: g1144.t1
OG0000974: g1145.t1
OG0000975: g1146.t1
OG0000976: g1147.t1
OG0000977: g1148.t1
OG0000978: g1150.t1
OG0000979: g1151.t1
OG0000980: g1152.t1
OG0000981: g1154.t1
OG0000982: g1155.t1
OG0000983: g1156.t1
OG0000984: g1157.t1
OG0000985: g1158.t1
OG0000986: g1159.t1
OG0000987: g1160.t1
OG0000988: g1162.t1
OG0000989: g1163.t1
OG0000990: g1164.t1
OG0000991: g1165.t1
OG0000992: g1166.t1
OG0000993: g1167.t1
OG0000994: g1169.t1
OG0000995: g1170.t1
OG0000996: g1171.t1
OG0000997: g1176.t1
OG0000998: g1177.t1
OG0000999: g1178.t1
OG0001000: g1179.t1
OG0001001: g1180.t1
OG0001002: g1183.t1
OG0001003: g1184.t1
OG0001004: g1185.t1
OG0001005: g1186.t1
OG0001006: g1187.t1
OG0001007: g1190.t1
OG0001008: g1191.t1
OG0001009: g1192.t1
OG0001010: g1193.t1
OG0001011: g1194.t1
OG0001012: g1195.t1
OG0001013: g1196.t1
OG0001014: g1197.t1
OG0001015: g1199.t1
OG0001016: g1200.t1
OG0001017: g1201.t1
OG0001018: g1202.t1
OG0001019: g1203.t1
OG0001020: g1204.t1
OG0001021: g1205.t1
OG0001022: g1206.t1
OG0001023: g1207.t1
OG0001024: g1208.t1
OG0001025: g1209.t1
OG0001026: g1210.t1
OG0001027: g1212.t1
OG0001028: g1213.t1
OG0001029: g1214.t1
OG0001030: g1215.t1
OG0001031: g1216.t1
OG0001032: g1217.t1
OG0001033: g1218.t1
OG0001034: g1219.t1
OG0001035: g1221.t1
OG0001036: g1224.t1
OG0001037: g1227.t1
OG0001038: g1228.t1
OG0001039: g1229.t1
OG0001040: g1230.t1
OG0001041: g1232.t1
OG0001042: g1234.t1
OG0001043: g1235.t1
OG0001044: g1236.t1
OG0001045: g1238.t1
OG0001046: g1239.t1
OG0001047: g1240.t1
OG0001048: g1241.t1
OG0001049: g1242.t1
OG0001050: g1246.t1
OG0001051: g1247.t1
OG0001052: g1248.t1
OG0001053: g1249.t1
OG0001054: g1250.t1
OG0001055: g1251.t1
OG0001056: g1252.t1
OG0001057: g1253.t1
OG0001058: g1256.t1
OG0001059: g1257.t1
OG0001060: g1259.t1
OG0001061: g1260.t1
OG0001062: g1262.t1
OG0001063: g1263.t1
OG0001064: g1264.t1
OG0001065: g1265.t1
OG0001066: g1266.t1
OG0001067: g1267.t1
OG0001068: g1268.t1
OG0001069: g1269.t1
OG0001070: g1270.t1
OG0001071: g1271.t1
OG0001072: g1272.t1
OG0001073: g1273.t1
OG0001074: g1274.t1
OG0001075: g1275.t1
OG0001076: g1277.t1
OG0001077: g1278.t1
OG0001078: g1279.t1
OG0001079: g1280.t1
OG0001080: g1281.t1
OG0001081: g1282.t1
OG0001082: g1283.t1
OG0001083: g1284.t1
OG0001084: g1286.t1
OG0001085: g1292.t1
OG0001086: g1294.t1
OG0001087: g1295.t1
OG0001088: g1296.t1
OG0001089: g1297.t1
OG0001090: g1298.t1
OG0001091: g1299.t1
OG0001092: g1300.t1
OG0001093: g1301.t1
OG0001094: g1303.t1
OG0001095: g1305.t1
OG0001096: g1309.t1
OG0001097: g1310.t1
OG0001098: g1313.t1
OG0001099: g1314.t1
OG0001100: g1315.t1
OG0001101: g1316.t1
OG0001102: g1317.t1
OG0001103: g1318.t1
OG0001104: g1319.t1
OG0001105: g1320.t1
OG0001106: g1322.t1
OG0001107: g1324.t1
OG0001108: g1325.t1
OG0001109: g1326.t1
OG0001110: g1327.t1
OG0001111: g1328.t1
OG0001112: g1329.t1
OG0001113: g1330.t1
OG0001114: g1331.t1
OG0001115: g1332.t1
OG0001116: g1334.t1
OG0001117: g1335.t1
OG0001118: g1337.t1
OG0001119: g1338.t1
OG0001120: g1339.t1
OG0001121: g1340.t1
OG0001122: g1341.t1
OG0001123: g1343.t1
OG0001124: g1344.t1
OG0001125: g1345.t1
OG0001126: g1346.t1
OG0001127: g1349.t1
OG0001128: g1350.t1
OG0001129: g1351.t1
OG0001130: g1352.t1
OG0001131: g1354.t1
OG0001132: g1355.t1
OG0001133: g1356.t1
OG0001134: g1357.t1
OG0001135: g1358.t1
OG0001136: g1360.t1
OG0001137: g1361.t1
OG0001138: g1363.t1
OG0001139: g1365.t1
OG0001140: g1366.t1
OG0001141: g1367.t1
OG0001142: g1368.t1
OG0001143: g1369.t1
OG0001144: g1372.t1
OG0001145: g1375.t1
OG0001146: g1376.t1
OG0001147: g1378.t1
OG0001148: g1379.t1
OG0001149: g1382.t1
OG0001150: g1383.t1
OG0001151: g1384.t1
OG0001152: g1386.t1
OG0001153: g1387.t1
OG0001154: g1388.t1
OG0001155: g1390.t1
OG0001156: g1396.t1
OG0001157: g1398.t1
OG0001158: g1399.t1
OG0001159: g1400.t1
OG0001160: g1401.t1
OG0001161: g1402.t1
OG0001162: g1403.t1
OG0001163: g1404.t1
OG0001164: g1405.t1
OG0001165: g1406.t1
OG0001166: g1407.t1
OG0001167: g1411.t1
OG0001168: g1412.t1
OG0001169: g1413.t1
OG0001170: g1415.t1
OG0001171: g1416.t1
OG0001172: g1417.t1
OG0001173: g1418.t1
OG0001174: g1419.t1
OG0001175: g1420.t1
OG0001176: g1423.t1
OG0001177: g1424.t1
OG0001178: g1425.t1
OG0001179: g1426.t1
OG0001180: g1427.t1
OG0001181: g1428.t1
OG0001182: g1429.t1
OG0001183: g1430.t1
OG0001184: g1432.t1
OG0001185: g1433.t1
OG0001186: g1434.t1
OG0001187: g1437.t1
OG0001188: g1438.t1
OG0001189: g1439.t1
OG0001190: g1440.t1
OG0001191: g1441.t1
OG0001192: g1443.t1
OG0001193: g1444.t1
OG0001194: g1445.t1
OG0001195: g1448.t1
OG0001196: g1451.t1
OG0001197: g1452.t1
OG0001198: g1453.t1
OG0001199: g1454.t1
OG0001200: g1456.t1
OG0001201: g1458.t1
OG0001202: g1459.t1
OG0001203: g1460.t1
OG0001204: g1461.t1
OG0001205: g1463.t1
OG0001206: g1464.t1
OG0001207: g1467.t1
OG0001208: g1468.t1
OG0001209: g1469.t1
OG0001210: g1470.t1
OG0001211: g1471.t1
OG0001212: g1472.t1
OG0001213: g1473.t1
OG0001214: g1474.t1
OG0001215: g1475.t1
OG0001216: g1477.t1
OG0001217: g1478.t1
OG0001218: g1479.t1
OG0001219: g1480.t1
OG0001220: g1481.t1
OG0001221: g1482.t1
OG0001222: g1483.t1
OG0001223: g1484.t1
OG0001224: g1485.t1
OG0001225: g1486.t1
OG0001226: g1488.t1
OG0001227: g1491.t1
OG0001228: g1492.t1
OG0001229: g1494.t1
OG0001230: g1495.t1
OG0001231: g1496.t1
OG0001232: g1497.t1
OG0001233: g1498.t1
OG0001234: g1501.t1
OG0001235: g1508.t1
OG0001236: g1509.t1
OG0001237: g1511.t1
OG0001238: g1512.t1
OG0001239: g1513.t1
OG0001240: g1518.t1
OG0001241: g1519.t1
OG0001242: g1520.t1
OG0001243: g1521.t1
OG0001244: g1524.t1
OG0001245: g1525.t1
OG0001246: g1526.t1
OG0001247: g1527.t1
OG0001248: g1528.t1
OG0001249: g1529.t1
OG0001250: g1530.t1
OG0001251: g1531.t1
OG0001252: g1532.t1
OG0001253: g1533.t1
OG0001254: g1534.t1
OG0001255: g1536.t1
OG0001256: g1537.t1
OG0001257: g1538.t1
OG0001258: g1539.t1
OG0001259: g1540.t1
OG0001260: g1542.t1
OG0001261: g1543.t1
OG0001262: g1544.t1
OG0001263: g1546.t1
OG0001264: g1547.t1
OG0001265: g1550.t1
OG0001266: g1551.t1
OG0001267: g1552.t1
OG0001268: g1553.t1
OG0001269: g1554.t1
OG0001270: g1556.t1
OG0001271: g1557.t1
OG0001272: g1558.t1
OG0001273: g1560.t1
OG0001274: g1561.t1
OG0001275: g1562.t1
OG0001276: g1563.t1
OG0001277: g1564.t1
OG0001278: g1565.t1
OG0001279: g1566.t1
OG0001280: g1567.t1
OG0001281: g1568.t1
OG0001282: g1569.t1
OG0001283: g1571.t1
OG0001284: g1573.t1
OG0001285: g1576.t1
OG0001286: g1577.t1
OG0001287: g1578.t1
OG0001288: g1580.t1
OG0001289: g1581.t1
OG0001290: g1582.t1
OG0001291: g1583.t1
OG0001292: g1585.t1
OG0001293: g1586.t1
OG0001294: g1588.t1
OG0001295: g1589.t1
OG0001296: g1590.t1
OG0001297: g1591.t1
OG0001298: g1593.t1
OG0001299: g1594.t1
OG0001300: g1595.t1
OG0001301: g1596.t1
OG0001302: g1597.t1
OG0001303: g1598.t1
OG0001304: g1601.t1
OG0001305: g1602.t1
OG0001306: g1603.t1
OG0001307: g1604.t1
OG0001308: g1605.t1
OG0001309: g1606.t1
OG0001310: g1607.t1
OG0001311: g1608.t1
OG0001312: g1610.t1
OG0001313: g1611.t1
OG0001314: g1612.t1
OG0001315: g1614.t1
OG0001316: g1615.t1
OG0001317: g1617.t1
OG0001318: g1618.t1
OG0001319: g1619.t1
OG0001320: g1620.t1
OG0001321: g1621.t1
OG0001322: g1622.t1
OG0001323: g1623.t1
OG0001324: g1624.t1
OG0001325: g1627.t1
OG0001326: g1628.t1
OG0001327: g1629.t1
OG0001328: g1630.t1
OG0001329: g1631.t1
OG0001330: g1632.t1
OG0001331: g1633.t1
OG0001332: g1634.t1
OG0001333: g1635.t1
OG0001334: g1637.t1
OG0001335: g1638.t1
OG0001336: g1639.t1
OG0001337: g1644.t1
OG0001338: g1645.t1
OG0001339: g1646.t1
OG0001340: g1647.t1
OG0001341: g1651.t1
OG0001342: g1652.t1
OG0001343: g1653.t1
OG0001344: g1654.t1
OG0001345: g1655.t1
OG0001346: g1656.t1
OG0001347: g1657.t1
OG0001348: g1658.t1
OG0001349: g1659.t1
OG0001350: g1660.t1
OG0001351: g1661.t1
OG0001352: g1663.t1
OG0001353: g1664.t1
OG0001354: g1665.t1
OG0001355: g1667.t1
OG0001356: g1668.t1
OG0001357: g1669.t1
OG0001358: g1670.t1
OG0001359: g1671.t1
OG0001360: g1675.t1
OG0001361: g1676.t1
OG0001362: g1679.t1
OG0001363: g1680.t1
OG0001364: g1681.t1
OG0001365: g1682.t1
OG0001366: g1683.t1
OG0001367: g1684.t1
OG0001368: g1685.t1
OG0001369: g1686.t1
OG0001370: g1687.t1
OG0001371: g1688.t1
OG0001372: g1689.t1
OG0001373: g1692.t1
OG0001374: g1693.t1
OG0001375: g1694.t1
OG0001376: g1695.t1
OG0001377: g1696.t1
OG0001378: g1697.t1
OG0001379: g1698.t1
OG0001380: g1701.t1
OG0001381: g1702.t1
OG0001382: g1705.t1
OG0001383: g1706.t1
OG0001384: g1707.t1
OG0001385: g1708.t1
OG0001386: g1709.t1
OG0001387: g1710.t1
OG0001388: g1711.t1
OG0001389: g1712.t1
OG0001390: g1713.t1
OG0001391: g1714.t1
OG0001392: g1715.t1
OG0001393: g1716.t1
OG0001394: g1717.t1
OG0001395: g1719.t1
OG0001396: g1720.t1
OG0001397: g1721.t1
OG0001398: g1722.t1
OG0001399: g1727.t1
OG0001400: g1728.t1
OG0001401: g1729.t1
OG0001402: g1730.t1
OG0001403: g1731.t1
OG0001404: g1732.t1
OG0001405: g1734.t1
OG0001406: g1736.t1
OG0001407: g1737.t1
OG0001408: g1738.t1
OG0001409: g1739.t1
OG0001410: g1741.t1
OG0001411: g1742.t1
OG0001412: g1743.t1
OG0001413: g1744.t1
OG0001414: g1745.t1
OG0001415: g1746.t1
OG0001416: g1747.t1
OG0001417: g1748.t1
OG0001418: g1749.t1
OG0001419: g1750.t1
OG0001420: g1751.t1
OG0001421: g1752.t1
OG0001422: g1753.t1
OG0001423: g1754.t1
OG0001424: g1755.t1
OG0001425: g1757.t1
OG0001426: g1758.t1
OG0001427: g1759.t1
OG0001428: g1761.t1
OG0001429: g1762.t1
OG0001430: g1763.t1
OG0001431: g1764.t1
OG0001432: g1765.t1
OG0001433: g1766.t1
OG0001434: g1768.t1
OG0001435: g1769.t1
OG0001436: g1770.t1
OG0001437: g1772.t1
OG0001438: g1773.t1
OG0001439: g1774.t1
OG0001440: g1775.t1
OG0001441: g1778.t1
OG0001442: g1779.t1
OG0001443: g1780.t1
OG0001444: g1781.t1
OG0001445: g1782.t1
OG0001446: g1784.t1
OG0001447: g1785.t1
OG0001448: g1786.t1
OG0001449: g1788.t1
OG0001450: g1789.t1
OG0001451: g1790.t1
OG0001452: g1791.t1
OG0001453: g1792.t1
OG0001454: g1793.t1
OG0001455: g1794.t1
OG0001456: g1796.t1
OG0001457: g1797.t1
OG0001458: g1798.t1
OG0001459: g1799.t1
OG0001460: g1800.t1
OG0001461: g1801.t1
OG0001462: g1802.t1
OG0001463: g1803.t1
OG0001464: g1804.t1
OG0001465: g1805.t1
OG0001466: g1806.t1
OG0001467: g1807.t1
OG0001468: g1808.t1
OG0001469: g1809.t1
OG0001470: g1810.t1
OG0001471: g1811.t1
OG0001472: g1814.t1
OG0001473: g1815.t1
OG0001474: g1819.t1
OG0001475: g1820.t1
OG0001476: g1825.t1
OG0001477: g1826.t1
OG0001478: g1827.t1
OG0001479: g1828.t1
OG0001480: g1829.t1
OG0001481: g1830.t1
OG0001482: g1831.t1
OG0001483: g1832.t1
OG0001484: g1833.t1
OG0001485: g1834.t1
OG0001486: g1835.t1
OG0001487: g1836.t1
OG0001488: g1838.t1
OG0001489: g1839.t1
OG0001490: g1840.t1
OG0001491: g1842.t1
OG0001492: g1843.t1
OG0001493: g1844.t1
OG0001494: g1845.t1
OG0001495: g1846.t1
OG0001496: g1850.t1
OG0001497: g1851.t1
OG0001498: g1852.t1
OG0001499: g1853.t1
OG0001500: g1854.t1
OG0001501: g1855.t1
OG0001502: g1856.t1
OG0001503: g1858.t1
OG0001504: g1860.t1
OG0001505: g1861.t1
OG0001506: g1862.t1
OG0001507: g1863.t1
OG0001508: g1875.t1
OG0001509: g7.t1
