Orthogroup	Acinetobacter_baumannii	Mycobacterium_leprae	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa	Salmonella_enterica
OG0004242			g2608.t1			
OG0004243			g2609.t1			
OG0004244			g2610.t1			
OG0004245			g2616.t1			
OG0004246			g2617.t1			
OG0004247			g2618.t1			
OG0004248			g2619.t1			
OG0004249			g2620.t1			
OG0004250			g2621.t1			
OG0004251			g2622.t1			
OG0004252			g2626.t1			
OG0004253			g2637.t1			
OG0004254			g2644.t1			
OG0004255			g2645.t1			
OG0004256			g2646.t1			
OG0004257			g2648.t1			
OG0004258			g2651.t1			
OG0004259			g2652.t1			
OG0004260			g2663.t1			
OG0004261			g2666.t1			
OG0004262			g2669.t1			
OG0004263			g2685.t1			
OG0004264			g2689.t1			
OG0004265			g2695.t1			
OG0004266			g2696.t1			
OG0004267			g2704.t1			
OG0004268			g2714.t1			
OG0004269			g2729.t1			
OG0004270			g2735.t1			
OG0004271			g2753.t1			
OG0004272			g2754.t1			
OG0004273			g2755.t1			
OG0004274			g2756.t1			
OG0004275			g2758.t1			
OG0004276			g2760.t1			
OG0004277			g2761.t1			
OG0004278			g2762.t1			
OG0004279			g2766.t1			
OG0004280			g2767.t1			
OG0004281			g2768.t1			
OG0004282			g2769.t1			
OG0004283			g2770.t1			
OG0004284			g2771.t1			
OG0004285			g2772.t1			
OG0004286			g2773.t1			
OG0004287			g2775.t1			
OG0004288			g2776.t1			
OG0004289			g2778.t1			
OG0004290			g2779.t1			
OG0004291			g2786.t1			
OG0004292			g2791.t1			
OG0004293			g2830.t1			
OG0004294			g2842.t1			
OG0004295			g2862.t1			
OG0004296			g2873.t1			
OG0004297			g2875.t1			
OG0004298			g2894.t1			
OG0004299			g2904.t1			
OG0004300			g2909.t1			
OG0004301			g2911.t1			
OG0004302			g2913.t1			
OG0004303			g2921.t1			
OG0004304			g2924.t1			
OG0004305			g2939.t1			
OG0004306			g2946.t1			
OG0004307			g2956.t1			
OG0004308			g2957.t1			
OG0004309			g2967.t1			
OG0004310			g2971.t1			
OG0004311			g2982.t1			
OG0004312			g2983.t1			
OG0004313			g2987.t1			
OG0004314			g2996.t1			
OG0004315			g2997.t1			
OG0004316			g3012.t1			
OG0004317			g3014.t1			
OG0004318			g3019.t1			
OG0004319			g3020.t1			
OG0004320			g3021.t1			
OG0004321			g3026.t1			
OG0004322			g3028.t1			
OG0004323			g3031.t1			
OG0004324			g3040.t1			
OG0004325			g3041.t1			
OG0004326			g3042.t1			
OG0004327			g3047.t1			
OG0004328			g3049.t1			
OG0004329			g3050.t1			
OG0004330			g3055.t1			
OG0004331			g3060.t1			
OG0004332			g3061.t1			
OG0004333			g3062.t1			
OG0004334			g3065.t1			
OG0004335			g3074.t1			
OG0004336			g3080.t1			
OG0004337			g3094.t1			
OG0004338			g3095.t1			
OG0004339			g3097.t1			
OG0004340			g3100.t1			
OG0004341			g3113.t1			
OG0004342			g3115.t1			
OG0004343			g3116.t1			
OG0004344			g3118.t1			
OG0004345			g3120.t1			
OG0004346			g3122.t1			
OG0004347			g3125.t1			
OG0004348			g3126.t1			
OG0004349			g3127.t1			
OG0004350			g3128.t1			
OG0004351			g3129.t1			
OG0004352			g3132.t1			
OG0004353			g3141.t1			
OG0004354			g3142.t1			
OG0004355			g3143.t1			
OG0004356			g3149.t1			
OG0004357			g3151.t1			
OG0004358			g3158.t1			
OG0004359			g3164.t1			
OG0004360			g3165.t1			
OG0004361			g3167.t1			
OG0004362			g3177.t1			
OG0004363			g3181.t1			
OG0004364			g3185.t1			
OG0004365			g3191.t1			
OG0004366			g3195.t1			
OG0004367			g3198.t1			
OG0004368			g3203.t1			
OG0004369			g3209.t1			
OG0004370			g3230.t1			
OG0004371			g3236.t1			
OG0004372			g3246.t1			
OG0004373			g3247.t1			
OG0004374			g3254.t1			
OG0004375			g3256.t1			
OG0004376			g3265.t1			
OG0004377			g3269.t1			
OG0004378			g3272.t1			
OG0004379			g3274.t1			
OG0004380			g3287.t1			
OG0004381			g3292.t1			
OG0004382			g3302.t1			
OG0004383			g3304.t1			
OG0004384			g3306.t1			
OG0004385			g3307.t1			
OG0004386			g3318.t1			
OG0004387			g3319.t1			
OG0004388			g3324.t1			
OG0004389			g3329.t1			
OG0004390			g3332.t1			
OG0004391			g3334.t1			
OG0004392			g3350.t1			
OG0004393			g3351.t1			
OG0004394			g3353.t1			
OG0004395			g3358.t1			
OG0004396			g3359.t1			
OG0004397			g3360.t1			
OG0004398			g3363.t1			
OG0004399			g3369.t1			
OG0004400			g3380.t1			
OG0004401			g3382.t1			
OG0004402			g3385.t1			
OG0004403			g3392.t1			
OG0004404			g3396.t1			
OG0004405			g3397.t1			
OG0004406			g3398.t1			
OG0004407			g3405.t1			
OG0004408			g3406.t1			
OG0004409			g3412.t1			
OG0004410			g3417.t1			
OG0004411			g3419.t1			
OG0004412			g3421.t1			
OG0004413			g3428.t1			
OG0004414			g3434.t1			
OG0004415			g3435.t1			
OG0004416			g3441.t1			
OG0004417			g3451.t1			
OG0004418			g3460.t1			
OG0004419			g3461.t1			
OG0004420			g3462.t1			
OG0004421			g3469.t1			
OG0004422			g3471.t1			
OG0004423			g3472.t1			
OG0004424			g3477.t1			
OG0004425			g3478.t1			
OG0004426			g3481.t1			
OG0004427			g3485.t1			
OG0004428			g3491.t1			
OG0004429			g3492.t1			
OG0004430			g3500.t1			
OG0004431			g3518.t1			
OG0004432			g3522.t1			
OG0004433			g3527.t1			
OG0004434			g3536.t1			
OG0004435			g3544.t1			
OG0004436			g3561.t1			
OG0004437				g7.t1		
OG0004438					g12.t1	
OG0004439					g14.t1	
OG0004440					g15.t1	
OG0004441					g20.t1	
OG0004442					g26.t1	
OG0004443					g27.t1	
OG0004444					g28.t1	
OG0004445					g33.t1	
OG0004446					g44.t1	
OG0004447					g45.t1	
OG0004448					g47.t1	
OG0004449					g48.t1	
OG0004450					g49.t1	
OG0004451					g50.t1	
OG0004452					g51.t1	
OG0004453					g55.t1	
OG0004454					g56.t1	
OG0004455					g57.t1	
OG0004456					g59.t1	
OG0004457					g60.t1	
OG0004458					g62.t1	
OG0004459					g68.t1	
OG0004460					g69.t1	
OG0004461					g75.t1	
OG0004462					g76.t1	
OG0004463					g81.t1	
OG0004464					g97.t1	
OG0004465					g98.t1	
OG0004466					g102.t1	
OG0004467					g103.t1	
OG0004468					g104.t1	
OG0004469					g105.t1	
OG0004470					g106.t1	
OG0004471					g109.t1	
OG0004472					g112.t1	
OG0004473					g113.t1	
OG0004474					g114.t1	
OG0004475					g115.t1	
OG0004476					g116.t1	
OG0004477					g119.t1	
OG0004478					g122.t1	
OG0004479					g123.t1	
OG0004480					g127.t1	
OG0004481					g129.t1	
OG0004482					g130.t1	
OG0004483					g131.t1	
OG0004484					g132.t1	
OG0004485					g136.t1	
OG0004486					g141.t1	
OG0004487					g142.t1	
OG0004488					g145.t1	
OG0004489					g150.t1	
OG0004490					g173.t1	
OG0004491					g174.t1	
OG0004492					g177.t1	
OG0004493					g201.t1	
OG0004494					g204.t1	
OG0004495					g205.t1	
OG0004496					g212.t1	
OG0004497					g214.t1	
OG0004498					g217.t1	
OG0004499					g219.t1	
OG0004500					g220.t1	
OG0004501					g251.t1	
OG0004502					g255.t1	
OG0004503					g256.t1	
OG0004504					g260.t1	
OG0004505					g264.t1	
OG0004506					g265.t1	
OG0004507					g273.t1	
OG0004508					g277.t1	
OG0004509					g279.t1	
OG0004510					g281.t1	
OG0004511					g282.t1	
OG0004512					g287.t1	
OG0004513					g289.t1	
OG0004514					g295.t1	
OG0004515					g310.t1	
OG0004516					g311.t1	
OG0004517					g313.t1	
OG0004518					g314.t1	
OG0004519					g319.t1	
OG0004520					g333.t1	
OG0004521					g339.t1	
OG0004522					g344.t1	
OG0004523					g349.t1	
OG0004524					g350.t1	
OG0004525					g351.t1	
OG0004526					g363.t1	
OG0004527					g364.t1	
OG0004528					g370.t1	
OG0004529					g375.t1	
OG0004530					g383.t1	
OG0004531					g390.t1	
OG0004532					g391.t1	
OG0004533					g394.t1	
OG0004534					g395.t1	
OG0004535					g413.t1	
OG0004536					g422.t1	
OG0004537					g425.t1	
OG0004538					g436.t1	
OG0004539					g438.t1	
OG0004540					g440.t1	
OG0004541					g442.t1	
OG0004542					g457.t1	
OG0004543					g467.t1	
OG0004544					g472.t1	
OG0004545					g473.t1	
OG0004546					g475.t1	
OG0004547					g476.t1	
OG0004548					g488.t1	
OG0004549					g497.t1	
OG0004550					g502.t1	
OG0004551					g512.t1	
OG0004552					g525.t1	
OG0004553					g528.t1	
OG0004554					g529.t1	
OG0004555					g530.t1	
OG0004556					g532.t1	
OG0004557					g533.t1	
OG0004558					g540.t1	
OG0004559					g541.t1	
OG0004560					g548.t1	
OG0004561					g549.t1	
OG0004562					g552.t1	
OG0004563					g557.t1	
OG0004564					g561.t1	
OG0004565					g562.t1	
OG0004566					g564.t1	
OG0004567					g565.t1	
OG0004568					g569.t1	
OG0004569					g574.t1	
OG0004570					g575.t1	
OG0004571					g576.t1	
OG0004572					g577.t1	
OG0004573					g578.t1	
OG0004574					g579.t1	
OG0004575					g580.t1	
OG0004576					g581.t1	
OG0004577					g582.t1	
OG0004578					g583.t1	
OG0004579					g584.t1	
OG0004580					g588.t1	
OG0004581					g595.t1	
OG0004582					g606.t1	
OG0004583					g609.t1	
OG0004584					g620.t1	
OG0004585					g623.t1	
OG0004586					g624.t1	
OG0004587					g625.t1	
OG0004588					g634.t1	
OG0004589					g635.t1	
OG0004590					g639.t1	
OG0004591					g640.t1	
OG0004592					g641.t1	
OG0004593					g642.t1	
OG0004594					g643.t1	
OG0004595					g650.t1	
OG0004596					g652.t1	
OG0004597					g654.t1	
OG0004598					g667.t1	
OG0004599					g669.t1	
OG0004600					g670.t1	
OG0004601					g676.t1	
OG0004602					g677.t1	
OG0004603					g678.t1	
OG0004604					g679.t1	
OG0004605					g684.t1	
OG0004606					g685.t1	
OG0004607					g689.t1	
OG0004608					g690.t1	
OG0004609					g691.t1	
OG0004610					g698.t1	
OG0004611					g703.t1	
OG0004612					g704.t1	
OG0004613					g705.t1	
OG0004614					g707.t1	
OG0004615					g715.t1	
OG0004616					g720.t1	
OG0004617					g722.t1	
OG0004618					g723.t1	
OG0004619					g725.t1	
OG0004620					g726.t1	
OG0004621					g727.t1	
OG0004622					g728.t1	
OG0004623					g729.t1	
OG0004624					g730.t1	
OG0004625					g731.t1	
OG0004626					g732.t1	
OG0004627					g733.t1	
OG0004628					g734.t1	
OG0004629					g736.t1	
OG0004630					g737.t1	
OG0004631					g739.t1	
OG0004632					g742.t1	
OG0004633					g743.t1	
OG0004634					g744.t1	
OG0004635					g745.t1	
OG0004636					g746.t1	
OG0004637					g748.t1	
OG0004638					g750.t1	
OG0004639					g758.t1	
OG0004640					g760.t1	
OG0004641					g762.t1	
OG0004642					g772.t1	
OG0004643					g781.t1	
OG0004644					g788.t1	
OG0004645					g790.t1	
OG0004646					g799.t1	
OG0004647					g800.t1	
OG0004648					g812.t1	
OG0004649					g814.t1	
OG0004650					g817.t1	
OG0004651					g818.t1	
OG0004652					g820.t1	
OG0004653					g824.t1	
OG0004654					g829.t1	
OG0004655					g830.t1	
OG0004656					g832.t1	
OG0004657					g833.t1	
OG0004658					g834.t1	
OG0004659					g835.t1	
OG0004660					g838.t1	
OG0004661					g839.t1	
OG0004662					g855.t1	
OG0004663					g862.t1	
OG0004664					g868.t1	
OG0004665					g874.t1	
OG0004666					g878.t1	
OG0004667					g886.t1	
OG0004668					g892.t1	
OG0004669					g895.t1	
OG0004670					g905.t1	
OG0004671					g908.t1	
OG0004672					g914.t1	
OG0004673					g921.t1	
OG0004674					g922.t1	
OG0004675					g923.t1	
OG0004676					g924.t1	
OG0004677					g925.t1	
OG0004678					g927.t1	
OG0004679					g932.t1	
OG0004680					g934.t1	
OG0004681					g935.t1	
OG0004682					g938.t1	
OG0004683					g939.t1	
OG0004684					g952.t1	
OG0004685					g953.t1	
OG0004686					g954.t1	
OG0004687					g955.t1	
OG0004688					g957.t1	
OG0004689					g960.t1	
OG0004690					g962.t1	
OG0004691					g966.t1	
OG0004692					g967.t1	
OG0004693					g970.t1	
OG0004694					g974.t1	
OG0004695					g986.t1	
OG0004696					g1008.t1	
OG0004697					g1011.t1	
OG0004698					g1022.t1	
OG0004699					g1026.t1	
OG0004700					g1027.t1	
OG0004701					g1039.t1	
OG0004702					g1040.t1	
OG0004703					g1043.t1	
OG0004704					g1044.t1	
OG0004705					g1049.t1	
OG0004706					g1052.t1	
OG0004707					g1054.t1	
OG0004708					g1057.t1	
OG0004709					g1058.t1	
OG0004710					g1060.t1	
OG0004711					g1067.t1	
OG0004712					g1069.t1	
OG0004713					g1070.t1	
OG0004714					g1071.t1	
OG0004715					g1072.t1	
OG0004716					g1073.t1	
OG0004717					g1074.t1	
OG0004718					g1078.t1	
OG0004719					g1079.t1	
OG0004720					g1084.t1	
OG0004721					g1090.t1	
OG0004722					g1104.t1	
OG0004723					g1105.t1	
OG0004724					g1108.t1	
OG0004725					g1111.t1	
OG0004726					g1121.t1	
OG0004727					g1125.t1	
OG0004728					g1126.t1	
OG0004729					g1128.t1	
OG0004730					g1129.t1	
OG0004731					g1133.t1	
OG0004732					g1134.t1	
OG0004733					g1135.t1	
OG0004734					g1140.t1	
OG0004735					g1143.t1	
OG0004736					g1147.t1	
OG0004737					g1149.t1	
OG0004738					g1150.t1	
OG0004739					g1151.t1	
OG0004740					g1156.t1	
OG0004741					g1165.t1	
OG0004742					g1175.t1	
OG0004743					g1184.t1	
OG0004744					g1192.t1	
OG0004745					g1193.t1	
OG0004746					g1221.t1	
OG0004747					g1228.t1	
OG0004748					g1233.t1	
OG0004749					g1242.t1	
OG0004750					g1243.t1	
OG0004751					g1245.t1	
OG0004752					g1249.t1	
OG0004753					g1257.t1	
OG0004754					g1259.t1	
OG0004755					g1260.t1	
OG0004756					g1264.t1	
OG0004757					g1265.t1	
OG0004758					g1274.t1	
OG0004759					g1278.t1	
OG0004760					g1283.t1	
OG0004761					g1304.t1	
OG0004762					g1307.t1	
OG0004763					g1323.t1	
OG0004764					g1326.t1	
OG0004765					g1342.t1	
OG0004766					g1343.t1	
OG0004767					g1350.t1	
OG0004768					g1361.t1	
OG0004769					g1366.t1	
OG0004770					g1368.t1	
OG0004771					g1373.t1	
OG0004772					g1374.t1	
OG0004773					g1385.t1	
OG0004774					g1387.t1	
OG0004775					g1388.t1	
OG0004776					g1394.t1	
OG0004777					g1397.t1	
OG0004778					g1399.t1	
OG0004779					g1403.t1	
OG0004780					g1405.t1	
OG0004781					g1408.t1	
OG0004782					g1410.t1	
OG0004783					g1411.t1	
OG0004784					g1414.t1	
OG0004785					g1417.t1	
OG0004786					g1418.t1	
OG0004787					g1420.t1	
OG0004788					g1421.t1	
OG0004789					g1422.t1	
OG0004790					g1423.t1	
OG0004791					g1428.t1	
OG0004792					g1430.t1	
OG0004793					g1431.t1	
OG0004794					g1436.t1	
OG0004795					g1441.t1	
OG0004796					g1442.t1	
OG0004797					g1443.t1	
OG0004798					g1449.t1	
OG0004799					g1455.t1	
OG0004800					g1469.t1	
OG0004801					g1478.t1	
OG0004802					g1480.t1	
OG0004803					g1483.t1	
OG0004804					g1486.t1	
OG0004805					g1489.t1	
OG0004806					g1499.t1	
OG0004807					g1508.t1	
OG0004808					g1510.t1	
OG0004809					g1511.t1	
OG0004810					g1513.t1	
OG0004811					g1515.t1	
OG0004812					g1522.t1	
OG0004813					g1526.t1	
OG0004814					g1529.t1	
OG0004815					g1531.t1	
OG0004816					g1532.t1	
OG0004817					g1540.t1	
OG0004818					g1546.t1	
OG0004819					g1560.t1	
OG0004820					g1562.t1	
OG0004821					g1563.t1	
OG0004822					g1565.t1	
OG0004823					g1576.t1	
OG0004824					g1577.t1	
OG0004825					g1584.t1	
OG0004826					g1588.t1	
OG0004827					g1590.t1	
OG0004828					g1591.t1	
OG0004829					g1594.t1	
OG0004830					g1596.t1	
OG0004831					g1597.t1	
OG0004832					g1598.t1	
OG0004833					g1599.t1	
OG0004834					g1611.t1	
OG0004835					g1612.t1	
OG0004836					g1615.t1	
OG0004837					g1624.t1	
OG0004838					g1625.t1	
OG0004839					g1626.t1	
OG0004840					g1632.t1	
OG0004841					g1635.t1	
OG0004842					g1641.t1	
OG0004843					g1644.t1	
OG0004844					g1652.t1	
OG0004845					g1659.t1	
OG0004846					g1661.t1	
OG0004847					g1664.t1	
OG0004848					g1665.t1	
OG0004849					g1666.t1	
OG0004850					g1673.t1	
OG0004851					g1674.t1	
OG0004852					g1686.t1	
OG0004853					g1695.t1	
OG0004854					g1698.t1	
OG0004855					g1701.t1	
OG0004856					g1702.t1	
OG0004857					g1706.t1	
OG0004858					g1707.t1	
OG0004859					g1718.t1	
OG0004860					g1719.t1	
OG0004861					g1721.t1	
OG0004862					g1722.t1	
OG0004863					g1723.t1	
OG0004864					g1724.t1	
OG0004865					g1725.t1	
OG0004866					g1727.t1	
OG0004867					g1728.t1	
OG0004868					g1729.t1	
OG0004869					g1731.t1	
OG0004870					g1732.t1	
OG0004871					g1733.t1	
OG0004872					g1734.t1	
OG0004873					g1735.t1	
OG0004874					g1737.t1	
OG0004875					g1738.t1	
OG0004876					g1741.t1	
OG0004877					g1743.t1	
OG0004878					g1744.t1	
OG0004879					g1745.t1	
OG0004880					g1747.t1	
OG0004881					g1748.t1	
OG0004882					g1751.t1	
OG0004883					g1756.t1	
OG0004884					g1763.t1	
OG0004885					g1766.t1	
OG0004886					g1767.t1	
OG0004887					g1768.t1	
OG0004888					g1772.t1	
OG0004889					g1774.t1	
OG0004890					g1778.t1	
OG0004891					g1780.t1	
OG0004892					g1788.t1	
OG0004893					g1790.t1	
OG0004894					g1797.t1	
OG0004895					g1798.t1	
OG0004896					g1813.t1	
OG0004897					g1815.t1	
OG0004898					g1821.t1	
OG0004899					g1822.t1	
OG0004900					g1851.t1	
OG0004901					g1856.t1	
OG0004902					g1857.t1	
OG0004903					g1865.t1	
OG0004904					g1866.t1	
OG0004905					g1868.t1	
OG0004906					g1872.t1	
OG0004907					g1873.t1	
OG0004908					g1874.t1	
OG0004909					g1876.t1	
OG0004910					g1877.t1	
OG0004911					g1880.t1	
OG0004912					g1886.t1	
OG0004913					g1893.t1	
OG0004914					g1894.t1	
OG0004915					g1895.t1	
OG0004916					g1899.t1	
OG0004917					g1901.t1	
OG0004918					g1907.t1	
OG0004919					g1908.t1	
OG0004920					g1916.t1	
OG0004921					g1917.t1	
OG0004922					g1918.t1	
OG0004923					g1919.t1	
OG0004924					g1921.t1	
OG0004925					g1922.t1	
OG0004926					g1924.t1	
OG0004927					g1925.t1	
OG0004928					g1926.t1	
OG0004929					g1936.t1	
OG0004930					g1937.t1	
OG0004931					g1939.t1	
OG0004932					g1944.t1	
OG0004933					g1951.t1	
OG0004934					g1952.t1	
OG0004935					g1953.t1	
OG0004936					g1955.t1	
OG0004937					g1956.t1	
OG0004938					g1957.t1	
OG0004939					g1961.t1	
OG0004940					g1963.t1	
OG0004941					g1966.t1	
OG0004942					g1967.t1	
OG0004943					g1970.t1	
OG0004944					g1974.t1	
OG0004945					g1975.t1	
OG0004946					g1985.t1	
OG0004947					g1987.t1	
OG0004948					g1988.t1	
OG0004949					g1989.t1	
OG0004950					g1998.t1	
OG0004951					g2000.t1	
OG0004952					g2001.t1	
OG0004953					g2002.t1	
OG0004954					g2007.t1	
OG0004955					g2008.t1	
OG0004956					g2016.t1	
OG0004957					g2018.t1	
OG0004958					g2019.t1	
OG0004959					g2020.t1	
OG0004960					g2021.t1	
OG0004961					g2023.t1	
OG0004962					g2027.t1	
OG0004963					g2035.t1	
OG0004964					g2042.t1	
OG0004965					g2051.t1	
OG0004966					g2055.t1	
OG0004967					g2061.t1	
OG0004968					g2063.t1	
OG0004969					g2065.t1	
OG0004970					g2070.t1	
OG0004971					g2071.t1	
OG0004972					g2077.t1	
OG0004973					g2078.t1	
OG0004974					g2079.t1	
OG0004975					g2081.t1	
OG0004976					g2083.t1	
OG0004977					g2086.t1	
OG0004978					g2097.t1	
OG0004979					g2100.t1	
OG0004980					g2109.t1	
OG0004981					g2110.t1	
OG0004982					g2122.t1	
OG0004983					g2123.t1	
OG0004984					g2130.t1	
OG0004985					g2137.t1	
OG0004986					g2139.t1	
OG0004987					g2142.t1	
OG0004988					g2151.t1	
OG0004989					g2152.t1	
OG0004990					g2156.t1	
OG0004991					g2158.t1	
OG0004992					g2163.t1	
OG0004993					g2174.t1	
OG0004994					g2175.t1	
OG0004995					g2178.t1	
OG0004996					g2181.t1	
OG0004997					g2182.t1	
OG0004998					g2184.t1	
OG0004999					g2185.t1	
OG0005000					g2189.t1	
OG0005001					g2201.t1	
OG0005002					g2207.t1	
OG0005003					g2208.t1	
OG0005004					g2209.t1	
OG0005005					g2211.t1	
OG0005006					g2213.t1	
OG0005007					g2214.t1	
OG0005008					g2215.t1	
OG0005009					g2216.t1	
OG0005010					g2220.t1	
OG0005011					g2221.t1	
OG0005012					g2222.t1	
OG0005013					g2224.t1	
OG0005014					g2228.t1	
OG0005015					g2229.t1	
OG0005016					g2231.t1	
OG0005017					g2233.t1	
OG0005018					g2236.t1	
OG0005019					g2244.t1	
OG0005020					g2248.t1	
OG0005021					g2251.t1	
OG0005022					g2254.t1	
OG0005023					g2259.t1	
OG0005024					g2265.t1	
OG0005025					g2266.t1	
OG0005026					g2267.t1	
OG0005027					g2269.t1	
OG0005028					g2274.t1	
OG0005029					g2275.t1	
OG0005030					g2276.t1	
OG0005031					g2277.t1	
OG0005032					g2279.t1	
OG0005033					g2281.t1	
OG0005034					g2283.t1	
OG0005035					g2284.t1	
OG0005036					g2290.t1	
OG0005037					g2293.t1	
OG0005038					g2299.t1	
OG0005039					g2303.t1	
OG0005040					g2308.t1	
OG0005041					g2313.t1	
OG0005042					g2319.t1	
OG0005043					g2321.t1	
OG0005044					g2326.t1	
OG0005045					g2327.t1	
OG0005046					g2332.t1	
OG0005047					g2337.t1	
OG0005048					g2339.t1	
OG0005049					g2348.t1	
OG0005050					g2350.t1	
OG0005051					g2352.t1	
OG0005052					g2362.t1	
OG0005053					g2370.t1	
OG0005054					g2371.t1	
OG0005055					g2398.t1	
OG0005056					g2404.t1	
OG0005057					g2414.t1	
OG0005058					g2416.t1	
OG0005059					g2419.t1	
OG0005060					g2420.t1	
OG0005061					g2431.t1	
OG0005062					g2435.t1	
OG0005063					g2441.t1	
OG0005064					g2443.t1	
OG0005065					g2444.t1	
OG0005066					g2445.t1	
OG0005067					g2449.t1	
OG0005068					g2453.t1	
OG0005069					g2454.t1	
OG0005070					g2466.t1	
OG0005071					g2468.t1	
OG0005072					g2473.t1	
OG0005073					g2476.t1	
OG0005074					g2479.t1	
OG0005075					g2480.t1	
OG0005076					g2481.t1	
OG0005077					g2490.t1	
OG0005078					g2492.t1	
OG0005079					g2495.t1	
OG0005080					g2496.t1	
OG0005081					g2499.t1	
OG0005082					g2501.t1	
OG0005083					g2522.t1	
OG0005084					g2523.t1	
OG0005085					g2524.t1	
OG0005086					g2533.t1	
OG0005087					g2538.t1	
OG0005088					g2540.t1	
OG0005089					g2541.t1	
OG0005090					g2543.t1	
OG0005091					g2562.t1	
OG0005092					g2574.t1	
OG0005093					g2576.t1	
OG0005094					g2577.t1	
OG0005095					g2579.t1	
OG0005096					g2582.t1	
OG0005097					g2588.t1	
OG0005098					g2599.t1	
OG0005099					g2600.t1	
OG0005100					g2605.t1	
OG0005101					g2609.t1	
OG0005102					g2610.t1	
OG0005103					g2611.t1	
OG0005104					g2620.t1	
OG0005105					g2634.t1	
OG0005106					g2643.t1	
OG0005107					g2644.t1	
OG0005108					g2659.t1	
OG0005109					g2673.t1	
OG0005110					g2674.t1	
OG0005111					g2694.t1	
OG0005112					g2696.t1	
OG0005113					g2701.t1	
OG0005114					g2702.t1	
OG0005115					g2704.t1	
OG0005116					g2705.t1	
OG0005117					g2710.t1	
OG0005118					g2711.t1	
OG0005119					g2712.t1	
OG0005120					g2713.t1	
OG0005121					g2714.t1	
OG0005122					g2716.t1	
OG0005123					g2720.t1	
OG0005124					g2726.t1	
OG0005125					g2745.t1	
OG0005126					g2746.t1	
OG0005127					g2748.t1	
OG0005128					g2761.t1	
OG0005129					g2762.t1	
OG0005130					g2763.t1	
OG0005131					g2766.t1	
OG0005132					g2767.t1	
OG0005133					g2768.t1	
OG0005134					g2770.t1	
OG0005135					g2771.t1	
OG0005136					g2772.t1	
OG0005137					g2774.t1	
OG0005138					g2775.t1	
OG0005139					g2776.t1	
OG0005140					g2778.t1	
OG0005141					g2779.t1	
OG0005142					g2781.t1	
OG0005143					g2791.t1	
OG0005144					g2792.t1	
OG0005145					g2793.t1	
OG0005146					g2797.t1	
OG0005147					g2799.t1	
OG0005148					g2800.t1	
OG0005149					g2803.t1	
OG0005150					g2807.t1	
OG0005151					g2808.t1	
OG0005152					g2813.t1	
OG0005153					g2818.t1	
OG0005154					g2819.t1	
OG0005155					g2820.t1	
OG0005156					g2822.t1	
OG0005157					g2824.t1	
OG0005158					g2825.t1	
OG0005159					g2828.t1	
OG0005160					g2830.t1	
OG0005161					g2831.t1	
OG0005162					g2832.t1	
OG0005163					g2833.t1	
OG0005164					g2834.t1	
OG0005165					g2837.t1	
OG0005166					g2838.t1	
OG0005167					g2840.t1	
OG0005168					g2841.t1	
OG0005169					g2842.t1	
OG0005170					g2843.t1	
OG0005171					g2848.t1	
OG0005172					g2849.t1	
OG0005173					g2850.t1	
OG0005174					g2851.t1	
OG0005175					g2856.t1	
OG0005176					g2858.t1	
OG0005177					g2863.t1	
OG0005178					g2864.t1	
OG0005179					g2866.t1	
OG0005180					g2867.t1	
OG0005181					g2875.t1	
OG0005182					g2876.t1	
OG0005183					g2878.t1	
OG0005184					g2881.t1	
OG0005185					g2887.t1	
OG0005186					g2889.t1	
OG0005187					g2890.t1	
OG0005188					g2903.t1	
OG0005189					g2911.t1	
OG0005190					g2913.t1	
OG0005191					g2918.t1	
OG0005192					g2921.t1	
OG0005193					g2926.t1	
OG0005194					g2927.t1	
OG0005195					g2929.t1	
OG0005196					g2930.t1	
OG0005197					g2932.t1	
OG0005198					g2941.t1	
OG0005199					g2945.t1	
OG0005200					g2952.t1	
OG0005201					g2953.t1	
OG0005202					g2956.t1	
OG0005203					g2977.t1	
OG0005204					g2985.t1	
OG0005205					g2986.t1	
OG0005206					g2993.t1	
OG0005207					g2995.t1	
OG0005208					g2999.t1	
OG0005209					g3004.t1	
OG0005210					g3005.t1	
OG0005211					g3009.t1	
OG0005212					g3013.t1	
OG0005213					g3014.t1	
OG0005214					g3015.t1	
OG0005215					g3019.t1	
OG0005216					g3044.t1	
OG0005217					g3048.t1	
OG0005218					g3049.t1	
OG0005219					g3052.t1	
OG0005220					g3057.t1	
OG0005221					g3059.t1	
OG0005222					g3063.t1	
OG0005223					g3069.t1	
OG0005224					g3070.t1	
OG0005225					g3072.t1	
OG0005226					g3075.t1	
OG0005227					g3076.t1	
OG0005228					g3078.t1	
OG0005229					g3092.t1	
OG0005230					g3093.t1	
OG0005231					g3096.t1	
OG0005232					g3101.t1	
OG0005233					g3102.t1	
OG0005234					g3109.t1	
OG0005235					g3111.t1	
OG0005236					g3112.t1	
OG0005237					g3114.t1	
OG0005238					g3117.t1	
OG0005239					g3118.t1	
OG0005240					g3120.t1	
OG0005241					g3121.t1	
OG0005242					g3122.t1	
OG0005243					g3123.t1	
OG0005244					g3124.t1	
OG0005245					g3125.t1	
OG0005246					g3129.t1	
OG0005247					g3132.t1	
OG0005248					g3134.t1	
OG0005249					g3135.t1	
OG0005250					g3136.t1	
OG0005251					g3140.t1	
OG0005252					g3144.t1	
OG0005253					g3149.t1	
