Orthogroup	Neisseria_gonorrhoeae	Salmonella_enterica
OG0001728		g2699.t1
OG0001729		g2700.t1
OG0001730		g2713.t1
OG0001731		g2717.t1
OG0001732		g2718.t1
OG0001733		g2719.t1
OG0001734		g2720.t1
OG0001735		g2721.t1
OG0001736		g2722.t1
OG0001737		g2723.t1
OG0001738		g2726.t1
OG0001739		g2727.t1
OG0001740		g2728.t1
OG0001741		g2729.t1
OG0001742		g2730.t1
OG0001743		g2731.t1
OG0001744		g2732.t1
OG0001745		g2733.t1
OG0001746		g2734.t1
OG0001747		g2737.t1
OG0001748		g2739.t1
OG0001749		g2740.t1
OG0001750		g2741.t1
OG0001751		g2742.t1
OG0001752		g2743.t1
OG0001753		g2744.t1
OG0001754		g2745.t1
OG0001755		g2755.t1
OG0001756		g2756.t1
OG0001757		g2757.t1
OG0001758		g2758.t1
OG0001759		g2765.t1
OG0001760		g2767.t1
OG0001761		g2769.t1
OG0001762		g2770.t1
OG0001763		g2777.t1
OG0001764		g2780.t1
OG0001765		g2782.t1
OG0001766		g2783.t1
OG0001767		g2784.t1
OG0001768		g2785.t1
OG0001769		g2787.t1
OG0001770		g2788.t1
OG0001771		g2791.t1
OG0001772		g2795.t1
OG0001773		g2801.t1
OG0001774		g2804.t1
OG0001775		g2807.t1
OG0001776		g2813.t1
OG0001777		g2817.t1
OG0001778		g2820.t1
OG0001779		g2821.t1
OG0001780		g2826.t1
OG0001781		g2830.t1
OG0001782		g2831.t1
OG0001783		g2832.t1
OG0001784		g2833.t1
OG0001785		g2834.t1
OG0001786		g2836.t1
OG0001787		g2837.t1
OG0001788		g2838.t1
OG0001789		g2839.t1
OG0001790		g2843.t1
OG0001791		g2844.t1
OG0001792		g2845.t1
OG0001793		g2847.t1
OG0001794		g2849.t1
OG0001795		g2853.t1
OG0001796		g2855.t1
OG0001797		g2856.t1
OG0001798		g2857.t1
OG0001799		g2869.t1
OG0001800		g2870.t1
OG0001801		g2871.t1
OG0001802		g2873.t1
OG0001803		g2874.t1
OG0001804		g2875.t1
OG0001805		g2877.t1
OG0001806		g2878.t1
OG0001807		g2881.t1
OG0001808		g2882.t1
OG0001809		g2883.t1
OG0001810		g2884.t1
OG0001811		g2886.t1
OG0001812		g2888.t1
OG0001813		g2889.t1
OG0001814		g2890.t1
OG0001815		g2892.t1
OG0001816		g2896.t1
OG0001817		g2897.t1
OG0001818		g2898.t1
OG0001819		g2904.t1
OG0001820		g2906.t1
OG0001821		g2907.t1
OG0001822		g2909.t1
OG0001823		g2911.t1
OG0001824		g2913.t1
OG0001825		g2915.t1
OG0001826		g2920.t1
OG0001827		g2923.t1
OG0001828		g2926.t1
OG0001829		g2929.t1
OG0001830		g2931.t1
OG0001831		g2932.t1
OG0001832		g2933.t1
OG0001833		g2934.t1
OG0001834		g2944.t1
OG0001835		g2945.t1
OG0001836		g2950.t1
OG0001837		g2957.t1
OG0001838		g2959.t1
OG0001839		g2960.t1
OG0001840		g2961.t1
OG0001841		g2966.t1
OG0001842		g2967.t1
OG0001843		g2972.t1
OG0001844		g2973.t1
OG0001845		g2974.t1
OG0001846		g2975.t1
OG0001847		g2976.t1
OG0001848		g2978.t1
OG0001849		g2979.t1
OG0001850		g2980.t1
OG0001851		g2982.t1
OG0001852		g2983.t1
OG0001853		g2984.t1
OG0001854		g2986.t1
OG0001855		g2987.t1
OG0001856		g2989.t1
OG0001857		g2990.t1
OG0001858		g2991.t1
OG0001859		g2997.t1
OG0001860		g3000.t1
OG0001861		g3003.t1
OG0001862		g3004.t1
OG0001863		g3006.t1
OG0001864		g3007.t1
OG0001865		g3008.t1
OG0001866		g3009.t1
OG0001867		g3010.t1
OG0001868		g3013.t1
OG0001869		g3014.t1
OG0001870		g3032.t1
OG0001871		g3038.t1
OG0001872		g3039.t1
OG0001873		g3040.t1
OG0001874		g3042.t1
OG0001875		g3043.t1
OG0001876		g3045.t1
OG0001877		g3046.t1
OG0001878		g3047.t1
OG0001879		g3048.t1
OG0001880		g3050.t1
OG0001881		g3051.t1
OG0001882		g3053.t1
OG0001883		g3056.t1
OG0001884		g3058.t1
OG0001885		g3059.t1
OG0001886		g3060.t1
OG0001887		g3062.t1
OG0001888		g3063.t1
OG0001889		g3064.t1
OG0001890		g3065.t1
OG0001891		g3066.t1
OG0001892		g3068.t1
OG0001893		g3070.t1
OG0001894		g3071.t1
OG0001895		g3073.t1
OG0001896		g3075.t1
OG0001897		g3077.t1
OG0001898		g3078.t1
OG0001899		g3083.t1
OG0001900		g3084.t1
OG0001901		g3085.t1
OG0001902		g3086.t1
OG0001903		g3088.t1
OG0001904		g3090.t1
OG0001905		g3091.t1
OG0001906		g3092.t1
OG0001907		g3094.t1
OG0001908		g3097.t1
OG0001909		g3099.t1
OG0001910		g3103.t1
OG0001911		g3104.t1
OG0001912		g3106.t1
OG0001913		g3107.t1
OG0001914		g3108.t1
OG0001915		g3115.t1
OG0001916		g3117.t1
OG0001917		g3118.t1
OG0001918		g3119.t1
OG0001919		g3120.t1
OG0001920		g3121.t1
OG0001921		g3133.t1
OG0001922		g3134.t1
OG0001923		g3137.t1
OG0001924		g3141.t1
OG0001925		g3142.t1
OG0001926		g3145.t1
OG0001927		g3146.t1
OG0001928		g3150.t1
OG0001929		g3151.t1
OG0001930		g3154.t1
OG0001931		g3159.t1
OG0001932		g3164.t1
OG0001933		g3167.t1
OG0001934		g3171.t1
OG0001935		g3172.t1
OG0001936		g3173.t1
OG0001937		g3177.t1
OG0001938		g3179.t1
OG0001939		g3180.t1
OG0001940		g3181.t1
OG0001941		g3182.t1
OG0001942		g3183.t1
OG0001943		g3184.t1
OG0001944		g3185.t1
OG0001945		g3186.t1
OG0001946		g3187.t1
OG0001947		g3188.t1
OG0001948		g3191.t1
OG0001949		g3192.t1
OG0001950		g3193.t1
OG0001951		g3194.t1
OG0001952		g3195.t1
OG0001953		g3196.t1
OG0001954		g3197.t1
OG0001955		g3198.t1
OG0001956		g3200.t1
OG0001957		g3201.t1
OG0001958		g3202.t1
OG0001959		g3203.t1
OG0001960		g3204.t1
OG0001961		g3205.t1
OG0001962		g3206.t1
OG0001963		g3207.t1
OG0001964		g3208.t1
OG0001965		g3209.t1
OG0001966		g3210.t1
OG0001967		g3213.t1
OG0001968		g3214.t1
OG0001969		g3215.t1
OG0001970		g3216.t1
OG0001971		g3217.t1
OG0001972		g3218.t1
OG0001973		g3220.t1
OG0001974		g3222.t1
OG0001975		g3226.t1
OG0001976		g3227.t1
OG0001977		g3228.t1
OG0001978		g3229.t1
OG0001979		g3230.t1
OG0001980		g3231.t1
OG0001981		g3236.t1
OG0001982		g3240.t1
OG0001983		g3244.t1
OG0001984		g3245.t1
OG0001985		g3249.t1
OG0001986		g3250.t1
OG0001987		g3253.t1
OG0001988		g3254.t1
OG0001989		g3255.t1
OG0001990		g3256.t1
OG0001991		g3258.t1
OG0001992		g3259.t1
OG0001993		g3260.t1
OG0001994		g3261.t1
OG0001995		g3262.t1
OG0001996		g3263.t1
OG0001997		g3264.t1
OG0001998		g3269.t1
OG0001999		g3271.t1
OG0002000		g3274.t1
OG0002001		g3277.t1
OG0002002		g3280.t1
OG0002003		g3281.t1
OG0002004		g3287.t1
OG0002005		g3290.t1
OG0002006		g3291.t1
OG0002007		g3302.t1
OG0002008		g3304.t1
OG0002009		g3311.t1
OG0002010		g3312.t1
OG0002011		g3313.t1
OG0002012		g3314.t1
OG0002013		g3320.t1
OG0002014		g3321.t1
OG0002015		g3327.t1
OG0002016		g3330.t1
OG0002017		g3333.t1
OG0002018		g3334.t1
OG0002019		g3335.t1
OG0002020		g3336.t1
OG0002021		g3340.t1
OG0002022		g3341.t1
OG0002023		g3345.t1
OG0002024		g3350.t1
OG0002025		g3351.t1
OG0002026		g3354.t1
OG0002027		g3357.t1
OG0002028		g3365.t1
OG0002029		g3366.t1
OG0002030		g3369.t1
OG0002031		g3371.t1
OG0002032		g3374.t1
OG0002033		g3377.t1
OG0002034		g3378.t1
OG0002035		g3379.t1
OG0002036		g3381.t1
OG0002037		g3382.t1
OG0002038		g3383.t1
OG0002039		g3384.t1
OG0002040		g3385.t1
OG0002041		g3386.t1
OG0002042		g3394.t1
OG0002043		g3403.t1
OG0002044		g3411.t1
OG0002045		g3414.t1
OG0002046		g3415.t1
OG0002047		g3416.t1
OG0002048		g3417.t1
OG0002049		g3418.t1
OG0002050		g3420.t1
OG0002051		g3429.t1
OG0002052		g3438.t1
OG0002053		g3446.t1
OG0002054		g3447.t1
OG0002055		g3448.t1
OG0002056		g3449.t1
OG0002057		g3450.t1
OG0002058		g3451.t1
OG0002059		g3459.t1
OG0002060		g3460.t1
OG0002061		g3463.t1
OG0002062		g3465.t1
OG0002063		g3472.t1
OG0002064		g3474.t1
OG0002065		g3475.t1
OG0002066		g3479.t1
OG0002067		g3482.t1
OG0002068		g3483.t1
OG0002069		g3485.t1
OG0002070		g3486.t1
OG0002071		g3487.t1
OG0002072		g3488.t1
OG0002073		g3489.t1
OG0002074		g3491.t1
OG0002075		g3493.t1
OG0002076		g3498.t1
OG0002077		g3499.t1
OG0002078		g3503.t1
OG0002079		g3504.t1
OG0002080		g3506.t1
OG0002081		g3509.t1
OG0002082		g3511.t1
OG0002083		g3512.t1
OG0002084		g3514.t1
OG0002085		g3516.t1
OG0002086		g3519.t1
OG0002087		g3521.t1
OG0002088		g3522.t1
OG0002089		g3524.t1
OG0002090		g3531.t1
OG0002091		g3534.t1
OG0002092		g3543.t1
OG0002093		g3548.t1
OG0002094		g3554.t1
OG0002095		g3555.t1
OG0002096		g3556.t1
OG0002097		g3562.t1
OG0002098		g3563.t1
OG0002099		g3568.t1
OG0002100		g3577.t1
OG0002101		g3587.t1
OG0002102		g3594.t1
OG0002103		g3595.t1
OG0002104		g3597.t1
OG0002105		g3598.t1
OG0002106		g3599.t1
OG0002107		g3609.t1
OG0002108		g3613.t1
OG0002109		g3620.t1
OG0002110		g3622.t1
OG0002111		g3624.t1
OG0002112		g3625.t1
OG0002113		g3626.t1
OG0002114		g3627.t1
OG0002115		g3628.t1
OG0002116		g3629.t1
OG0002117		g3630.t1
OG0002118		g3633.t1
OG0002119		g3634.t1
OG0002120		g3635.t1
OG0002121		g3636.t1
OG0002122		g3637.t1
OG0002123		g3646.t1
OG0002124		g3649.t1
OG0002125		g3653.t1
OG0002126		g3654.t1
OG0002127		g3656.t1
OG0002128		g3663.t1
OG0002129		g3665.t1
OG0002130		g3669.t1
OG0002131		g3671.t1
OG0002132		g3672.t1
OG0002133		g3673.t1
OG0002134		g3674.t1
OG0002135		g3676.t1
OG0002136		g3677.t1
OG0002137		g3678.t1
OG0002138		g3679.t1
OG0002139		g3680.t1
OG0002140		g3681.t1
OG0002141		g3682.t1
OG0002142		g3683.t1
OG0002143		g3684.t1
OG0002144		g3685.t1
OG0002145		g3687.t1
OG0002146		g3690.t1
OG0002147		g3692.t1
OG0002148		g3693.t1
OG0002149		g3697.t1
OG0002150		g3700.t1
OG0002151		g3702.t1
OG0002152		g3704.t1
OG0002153		g3706.t1
OG0002154		g3707.t1
OG0002155		g3709.t1
OG0002156		g3710.t1
OG0002157		g3712.t1
OG0002158		g3720.t1
OG0002159		g3721.t1
OG0002160		g3722.t1
OG0002161		g3723.t1
OG0002162		g3724.t1
OG0002163		g3725.t1
OG0002164		g3726.t1
OG0002165		g3728.t1
OG0002166		g3730.t1
OG0002167		g3731.t1
OG0002168		g3733.t1
OG0002169		g3736.t1
OG0002170		g3739.t1
OG0002171		g3741.t1
OG0002172		g3742.t1
OG0002173		g3743.t1
OG0002174		g3744.t1
OG0002175		g3748.t1
OG0002176		g3749.t1
OG0002177		g3750.t1
OG0002178		g3755.t1
OG0002179		g3756.t1
OG0002180		g3757.t1
OG0002181		g3758.t1
OG0002182		g3759.t1
OG0002183		g3762.t1
OG0002184		g3767.t1
OG0002185		g3770.t1
OG0002186		g3771.t1
OG0002187		g3773.t1
OG0002188		g3775.t1
OG0002189		g3776.t1
OG0002190		g3780.t1
OG0002191		g3786.t1
OG0002192		g3787.t1
OG0002193		g3792.t1
OG0002194		g3794.t1
OG0002195		g3798.t1
OG0002196		g3799.t1
OG0002197		g3800.t1
OG0002198		g3802.t1
OG0002199		g3807.t1
OG0002200		g3808.t1
OG0002201		g3810.t1
OG0002202		g3811.t1
OG0002203		g3812.t1
OG0002204		g3813.t1
OG0002205		g3814.t1
OG0002206		g3817.t1
OG0002207		g3818.t1
OG0002208		g3819.t1
OG0002209		g3821.t1
OG0002210		g3822.t1
OG0002211		g3826.t1
OG0002212		g3828.t1
OG0002213		g3832.t1
OG0002214		g3835.t1
OG0002215		g3836.t1
OG0002216		g3837.t1
OG0002217		g3848.t1
OG0002218		g3850.t1
OG0002219		g3856.t1
OG0002220		g3859.t1
OG0002221		g3860.t1
OG0002222		g3861.t1
OG0002223		g3864.t1
OG0002224		g3865.t1
OG0002225		g3866.t1
OG0002226		g3868.t1
OG0002227		g3870.t1
OG0002228		g3871.t1
OG0002229		g3872.t1
OG0002230		g3873.t1
OG0002231		g3874.t1
OG0002232		g3876.t1
OG0002233		g3877.t1
OG0002234		g3878.t1
OG0002235		g3880.t1
OG0002236		g3881.t1
OG0002237		g3882.t1
OG0002238		g3884.t1
OG0002239		g3885.t1
OG0002240		g3888.t1
OG0002241		g3889.t1
OG0002242		g3891.t1
OG0002243		g3892.t1
OG0002244		g3894.t1
OG0002245		g3895.t1
OG0002246		g3897.t1
OG0002247		g3898.t1
OG0002248		g3899.t1
OG0002249		g3900.t1
OG0002250		g3902.t1
OG0002251		g3903.t1
OG0002252		g3904.t1
OG0002253		g3905.t1
OG0002254		g3910.t1
OG0002255		g3914.t1
OG0002256		g3917.t1
OG0002257		g3920.t1
OG0002258		g3921.t1
OG0002259		g3922.t1
OG0002260		g3923.t1
OG0002261		g3924.t1
OG0002262		g3925.t1
OG0002263		g3927.t1
OG0002264		g3928.t1
OG0002265		g3929.t1
OG0002266		g3930.t1
OG0002267		g3931.t1
OG0002268		g3932.t1
OG0002269		g3937.t1
OG0002270		g3938.t1
OG0002271		g3939.t1
OG0002272		g3941.t1
OG0002273		g3942.t1
OG0002274		g3944.t1
OG0002275		g3945.t1
OG0002276		g3947.t1
OG0002277		g3949.t1
OG0002278		g3951.t1
OG0002279		g3954.t1
OG0002280		g3955.t1
OG0002281		g3957.t1
OG0002282		g3958.t1
OG0002283		g3960.t1
OG0002284		g3961.t1
OG0002285		g3966.t1
OG0002286		g3972.t1
OG0002287		g3977.t1
OG0002288		g3979.t1
OG0002289		g3980.t1
OG0002290		g3982.t1
OG0002291		g3989.t1
OG0002292		g3990.t1
OG0002293		g3991.t1
OG0002294		g3992.t1
OG0002295		g4011.t1
OG0002296		g4012.t1
OG0002297		g4014.t1
OG0002298		g4018.t1
OG0002299		g4022.t1
OG0002300		g4025.t1
OG0002301		g4027.t1
OG0002302		g4028.t1
OG0002303		g4030.t1
OG0002304		g4031.t1
OG0002305		g4033.t1
OG0002306		g4036.t1
OG0002307		g4037.t1
OG0002308		g4038.t1
OG0002309		g4043.t1
OG0002310		g4045.t1
OG0002311		g4046.t1
OG0002312		g4047.t1
OG0002313		g4049.t1
OG0002314		g4050.t1
OG0002315		g4051.t1
OG0002316		g4053.t1
OG0002317		g4054.t1
OG0002318		g4055.t1
OG0002319		g4059.t1
OG0002320		g4060.t1
OG0002321		g4064.t1
OG0002322		g4065.t1
OG0002323		g4066.t1
OG0002324		g4067.t1
OG0002325		g4068.t1
OG0002326		g4073.t1
OG0002327		g4074.t1
OG0002328		g4076.t1
OG0002329		g4084.t1
OG0002330		g4085.t1
OG0002331		g4086.t1
OG0002332		g4091.t1
OG0002333		g4092.t1
OG0002334		g4093.t1
OG0002335		g4094.t1
OG0002336		g4097.t1
OG0002337		g4098.t1
OG0002338		g4100.t1
OG0002339		g4101.t1
OG0002340		g4102.t1
OG0002341		g4103.t1
OG0002342		g4105.t1
OG0002343		g4106.t1
OG0002344		g4107.t1
OG0002345		g4109.t1
OG0002346		g4111.t1
OG0002347		g4114.t1
OG0002348		g4115.t1
