Orthogroup	Mycobacterium_leprae	Salmonella_enterica
OG0000347		g1521.t1, g2093.t1, g735.t1
OG0000348		g775.t1, g777.t1, g801.t1
OG0000349		g1331.t1, g3461.t1, g805.t1
OG0000350		g2185.t1, g4077.t1, g816.t1
OG0000351		g2186.t1, g4078.t1, g817.t1
OG0000352		g2549.t1, g825.t1, g938.t1
OG0000353		g1747.t1, g846.t1, g959.t1
OG0000354		g2436.t1, g847.t1, g960.t1
OG0000355		g2434.t1, g849.t1, g962.t1
OG0000356		g2428.t1, g853.t1, g965.t1
OG0000357		g2426.t1, g854.t1, g966.t1
OG0000358		g2425.t1, g855.t1, g967.t1
OG0000359		g2424.t1, g856.t1, g968.t1
OG0000360		g2423.t1, g857.t1, g969.t1
OG0000361		g2422.t1, g858.t1, g970.t1
OG0000362		g2421.t1, g859.t1, g971.t1
OG0000363		g2420.t1, g861.t1, g974.t1
OG0000364		g2419.t1, g862.t1, g975.t1
OG0000365		g2418.t1, g863.t1, g976.t1
OG0000366		g3553.t1, g3648.t1, g873.t1
OG0000367		g3012.t1, g3306.t1, g887.t1
OG0000368		g2328.t1, g2861.t1, g912.t1
OG0000369		g1750.t1, g2456.t1, g942.t1
OG0000370		g1014.t1, g2442.t1, g955.t1
OG0000371		g2440.t1, g2528.t1, g957.t1
OG0000372		g1158.t1, g2085.t1, g985.t1
OG0000373		g1029.t1, g2134.t1, g3024.t1
OG0000374		g1038.t1, g2097.t1, g3570.t1
OG0000375		g1042.t1, g1408.t1, g1615.t1
OG0000376		g1075.t1, g1768.t1, g2242.t1
OG0000377		g1076.t1, g3288.t1, g3462.t1
OG0000378		g1078.t1, g1163.t1, g1530.t1
OG0000379		g1161.t1, g3565.t1, g3566.t1
OG0000380		g1247.t1, g1330.t1, g2070.t1
OG0000381		g1264.t1, g1265.t1, g3238.t1
OG0000382		g1296.t1, g2691.t1, g3252.t1
OG0000383		g1314.t1, g1792.t1, g2689.t1
OG0000384		g1315.t1, g1842.t1, g2687.t1
OG0000385		g1318.t1, g1847.t1, g2684.t1
OG0000386		g1319.t1, g1849.t1, g2683.t1
OG0000387		g1320.t1, g1851.t1, g2681.t1
OG0000388		g1321.t1, g1793.t1, g2680.t1
OG0000389		g1353.t1, g1917.t1, g2168.t1
OG0000390		g1375.t1, g2327.t1, g3343.t1
OG0000391		g1424.t1, g2648.t1, g2922.t1
OG0000392		g1426.t1, g1674.t1, g2634.t1
OG0000393		g1428.t1, g2650.t1, g2921.t1
OG0000394		g1432.t1, g1669.t1, g2928.t1
OG0000395		g1446.t1, g1877.t1, g2694.t1
OG0000396		g1466.t1, g2167.t1, g3766.t1
OG0000397		g1496.t1, g1996.t1, g3049.t1
OG0000398		g1497.t1, g1553.t1, g3772.t1
OG0000399		g1505.t1, g3034.t1, g3540.t1
OG0000400		g1506.t1, g3035.t1, g3539.t1
OG0000401		g1649.t1, g2314.t1, g3546.t1
OG0000402		g1764.t1, g3294.t1, g3651.t1
OG0000403		g1921.t1, g2180.t1, g3018.t1
OG0000404		g1951.t1, g2142.t1, g3670.t1
OG0000405		g1967.t1, g3473.t1, g3480.t1
OG0000406		g2096.t1, g3569.t1, g3984.t1
OG0000407		g2098.t1, g3571.t1, g3983.t1
OG0000408		g2155.t1, g2601.t1, g3005.t1
OG0000409		g2165.t1, g2380.t1, g2642.t1
OG0000410		g2217.t1, g2556.t1, g3080.t1
OG0000411		g2251.t1, g2337.t1, g3148.t1
OG0000412		g2286.t1, g2778.t1, g4052.t1
OG0000413		g2343.t1, g3243.t1, g3515.t1
OG0000414		g2561.t1, g3434.t1, g4080.t1
OG0000415		g2696.t1, g3412.t1, g4016.t1
OG0000416		g2738.t1, g2753.t1, g3631.t1
OG0000417		g2775.t1, g3076.t1, g3691.t1
OG0000418		g2864.t1, g3109.t1, g3428.t1
OG0000419		g2885.t1, g3732.t1, g3740.t1
OG0000420		g2917.t1, g2965.t1, g4070.t1
OG0000421		g2946.t1, g3432.t1, g3784.t1
OG0000422		g2947.t1, g3430.t1, g3783.t1
OG0000423		g2948.t1, g3431.t1, g3782.t1
OG0000424		g3360.t1, g4004.t1, g4023.t1
OG0000425		g3409.t1, g3535.t1, g3761.t1
OG0000426		g3470.t1, g3471.t1, g3481.t1
OG0000427	g1.t1	g3596.t1
OG0000428	g2.t1	g3595.t1
OG0000429	g3.t1	g3594.t1
OG0000430	g5.t1	g3593.t1
OG0000431	g22.t1	g2877.t1
OG0000432	g200.t1, g24.t1	
OG0000433	g25.t1	g606.t1
OG0000434	g1222.t1, g30.t1	
OG0000435	g1223.t1, g35.t1	
OG0000436	g1226.t1, g42.t1	
OG0000437	g303.t1, g44.t1	
OG0000438	g46.t1	g3104.t1
OG0000439	g50.t1, g824.t1	
OG0000440	g52.t1	g3818.t1
OG0000441	g57.t1	g3785.t1
OG0000442	g59.t1	g3315.t1
OG0000443	g61.t1	g2485.t1
OG0000444	g1293.t1, g62.t1	
OG0000445	g64.t1	g898.t1
OG0000446	g70.t1	g667.t1
OG0000447	g93.t1	g669.t1
OG0000448	g103.t1, g692.t1	
OG0000449	g112.t1, g408.t1	
OG0000450	g113.t1, g967.t1	
OG0000451	g118.t1	g3927.t1
OG0000452	g122.t1	g679.t1
OG0000453	g123.t1	g680.t1
OG0000454	g127.t1	g2334.t1
OG0000455	g128.t1	g3889.t1
OG0000456	g144.t1	g738.t1
OG0000457	g147.t1	g2845.t1
OG0000458	g149.t1	g781.t1
OG0000459	g150.t1	g1086.t1
OG0000460	g156.t1	g3038.t1
OG0000461	g160.t1	g587.t1
OG0000462	g164.t1	g1120.t1
OG0000463	g169.t1	g4106.t1
OG0000464	g170.t1	g3073.t1
OG0000465	g172.t1	g231.t1
OG0000466	g177.t1	g3069.t1
OG0000467	g178.t1	g2051.t1
OG0000468	g179.t1	g3068.t1
OG0000469	g181.t1	g178.t1
OG0000470	g185.t1	g176.t1
OG0000471	g186.t1	g175.t1
OG0000472	g192.t1	g2013.t1
OG0000473	g195.t1	g87.t1
OG0000474	g196.t1	g1662.t1
OG0000475	g198.t1	g1666.t1
OG0000476	g199.t1	g2080.t1
OG0000477	g202.t1	g1663.t1
OG0000478	g203.t1	g3618.t1
OG0000479	g205.t1	g1135.t1
OG0000480	g207.t1	g2742.t1
OG0000481	g218.t1	g2740.t1
OG0000482	g224.t1	g4060.t1
OG0000483	g229.t1	g2852.t1
OG0000484	g232.t1	g3877.t1
OG0000485	g233.t1	g2004.t1
OG0000486	g1584.t1, g235.t1	
OG0000487	g236.t1	g3876.t1
OG0000488	g245.t1, g247.t1	
OG0000489	g248.t1, g552.t1	
OG0000490	g252.t1	g2720.t1
OG0000491	g253.t1	g2719.t1
OG0000492	g254.t1	g502.t1
OG0000493	g257.t1	g664.t1
OG0000494	g259.t1	g1771.t1
OG0000495	g272.t1	g3119.t1
OG0000496	g273.t1	g3118.t1
OG0000497	g274.t1	g3067.t1
OG0000498	g278.t1	g3617.t1
OG0000499	g279.t1	g4050.t1
OG0000500	g282.t1	g4051.t1
OG0000501	g283.t1	g1703.t1
OG0000502	g284.t1	g2985.t1
OG0000503	g285.t1	g4027.t1
OG0000504	g289.t1, g827.t1	
OG0000505	g298.t1	g2340.t1
OG0000506	g305.t1	g1807.t1
OG0000507	g307.t1	g3454.t1
OG0000508	g310.t1	g2325.t1
OG0000509	g313.t1, g422.t1	
OG0000510	g314.t1	g4047.t1
OG0000511	g316.t1	g1406.t1
OG0000512	g1760.t1, g332.t1	
OG0000513	g333.t1	g1237.t1
OG0000514	g338.t1	g2224.t1
OG0000515	g341.t1	g3270.t1
OG0000516	g344.t1	g1778.t1
OG0000517	g346.t1	g1777.t1
OG0000518	g347.t1	g1774.t1
OG0000519	g348.t1	g1773.t1
OG0000520	g353.t1	g376.t1
OG0000521	g354.t1	g377.t1
OG0000522	g357.t1	g3500.t1
OG0000523	g360.t1	g2352.t1
OG0000524	g365.t1	g1780.t1
OG0000525	g368.t1, g456.t1	
OG0000526	g371.t1	g897.t1
OG0000527	g372.t1	g2621.t1
OG0000528	g373.t1	g2878.t1
OG0000529	g374.t1	g1118.t1
OG0000530	g376.t1	g2226.t1
OG0000531	g378.t1	g3250.t1
OG0000532	g382.t1	g4032.t1
OG0000533	g383.t1	g386.t1
OG0000534	g1110.t1, g387.t1	
OG0000535	g388.t1	g488.t1
OG0000536	g389.t1	g64.t1
OG0000537	g390.t1	g65.t1
OG0000538	g396.t1	g3498.t1
OG0000539	g398.t1	g3488.t1
OG0000540	g399.t1	g2871.t1
OG0000541	g400.t1	g3824.t1
OG0000542	g405.t1	g3247.t1
OG0000543	g409.t1	g1323.t1
OG0000544	g410.t1	g1598.t1
OG0000545	g411.t1	g385.t1
OG0000546	g414.t1	g3097.t1
OG0000547	g415.t1	g736.t1
OG0000548	g423.t1	g1197.t1
OG0000549	g424.t1	g2853.t1
OG0000550	g425.t1	g3810.t1
OG0000551	g430.t1	g3848.t1
OG0000552	g437.t1	g407.t1
OG0000553	g441.t1, g701.t1	
OG0000554	g443.t1	g1272.t1
OG0000555	g444.t1	g1274.t1
OG0000556	g445.t1	g1273.t1
OG0000557	g447.t1	g2372.t1
OG0000558	g453.t1	g42.t1
OG0000559	g459.t1	g2412.t1
OG0000560	g473.t1	g2875.t1
OG0000561	g475.t1	g626.t1
OG0000562	g479.t1	g2409.t1
OG0000563	g483.t1	g216.t1
OG0000564	g500.t1	g2800.t1
OG0000565	g504.t1	g3331.t1
OG0000566	g505.t1	g3330.t1
OG0000567	g506.t1	g2505.t1
OG0000568	g507.t1	g507.t1
OG0000569	g1056.t1, g517.t1	
OG0000570	g518.t1	g3245.t1
OG0000571	g519.t1	g3369.t1
OG0000572	g529.t1	g676.t1
OG0000573	g530.t1	g675.t1
OG0000574	g532.t1	g673.t1
OG0000575	g533.t1	g1359.t1
OG0000576	g538.t1	g2332.t1
OG0000577	g540.t1	g2258.t1
OG0000578	g554.t1	g1516.t1
OG0000579	g562.t1	g3861.t1
OG0000580	g565.t1	g499.t1
OG0000581	g580.t1	g1957.t1
OG0000582	g590.t1	g1965.t1
OG0000583	g592.t1	g1362.t1
OG0000584	g605.t1, g974.t1	
OG0000585	g608.t1	g4046.t1
OG0000586	g609.t1	g911.t1
OG0000587	g610.t1	g983.t1
OG0000588	g1776.t1, g615.t1	
OG0000589	g625.t1, g681.t1	
OG0000590	g637.t1	g644.t1
OG0000591	g642.t1	g203.t1
OG0000592	g643.t1	g2987.t1
OG0000593	g645.t1	g1461.t1
OG0000594	g649.t1	g2266.t1
OG0000595	g658.t1	g43.t1
OG0000596	g659.t1	g3058.t1
OG0000597	g660.t1	g3057.t1
OG0000598	g661.t1	g2782.t1
OG0000599	g664.t1	g591.t1
OG0000600	g665.t1	g593.t1
OG0000601	g666.t1	g2193.t1
OG0000602	g669.t1	g2366.t1
OG0000603	g670.t1	g2839.t1
OG0000604	g672.t1	g1880.t1
OG0000605	g675.t1	g199.t1
OG0000606	g678.t1	g631.t1
OG0000607	g686.t1	g409.t1
OG0000608	g689.t1	g1961.t1
OG0000609	g1198.t1, g696.t1	
OG0000610	g707.t1	g115.t1
OG0000611	g708.t1	g116.t1
OG0000612	g711.t1	g119.t1
OG0000613	g712.t1	g120.t1
OG0000614	g713.t1	g121.t1
OG0000615	g714.t1	g122.t1
OG0000616	g716.t1	g124.t1
OG0000617	g718.t1	g127.t1
OG0000618	g719.t1	g129.t1
OG0000619	g720.t1	g2481.t1
OG0000620	g721.t1	g2881.t1
OG0000621	g1312.t1, g724.t1	
OG0000622	g726.t1	g3736.t1
OG0000623	g746.t1	g3700.t1
OG0000624	g758.t1	g895.t1
OG0000625	g759.t1	g2779.t1
OG0000626	g765.t1	g2574.t1
OG0000627	g767.t1	g2623.t1
OG0000628	g769.t1	g628.t1
OG0000629	g773.t1	g4054.t1
OG0000630	g774.t1	g3684.t1
OG0000631	g775.t1	g4056.t1
OG0000632	g778.t1	g3943.t1
OG0000633	g1735.t1, g780.t1	
OG0000634	g1023.t1, g782.t1	
OG0000635	g795.t1	g3489.t1
OG0000636	g798.t1	g771.t1
OG0000637	g801.t1	g1700.t1
OG0000638	g803.t1	g3880.t1
OG0000639	g820.t1	g3403.t1
OG0000640	g823.t1	g3299.t1
OG0000641	g836.t1	g3689.t1
OG0000642	g837.t1	g3133.t1
OG0000643	g842.t1	g677.t1
OG0000644	g852.t1	g3051.t1
OG0000645	g853.t1	g2944.t1
OG0000646	g870.t1	g1631.t1
OG0000647	g872.t1	g1788.t1
OG0000648	g873.t1	g2203.t1
OG0000649	g876.t1	g2.t1
OG0000650	g877.t1	g3662.t1
OG0000651	g878.t1	g3825.t1
OG0000652	g879.t1	g1659.t1
OG0000653	g882.t1	g3663.t1
OG0000654	g884.t1	g3627.t1
OG0000655	g887.t1	g3625.t1
OG0000656	g888.t1	g3623.t1
OG0000657	g889.t1	g3622.t1
OG0000658	g890.t1	g3621.t1
OG0000659	g891.t1	g3620.t1
OG0000660	g893.t1	g1914.t1
OG0000661	g894.t1	g3081.t1
OG0000662	g895.t1	g1548.t1
OG0000663	g899.t1	g2805.t1
OG0000664	g900.t1	g470.t1
OG0000665	g902.t1	g3301.t1
OG0000666	g910.t1	g882.t1
OG0000667	g914.t1	g3859.t1
OG0000668	g916.t1	g3492.t1
OG0000669	g917.t1	g2884.t1
OG0000670	g934.t1	g2406.t1
OG0000671	g937.t1	g44.t1
OG0000672	g940.t1	g45.t1
OG0000673	g941.t1	g2482.t1
OG0000674	g944.t1	g226.t1
OG0000675	g953.t1	g729.t1
OG0000676	g957.t1	g730.t1
OG0000677	g961.t1	g692.t1
OG0000678	g962.t1	g2464.t1
OG0000679	g963.t1	g141.t1
OG0000680	g1666.t1, g973.t1	
OG0000681	g975.t1	g2950.t1
OG0000682	g976.t1	g3941.t1
OG0000683	g977.t1	g4116.t1
OG0000684	g982.t1	g1936.t1
OG0000685	g986.t1	g1940.t1
OG0000686	g988.t1	g1941.t1
OG0000687	g989.t1	g1942.t1
OG0000688	g991.t1	g1654.t1
OG0000689	g992.t1	g1610.t1
OG0000690	g994.t1	g1612.t1
OG0000691	g995.t1	g1613.t1
OG0000692	g996.t1	g1614.t1
OG0000693	g997.t1	g2788.t1
OG0000694	g1000.t1	g1280.t1
OG0000695	g1001.t1	g432.t1
OG0000696	g1011.t1	g728.t1
OG0000697	g1012.t1	g987.t1
OG0000698	g1015.t1	g2982.t1
OG0000699	g1024.t1	g3897.t1
OG0000700	g1029.t1	g1935.t1
OG0000701	g1037.t1, g1041.t1	
OG0000702	g1039.t1	g3821.t1
OG0000703	g1043.t1	g379.t1
OG0000704	g1045.t1	g3710.t1
OG0000705	g1054.t1	g3120.t1
OG0000706	g1057.t1	g920.t1
OG0000707	g1060.t1	g1345.t1
OG0000708	g1063.t1	g2500.t1
OG0000709	g1067.t1	g2743.t1
OG0000710	g1073.t1	g1607.t1
OG0000711	g1074.t1	g913.t1
OG0000712	g1075.t1	g2349.t1
OG0000713	g1085.t1	g914.t1
OG0000714	g1086.t1	g136.t1
OG0000715	g1092.t1	g734.t1
OG0000716	g1096.t1	g3959.t1
OG0000717	g1098.t1	g1238.t1
OG0000718	g1099.t1	g1240.t1
OG0000719	g1100.t1	g3501.t1
OG0000720	g1103.t1	g1241.t1
OG0000721	g1104.t1	g1242.t1
OG0000722	g1106.t1	g3850.t1
OG0000723	g1108.t1	g3851.t1
OG0000724	g1111.t1	g3134.t1
OG0000725	g1112.t1	g3064.t1
OG0000726	g1113.t1	g3852.t1
OG0000727	g1115.t1	g3794.t1
OG0000728	g1123.t1, g1410.t1	
OG0000729	g1142.t1	g624.t1
OG0000730	g1147.t1	g3702.t1
OG0000731	g1149.t1	g2463.t1
OG0000732	g1154.t1	g600.t1
OG0000733	g1155.t1	g603.t1
OG0000734	g1157.t1	g302.t1
OG0000735	g1160.t1	g301.t1
OG0000736	g1161.t1	g3074.t1
OG0000737	g1162.t1	g3077.t1
OG0000738	g1163.t1	g3078.t1
OG0000739	g1165.t1	g2356.t1
OG0000740	g1167.t1	g2208.t1
OG0000741	g1168.t1	g4110.t1
OG0000742	g1175.t1	g416.t1
OG0000743	g1176.t1	g415.t1
OG0000744	g1180.t1	g986.t1
OG0000745	g1189.t1	g3737.t1
OG0000746	g1202.t1	g1140.t1
OG0000747	g1207.t1	g919.t1
OG0000748	g1208.t1	g84.t1
OG0000749	g1209.t1	g2787.t1
OG0000750	g1215.t1	g62.t1
OG0000751	g1219.t1	g1373.t1
OG0000752	g1227.t1	g3059.t1
OG0000753	g1228.t1	g542.t1
OG0000754	g1231.t1	g238.t1
OG0000755	g1232.t1	g3060.t1
OG0000756	g1233.t1	g3061.t1
OG0000757	g1234.t1	g3062.t1
OG0000758	g1235.t1	g3063.t1
OG0000759	g1241.t1	g2582.t1
OG0000760	g1244.t1	g210.t1
OG0000761	g1247.t1	g2353.t1
OG0000762	g1248.t1	g218.t1
OG0000763	g1249.t1	g215.t1
OG0000764	g1252.t1	g217.t1
OG0000765	g1253.t1	g214.t1
OG0000766	g1254.t1	g213.t1
OG0000767	g1259.t1	g212.t1
OG0000768	g1260.t1	g211.t1
OG0000769	g1261.t1	g2828.t1
OG0000770	g1267.t1	g225.t1
OG0000771	g1268.t1	g2411.t1
OG0000772	g1269.t1	g2491.t1
OG0000773	g1271.t1	g2492.t1
OG0000774	g1272.t1	g2493.t1
OG0000775	g1274.t1	g2494.t1
OG0000776	g1276.t1	g2495.t1
OG0000777	g1277.t1	g453.t1
OG0000778	g1285.t1	g3332.t1
OG0000779	g1292.t1	g177.t1
OG0000780	g1302.t1	g148.t1
OG0000781	g1303.t1	g205.t1
OG0000782	g1304.t1	g1113.t1
OG0000783	g1309.t1	g3484.t1
OG0000784	g1310.t1	g2410.t1
OG0000785	g1313.t1	g3483.t1
OG0000786	g1314.t1	g3333.t1
OG0000787	g1321.t1	g2942.t1
OG0000788	g1323.t1	g3502.t1
OG0000789	g1326.t1	g2470.t1
OG0000790	g1330.t1	g3459.t1
OG0000791	g1332.t1	g2335.t1
OG0000792	g1335.t1	g107.t1
OG0000793	g1336.t1	g108.t1
OG0000794	g1339.t1	g1695.t1
OG0000795	g1341.t1	g109.t1
OG0000796	g1345.t1	g3656.t1
OG0000797	g1346.t1	g113.t1
OG0000798	g1347.t1	g112.t1
OG0000799	g1352.t1	g3792.t1
OG0000800	g1358.t1	g1152.t1
OG0000801	g1359.t1	g2373.t1
OG0000802	g1360.t1	g790.t1
OG0000803	g1361.t1	g789.t1
OG0000804	g1368.t1	g1971.t1
OG0000805	g1369.t1	g2350.t1
OG0000806	g1374.t1	g2055.t1
OG0000807	g1375.t1	g410.t1
OG0000808	g1378.t1	g2607.t1
OG0000809	g1381.t1	g3855.t1
OG0000810	g1382.t1	g2606.t1
OG0000811	g1383.t1	g2604.t1
OG0000812	g1393.t1, g1395.t1	
OG0000813	g1401.t1	g1542.t1
OG0000814	g1402.t1	g649.t1
OG0000815	g1422.t1	g1519.t1
OG0000816	g1423.t1	g3563.t1
OG0000817	g1427.t1	g3972.t1
OG0000818	g1431.t1	g1452.t1
OG0000819	g1435.t1, g1436.t1	
OG0000820	g1441.t1	g1586.t1
OG0000821	g1449.t1	g1599.t1
OG0000822	g1454.t1	g1882.t1
OG0000823	g1458.t1	g454.t1
OG0000824	g1459.t1	g3186.t1
OG0000825	g1462.t1	g1537.t1
OG0000826	g1463.t1	g1202.t1
OG0000827	g1464.t1	g3187.t1
OG0000828	g1465.t1	g3189.t1
OG0000829	g1466.t1	g3190.t1
OG0000830	g1467.t1	g3191.t1
OG0000831	g1468.t1	g3192.t1
OG0000832	g1469.t1	g3193.t1
OG0000833	g1470.t1	g3194.t1
OG0000834	g1471.t1	g3195.t1
OG0000835	g1472.t1	g3196.t1
OG0000836	g1474.t1	g3197.t1
OG0000837	g1475.t1	g3198.t1
OG0000838	g1476.t1	g3199.t1
OG0000839	g1477.t1	g3200.t1
OG0000840	g1478.t1	g3202.t1
OG0000841	g1479.t1	g3203.t1
OG0000842	g1480.t1	g3205.t1
OG0000843	g1481.t1	g3206.t1
OG0000844	g1482.t1	g3207.t1
OG0000845	g1490.t1	g3212.t1
OG0000846	g1491.t1	g3213.t1
OG0000847	g1492.t1	g3214.t1
OG0000848	g1496.t1	g2061.t1
OG0000849	g1497.t1	g3871.t1
OG0000850	g1498.t1	g3870.t1
OG0000851	g1499.t1	g3087.t1
OG0000852	g1500.t1	g3869.t1
OG0000853	g1501.t1	g3868.t1
OG0000854	g1510.t1	g3867.t1
OG0000855	g1511.t1	g3866.t1
OG0000856	g1512.t1	g3865.t1
OG0000857	g1514.t1, g1516.t1	
OG0000858	g1521.t1	g166.t1
OG0000859	g1522.t1	g2891.t1
OG0000860	g1530.t1	g3173.t1
OG0000861	g1535.t1	g1667.t1
OG0000862	g1537.t1	g47.t1
OG0000863	g1539.t1	g2342.t1
OG0000864	g1540.t1	g392.t1
OG0000865	g1544.t1	g3814.t1
OG0000866	g1547.t1	g2911.t1
OG0000867	g1549.t1, g1718.t1	
OG0000868	g1550.t1	g2385.t1
OG0000869	g1552.t1	g2211.t1
OG0000870	g1553.t1	g3180.t1
OG0000871	g1554.t1	g3181.t1
OG0000872	g1556.t1	g3183.t1
OG0000873	g1557.t1	g3184.t1
OG0000874	g1558.t1	g889.t1
OG0000875	g1560.t1	g1955.t1
OG0000876	g1568.t1	g3893.t1
OG0000877	g1578.t1	g337.t1
OG0000878	g1582.t1	g3836.t1
OG0000879	g1603.t1	g3209.t1
OG0000880	g1606.t1	g371.t1
OG0000881	g1622.t1	g1130.t1
OG0000882	g1630.t1	g3892.t1
OG0000883	g1632.t1	g2837.t1
OG0000884	g1637.t1	g2838.t1
OG0000885	g1652.t1	g2249.t1
OG0000886	g1667.t1	g2209.t1
OG0000887	g1674.t1	g672.t1
OG0000888	g1675.t1	g1344.t1
OG0000889	g1680.t1	g910.t1
OG0000890	g1692.t1	g739.t1
OG0000891	g1701.t1	g561.t1
OG0000892	g1704.t1	g2246.t1
OG0000893	g1722.t1	g3609.t1
OG0000894	g1728.t1	g2285.t1
OG0000895	g1739.t1	g2333.t1
OG0000896	g1740.t1	g2205.t1
OG0000897	g1743.t1	g2395.t1
OG0000898	g1746.t1	g3044.t1
OG0000899	g1753.t1	g1758.t1
OG0000900	g1754.t1	g2321.t1
OG0000901	g1756.t1	g1150.t1
OG0000902	g1759.t1	g3888.t1
OG0000903	g1769.t1	g1806.t1
OG0000904	g1771.t1	g2149.t1
OG0000905	g1774.t1	g3350.t1
OG0000906	g1777.t1	g2151.t1
OG0000907	g1781.t1	g1367.t1
OG0000908	g1782.t1	g2150.t1
OG0000909	g1784.t1	g2153.t1
OG0000910	g1790.t1	g3079.t1
OG0000911	g1791.t1	g1725.t1
OG0000912	g1792.t1	g1664.t1
OG0000913	g1814.t1	g1708.t1
OG0000914	g1816.t1	g1349.t1
OG0000915	g1829.t1	g2991.t1
OG0000916	g1836.t1	g2212.t1
OG0000917	g1839.t1	g110.t1
OG0000918	g1843.t1	g452.t1
OG0000919	g1848.t1	g1324.t1
OG0000920	g1849.t1	g450.t1
OG0000921	g1864.t1, g1865.t1	
OG0000922		g5.t1, g936.t1
OG0000923		g17.t1, g228.t1
OG0000924		g19.t1, g343.t1
OG0000925		g1037.t1, g27.t1
OG0000926		g1066.t1, g28.t1
OG0000927		g2259.t1, g33.t1
OG0000928		g36.t1, g3833.t1
OG0000929		g3221.t1, g46.t1
OG0000930		g49.t1, g619.t1
OG0000931		g56.t1, g582.t1
OG0000932		g57.t1, g581.t1
OG0000933		g579.t1, g59.t1
OG0000934		g578.t1, g60.t1
OG0000935		g2812.t1, g66.t1
OG0000936		g3166.t1, g67.t1
OG0000937		g1258.t1, g73.t1
OG0000938		g1257.t1, g74.t1
OG0000939		g1255.t1, g76.t1
OG0000940		g158.t1, g88.t1
OG0000941		g104.t1, g397.t1
OG0000942		g139.t1, g2880.t1
OG0000943		g140.t1, g2786.t1
OG0000944		g142.t1, g869.t1
OG0000945		g156.t1, g609.t1
OG0000946		g157.t1, g2707.t1
OG0000947		g163.t1, g2949.t1
OG0000948		g174.t1, g285.t1
OG0000949		g179.t1, g2981.t1
OG0000950		g1532.t1, g184.t1
OG0000951		g1384.t1, g198.t1
OG0000952		g200.t1, g3496.t1
OG0000953		g221.t1, g223.t1
OG0000954		g222.t1, g995.t1
OG0000955		g241.t1, g476.t1
OG0000956		g243.t1, g477.t1
OG0000957		g1195.t1, g245.t1
OG0000958		g1757.t1, g254.t1
OG0000959		g277.t1, g278.t1
OG0000960		g2568.t1, g281.t1
OG0000961		g288.t1, g589.t1
OG0000962		g290.t1, g3041.t1
OG0000963		g292.t1, g3052.t1
OG0000964		g1867.t1, g293.t1
OG0000965		g294.t1, g3282.t1
OG0000966		g1907.t1, g304.t1
OG0000967		g320.t1, g4029.t1
OG0000968		g1441.t1, g373.t1
OG0000969		g1808.t1, g401.t1
OG0000970		g2402.t1, g402.t1
OG0000971		g3082.t1, g414.t1
OG0000972		g422.t1, g685.t1
OG0000973		g2276.t1, g426.t1
OG0000974		g2391.t1, g430.t1
OG0000975		g1357.t1, g439.t1
OG0000976		g3161.t1, g443.t1
OG0000977		g2705.t1, g484.t1
OG0000978		g3513.t1, g517.t1
OG0000979		g3402.t1, g528.t1
OG0000980		g3362.t1, g530.t1
OG0000981		g3956.t1, g537.t1
OG0000982		g2576.t1, g544.t1
OG0000983		g1781.t1, g555.t1
OG0000984		g1268.t1, g557.t1
OG0000985		g4113.t1, g558.t1
OG0000986		g2827.t1, g565.t1
OG0000987		g567.t1, g893.t1
OG0000988		g2943.t1, g576.t1
OG0000989		g3708.t1, g590.t1
OG0000990		g613.t1, g615.t1
OG0000991		g614.t1, g616.t1
OG0000992		g2829.t1, g645.t1
OG0000993		g2937.t1, g686.t1
OG0000994		g2936.t1, g687.t1
OG0000995		g711.t1, g871.t1
OG0000996		g2919.t1, g716.t1
OG0000997		g2862.t1, g723.t1
OG0000998		g1704.t1, g756.t1
OG0000999		g2542.t1, g759.t1
OG0001000		g3564.t1, g804.t1
OG0001001		g1141.t1, g810.t1
OG0001002		g2444.t1, g829.t1
OG0001003		g841.t1, g953.t1
OG0001004		g848.t1, g961.t1
OG0001005		g850.t1, g963.t1
OG0001006		g851.t1, g964.t1
OG0001007		g2580.t1, g878.t1
OG0001008		g3518.t1, g886.t1
OG0001009		g2735.t1, g905.t1
OG0001010		g3241.t1, g907.t1
OG0001011		g3953.t1, g931.t1
OG0001012		g2458.t1, g940.t1
OG0001013		g2457.t1, g941.t1
OG0001014		g2455.t1, g943.t1
OG0001015		g2454.t1, g944.t1
OG0001016		g2453.t1, g946.t1
OG0001017		g2451.t1, g947.t1
OG0001018		g2450.t1, g948.t1
OG0001019		g2449.t1, g949.t1
OG0001020		g2447.t1, g951.t1
OG0001021		g2446.t1, g952.t1
OG0001022		g2416.t1, g979.t1
OG0001023		g1008.t1, g990.t1
OG0001024		g1729.t1, g992.t1
OG0001025		g1730.t1, g993.t1
OG0001026		g1006.t1, g2474.t1
OG0001027		g1036.t1, g4021.t1
OG0001028		g1050.t1, g3111.t1
OG0001029		g1052.t1, g3781.t1
OG0001030		g1070.t1, g1514.t1
OG0001031		g1071.t1, g3380.t1
OG0001032		g1072.t1, g3567.t1
OG0001033		g1077.t1, g1513.t1
OG0001034		g1101.t1, g3422.t1
OG0001035		g1106.t1, g3408.t1
OG0001036		g1128.t1, g2025.t1
OG0001037		g1131.t1, g1341.t1
OG0001038		g1132.t1, g1561.t1
OG0001039		g1136.t1, g1138.t1
OG0001040		g1178.t1, g1691.t1
OG0001041		g1181.t1, g1680.t1
OG0001042		g1206.t1, g1678.t1
OG0001043		g1215.t1, g3790.t1
