Orthogroup	Mycobacterium_leprae	Salmonella_enterica
OG0002203		g271.t1
OG0002204		g272.t1
OG0002205		g273.t1
OG0002206		g274.t1
OG0002207		g275.t1
OG0002208		g276.t1
OG0002209		g279.t1
OG0002210		g280.t1
OG0002211		g284.t1
OG0002212		g287.t1
OG0002213		g289.t1
OG0002214		g291.t1
OG0002215		g296.t1
OG0002216		g298.t1
OG0002217		g299.t1
OG0002218		g305.t1
OG0002219		g307.t1
OG0002220		g308.t1
OG0002221		g309.t1
OG0002222		g313.t1
OG0002223		g318.t1
OG0002224		g328.t1
OG0002225		g329.t1
OG0002226		g338.t1
OG0002227		g339.t1
OG0002228		g341.t1
OG0002229		g342.t1
OG0002230		g345.t1
OG0002231		g346.t1
OG0002232		g347.t1
OG0002233		g348.t1
OG0002234		g350.t1
OG0002235		g352.t1
OG0002236		g353.t1
OG0002237		g355.t1
OG0002238		g356.t1
OG0002239		g358.t1
OG0002240		g359.t1
OG0002241		g360.t1
OG0002242		g361.t1
OG0002243		g364.t1
OG0002244		g365.t1
OG0002245		g366.t1
OG0002246		g368.t1
OG0002247		g372.t1
OG0002248		g374.t1
OG0002249		g375.t1
OG0002250		g378.t1
OG0002251		g380.t1
OG0002252		g381.t1
OG0002253		g382.t1
OG0002254		g383.t1
OG0002255		g388.t1
OG0002256		g391.t1
OG0002257		g393.t1
OG0002258		g399.t1
OG0002259		g408.t1
OG0002260		g411.t1
OG0002261		g412.t1
OG0002262		g413.t1
OG0002263		g421.t1
OG0002264		g423.t1
OG0002265		g431.t1
OG0002266		g433.t1
OG0002267		g434.t1
OG0002268		g436.t1
OG0002269		g437.t1
OG0002270		g440.t1
OG0002271		g446.t1
OG0002272		g447.t1
OG0002273		g448.t1
OG0002274		g449.t1
OG0002275		g451.t1
OG0002276		g455.t1
OG0002277		g457.t1
OG0002278		g459.t1
OG0002279		g461.t1
OG0002280		g462.t1
OG0002281		g463.t1
OG0002282		g466.t1
OG0002283		g469.t1
OG0002284		g471.t1
OG0002285		g472.t1
OG0002286		g474.t1
OG0002287		g475.t1
OG0002288		g479.t1
OG0002289		g481.t1
OG0002290		g483.t1
OG0002291		g487.t1
OG0002292		g491.t1
OG0002293		g492.t1
OG0002294		g494.t1
OG0002295		g495.t1
OG0002296		g496.t1
OG0002297		g497.t1
OG0002298		g500.t1
OG0002299		g503.t1
OG0002300		g504.t1
OG0002301		g505.t1
OG0002302		g506.t1
OG0002303		g515.t1
OG0002304		g516.t1
OG0002305		g520.t1
OG0002306		g524.t1
OG0002307		g525.t1
OG0002308		g531.t1
OG0002309		g536.t1
OG0002310		g538.t1
OG0002311		g540.t1
OG0002312		g541.t1
OG0002313		g545.t1
OG0002314		g551.t1
OG0002315		g552.t1
OG0002316		g556.t1
OG0002317		g559.t1
OG0002318		g562.t1
OG0002319		g563.t1
OG0002320		g566.t1
OG0002321		g575.t1
OG0002322		g585.t1
OG0002323		g586.t1
OG0002324		g588.t1
OG0002325		g594.t1
OG0002326		g596.t1
OG0002327		g599.t1
OG0002328		g604.t1
OG0002329		g605.t1
OG0002330		g611.t1
OG0002331		g618.t1
OG0002332		g630.t1
OG0002333		g632.t1
OG0002334		g634.t1
OG0002335		g635.t1
OG0002336		g638.t1
OG0002337		g639.t1
OG0002338		g641.t1
OG0002339		g642.t1
OG0002340		g646.t1
OG0002341		g648.t1
OG0002342		g650.t1
OG0002343		g655.t1
OG0002344		g657.t1
OG0002345		g658.t1
OG0002346		g659.t1
OG0002347		g661.t1
OG0002348		g662.t1
OG0002349		g663.t1
OG0002350		g665.t1
OG0002351		g666.t1
OG0002352		g668.t1
OG0002353		g670.t1
OG0002354		g671.t1
OG0002355		g674.t1
OG0002356		g683.t1
OG0002357		g684.t1
OG0002358		g688.t1
OG0002359		g689.t1
OG0002360		g691.t1
OG0002361		g693.t1
OG0002362		g695.t1
OG0002363		g708.t1
OG0002364		g709.t1
OG0002365		g710.t1
OG0002366		g712.t1
OG0002367		g713.t1
OG0002368		g714.t1
OG0002369		g715.t1
OG0002370		g720.t1
OG0002371		g721.t1
OG0002372		g722.t1
OG0002373		g725.t1
OG0002374		g726.t1
OG0002375		g727.t1
OG0002376		g737.t1
OG0002377		g740.t1
OG0002378		g741.t1
OG0002379		g744.t1
OG0002380		g745.t1
OG0002381		g746.t1
OG0002382		g748.t1
OG0002383		g749.t1
OG0002384		g757.t1
OG0002385		g760.t1
OG0002386		g765.t1
OG0002387		g769.t1
OG0002388		g770.t1
OG0002389		g774.t1
OG0002390		g776.t1
OG0002391		g782.t1
OG0002392		g787.t1
OG0002393		g788.t1
OG0002394		g791.t1
OG0002395		g794.t1
OG0002396		g795.t1
OG0002397		g803.t1
OG0002398		g806.t1
OG0002399		g807.t1
OG0002400		g809.t1
OG0002401		g814.t1
OG0002402		g824.t1
OG0002403		g826.t1
OG0002404		g827.t1
OG0002405		g828.t1
OG0002406		g830.t1
OG0002407		g831.t1
OG0002408		g832.t1
OG0002409		g833.t1
OG0002410		g834.t1
OG0002411		g835.t1
OG0002412		g836.t1
OG0002413		g837.t1
OG0002414		g839.t1
OG0002415		g840.t1
OG0002416		g843.t1
OG0002417		g845.t1
OG0002418		g852.t1
OG0002419		g868.t1
OG0002420		g870.t1
OG0002421		g872.t1
OG0002422		g875.t1
OG0002423		g876.t1
OG0002424		g877.t1
OG0002425		g881.t1
OG0002426		g883.t1
OG0002427		g885.t1
OG0002428		g890.t1
OG0002429		g896.t1
OG0002430		g902.t1
OG0002431		g908.t1
OG0002432		g909.t1
OG0002433		g916.t1
OG0002434		g918.t1
OG0002435		g921.t1
OG0002436		g922.t1
OG0002437		g923.t1
OG0002438		g925.t1
OG0002439		g926.t1
OG0002440		g927.t1
OG0002441		g928.t1
OG0002442		g929.t1
OG0002443		g937.t1
OG0002444		g939.t1
OG0002445		g945.t1
OG0002446		g954.t1
OG0002447		g982.t1
OG0002448		g984.t1
OG0002449		g988.t1
OG0002450		g994.t1
OG0002451		g997.t1
OG0002452		g999.t1
OG0002453		g1000.t1
OG0002454		g1002.t1
OG0002455		g1004.t1
OG0002456		g1005.t1
OG0002457		g1007.t1
OG0002458		g1009.t1
OG0002459		g1011.t1
OG0002460		g1012.t1
OG0002461		g1015.t1
OG0002462		g1016.t1
OG0002463		g1017.t1
OG0002464		g1020.t1
OG0002465		g1021.t1
OG0002466		g1022.t1
OG0002467		g1024.t1
OG0002468		g1026.t1
OG0002469		g1027.t1
OG0002470		g1028.t1
OG0002471		g1033.t1
OG0002472		g1035.t1
OG0002473		g1039.t1
OG0002474		g1040.t1
OG0002475		g1041.t1
OG0002476		g1044.t1
OG0002477		g1047.t1
OG0002478		g1051.t1
OG0002479		g1056.t1
OG0002480		g1058.t1
OG0002481		g1059.t1
OG0002482		g1060.t1
OG0002483		g1061.t1
OG0002484		g1063.t1
OG0002485		g1064.t1
OG0002486		g1065.t1
OG0002487		g1069.t1
OG0002488		g1073.t1
OG0002489		g1079.t1
OG0002490		g1080.t1
OG0002491		g1082.t1
OG0002492		g1083.t1
OG0002493		g1084.t1
OG0002494		g1087.t1
OG0002495		g1089.t1
OG0002496		g1090.t1
OG0002497		g1091.t1
OG0002498		g1092.t1
OG0002499		g1093.t1
OG0002500		g1095.t1
OG0002501		g1099.t1
OG0002502		g1100.t1
OG0002503		g1102.t1
OG0002504		g1103.t1
OG0002505		g1107.t1
OG0002506		g1109.t1
OG0002507		g1110.t1
OG0002508		g1111.t1
OG0002509		g1112.t1
OG0002510		g1119.t1
OG0002511		g1124.t1
OG0002512		g1125.t1
OG0002513		g1126.t1
OG0002514		g1127.t1
OG0002515		g1129.t1
OG0002516		g1145.t1
OG0002517		g1146.t1
OG0002518		g1147.t1
OG0002519		g1151.t1
OG0002520		g1154.t1
OG0002521		g1155.t1
OG0002522		g1156.t1
OG0002523		g1157.t1
OG0002524		g1160.t1
OG0002525		g1162.t1
OG0002526		g1164.t1
OG0002527		g1168.t1
OG0002528		g1169.t1
OG0002529		g1171.t1
OG0002530		g1172.t1
OG0002531		g1173.t1
OG0002532		g1175.t1
OG0002533		g1176.t1
OG0002534		g1179.t1
OG0002535		g1180.t1
OG0002536		g1182.t1
OG0002537		g1183.t1
OG0002538		g1184.t1
OG0002539		g1185.t1
OG0002540		g1187.t1
OG0002541		g1188.t1
OG0002542		g1189.t1
OG0002543		g1191.t1
OG0002544		g1192.t1
OG0002545		g1193.t1
OG0002546		g1196.t1
OG0002547		g1198.t1
OG0002548		g1199.t1
OG0002549		g1200.t1
OG0002550		g1203.t1
OG0002551		g1204.t1
OG0002552		g1207.t1
OG0002553		g1209.t1
OG0002554		g1211.t1
OG0002555		g1213.t1
OG0002556		g1214.t1
OG0002557		g1217.t1
OG0002558		g1218.t1
OG0002559		g1219.t1
OG0002560		g1220.t1
OG0002561		g1221.t1
OG0002562		g1224.t1
OG0002563		g1225.t1
OG0002564		g1226.t1
OG0002565		g1228.t1
OG0002566		g1230.t1
OG0002567		g1231.t1
OG0002568		g1232.t1
OG0002569		g1234.t1
OG0002570		g1235.t1
OG0002571		g1236.t1
OG0002572		g1239.t1
OG0002573		g1245.t1
OG0002574		g1249.t1
OG0002575		g1250.t1
OG0002576		g1252.t1
OG0002577		g1261.t1
OG0002578		g1262.t1
OG0002579		g1266.t1
OG0002580		g1269.t1
OG0002581		g1282.t1
OG0002582		g1286.t1
OG0002583		g1290.t1
OG0002584		g1291.t1
OG0002585		g1295.t1
OG0002586		g1297.t1
OG0002587		g1298.t1
OG0002588		g1299.t1
OG0002589		g1300.t1
OG0002590		g1301.t1
OG0002591		g1302.t1
OG0002592		g1303.t1
OG0002593		g1305.t1
OG0002594		g1306.t1
OG0002595		g1307.t1
OG0002596		g1308.t1
OG0002597		g1309.t1
OG0002598		g1311.t1
OG0002599		g1312.t1
OG0002600		g1313.t1
OG0002601		g1316.t1
OG0002602		g1317.t1
OG0002603		g1328.t1
OG0002604		g1329.t1
OG0002605		g1332.t1
OG0002606		g1333.t1
OG0002607		g1335.t1
OG0002608		g1336.t1
OG0002609		g1342.t1
OG0002610		g1343.t1
OG0002611		g1351.t1
OG0002612		g1352.t1
OG0002613		g1356.t1
OG0002614		g1361.t1
OG0002615		g1365.t1
OG0002616		g1369.t1
OG0002617		g1370.t1
OG0002618		g1374.t1
OG0002619		g1376.t1
OG0002620		g1377.t1
OG0002621		g1378.t1
OG0002622		g1379.t1
OG0002623		g1394.t1
OG0002624		g1395.t1
OG0002625		g1396.t1
OG0002626		g1397.t1
OG0002627		g1398.t1
OG0002628		g1402.t1
OG0002629		g1404.t1
OG0002630		g1413.t1
OG0002631		g1420.t1
OG0002632		g1421.t1
OG0002633		g1422.t1
OG0002634		g1425.t1
OG0002635		g1433.t1
OG0002636		g1437.t1
OG0002637		g1440.t1
OG0002638		g1442.t1
OG0002639		g1443.t1
OG0002640		g1444.t1
OG0002641		g1445.t1
OG0002642		g1447.t1
OG0002643		g1448.t1
OG0002644		g1449.t1
OG0002645		g1451.t1
OG0002646		g1456.t1
OG0002647		g1457.t1
OG0002648		g1458.t1
OG0002649		g1459.t1
OG0002650		g1460.t1
OG0002651		g1467.t1
OG0002652		g1469.t1
OG0002653		g1471.t1
OG0002654		g1477.t1
OG0002655		g1478.t1
OG0002656		g1479.t1
OG0002657		g1482.t1
OG0002658		g1486.t1
OG0002659		g1487.t1
OG0002660		g1488.t1
OG0002661		g1489.t1
OG0002662		g1490.t1
OG0002663		g1491.t1
OG0002664		g1494.t1
OG0002665		g1495.t1
OG0002666		g1498.t1
OG0002667		g1499.t1
OG0002668		g1500.t1
OG0002669		g1501.t1
OG0002670		g1502.t1
OG0002671		g1503.t1
OG0002672		g1504.t1
OG0002673		g1507.t1
OG0002674		g1509.t1
OG0002675		g1511.t1
OG0002676		g1515.t1
OG0002677		g1522.t1
OG0002678		g1527.t1
OG0002679		g1528.t1
OG0002680		g1529.t1
OG0002681		g1534.t1
OG0002682		g1535.t1
OG0002683		g1536.t1
OG0002684		g1538.t1
OG0002685		g1539.t1
OG0002686		g1543.t1
OG0002687		g1545.t1
OG0002688		g1549.t1
OG0002689		g1551.t1
OG0002690		g1554.t1
OG0002691		g1555.t1
OG0002692		g1558.t1
OG0002693		g1559.t1
OG0002694		g1563.t1
OG0002695		g1565.t1
OG0002696		g1567.t1
OG0002697		g1571.t1
OG0002698		g1572.t1
OG0002699		g1573.t1
OG0002700		g1574.t1
OG0002701		g1575.t1
OG0002702		g1576.t1
OG0002703		g1577.t1
OG0002704		g1584.t1
OG0002705		g1585.t1
OG0002706		g1587.t1
OG0002707		g1590.t1
OG0002708		g1592.t1
OG0002709		g1593.t1
OG0002710		g1594.t1
OG0002711		g1595.t1
OG0002712		g1596.t1
OG0002713		g1600.t1
OG0002714		g1603.t1
OG0002715		g1606.t1
OG0002716		g1608.t1
OG0002717		g1609.t1
OG0002718		g1616.t1
OG0002719		g1617.t1
OG0002720		g1618.t1
OG0002721		g1619.t1
OG0002722		g1620.t1
OG0002723		g1621.t1
OG0002724		g1622.t1
OG0002725		g1623.t1
OG0002726		g1624.t1
OG0002727		g1625.t1
OG0002728		g1627.t1
OG0002729		g1628.t1
OG0002730		g1636.t1
OG0002731		g1639.t1
OG0002732		g1640.t1
OG0002733		g1642.t1
OG0002734		g1652.t1
OG0002735		g1653.t1
OG0002736		g1655.t1
OG0002737		g1656.t1
OG0002738		g1657.t1
OG0002739		g1660.t1
OG0002740		g1661.t1
OG0002741		g1665.t1
OG0002742		g1668.t1
OG0002743		g1677.t1
OG0002744		g1681.t1
OG0002745		g1683.t1
OG0002746		g1684.t1
OG0002747		g1686.t1
OG0002748		g1687.t1
OG0002749		g1689.t1
OG0002750		g1692.t1
OG0002751		g1693.t1
OG0002752		g1694.t1
OG0002753		g1696.t1
OG0002754		g1697.t1
OG0002755		g1698.t1
OG0002756		g1699.t1
OG0002757		g1702.t1
OG0002758		g1705.t1
OG0002759		g1706.t1
OG0002760		g1707.t1
OG0002761		g1715.t1
OG0002762		g1716.t1
OG0002763		g1717.t1
OG0002764		g1719.t1
OG0002765		g1720.t1
OG0002766		g1721.t1
OG0002767		g1722.t1
OG0002768		g1726.t1
OG0002769		g1727.t1
OG0002770		g1728.t1
OG0002771		g1732.t1
OG0002772		g1733.t1
OG0002773		g1735.t1
OG0002774		g1736.t1
OG0002775		g1737.t1
OG0002776		g1739.t1
OG0002777		g1740.t1
OG0002778		g1741.t1
OG0002779		g1743.t1
OG0002780		g1744.t1
OG0002781		g1745.t1
OG0002782		g1748.t1
OG0002783		g1752.t1
OG0002784		g1753.t1
OG0002785		g1754.t1
OG0002786		g1755.t1
OG0002787		g1756.t1
OG0002788		g1759.t1
OG0002789		g1760.t1
OG0002790		g1761.t1
OG0002791		g1767.t1
OG0002792		g1775.t1
OG0002793		g1776.t1
OG0002794		g1782.t1
OG0002795		g1783.t1
OG0002796		g1784.t1
OG0002797		g1785.t1
OG0002798		g1786.t1
OG0002799		g1787.t1
OG0002800		g1790.t1
OG0002801		g1791.t1
OG0002802		g1794.t1
OG0002803		g1797.t1
OG0002804		g1802.t1
OG0002805		g1803.t1
OG0002806		g1804.t1
OG0002807		g1810.t1
OG0002808		g1811.t1
OG0002809		g1813.t1
OG0002810		g1816.t1
OG0002811		g1817.t1
OG0002812		g1821.t1
OG0002813		g1825.t1
OG0002814		g1827.t1
OG0002815		g1828.t1
OG0002816		g1829.t1
OG0002817		g1831.t1
OG0002818		g1832.t1
OG0002819		g1833.t1
OG0002820		g1835.t1
OG0002821		g1836.t1
OG0002822		g1838.t1
OG0002823		g1839.t1
OG0002824		g1840.t1
OG0002825		g1841.t1
OG0002826		g1843.t1
OG0002827		g1844.t1
OG0002828		g1845.t1
OG0002829		g1846.t1
OG0002830		g1848.t1
OG0002831		g1853.t1
OG0002832		g1854.t1
OG0002833		g1855.t1
OG0002834		g1857.t1
OG0002835		g1858.t1
OG0002836		g1860.t1
OG0002837		g1861.t1
OG0002838		g1862.t1
OG0002839		g1863.t1
OG0002840		g1864.t1
OG0002841		g1866.t1
OG0002842		g1868.t1
OG0002843		g1869.t1
OG0002844		g1870.t1
OG0002845		g1873.t1
OG0002846		g1875.t1
OG0002847		g1881.t1
OG0002848		g1885.t1
OG0002849		g1886.t1
OG0002850		g1887.t1
OG0002851		g1888.t1
OG0002852		g1889.t1
OG0002853		g1890.t1
OG0002854		g1892.t1
OG0002855		g1895.t1
OG0002856		g1896.t1
OG0002857		g1897.t1
OG0002858		g1898.t1
OG0002859		g1899.t1
OG0002860		g1904.t1
OG0002861		g1906.t1
OG0002862		g1911.t1
OG0002863		g1912.t1
OG0002864		g1922.t1
OG0002865		g1923.t1
OG0002866		g1924.t1
OG0002867		g1925.t1
OG0002868		g1927.t1
OG0002869		g1930.t1
OG0002870		g1931.t1
OG0002871		g1934.t1
OG0002872		g1947.t1
OG0002873		g1949.t1
OG0002874		g1952.t1
OG0002875		g1960.t1
OG0002876		g1962.t1
OG0002877		g1963.t1
OG0002878		g1968.t1
OG0002879		g1970.t1
OG0002880		g1972.t1
OG0002881		g1973.t1
OG0002882		g1978.t1
OG0002883		g1979.t1
OG0002884		g1981.t1
OG0002885		g1982.t1
OG0002886		g1985.t1
OG0002887		g1993.t1
OG0002888		g1994.t1
OG0002889		g1995.t1
OG0002890		g1997.t1
OG0002891		g1998.t1
OG0002892		g1999.t1
OG0002893		g2005.t1
OG0002894		g2006.t1
OG0002895		g2007.t1
OG0002896		g2010.t1
OG0002897		g2011.t1
OG0002898		g2016.t1
OG0002899		g2017.t1
OG0002900		g2018.t1
OG0002901		g2020.t1
OG0002902		g2026.t1
OG0002903		g2028.t1
OG0002904		g2029.t1
OG0002905		g2035.t1
OG0002906		g2036.t1
OG0002907		g2041.t1
OG0002908		g2043.t1
OG0002909		g2045.t1
OG0002910		g2050.t1
OG0002911		g2052.t1
OG0002912		g2053.t1
OG0002913		g2060.t1
OG0002914		g2065.t1
OG0002915		g2066.t1
OG0002916		g2067.t1
OG0002917		g2068.t1
OG0002918		g2074.t1
OG0002919		g2076.t1
OG0002920		g2078.t1
OG0002921		g2081.t1
OG0002922		g2082.t1
OG0002923		g2083.t1
OG0002924		g2086.t1
OG0002925		g2087.t1
OG0002926		g2089.t1
OG0002927		g2091.t1
OG0002928		g2092.t1
OG0002929		g2105.t1
OG0002930		g2106.t1
OG0002931		g2109.t1
OG0002932		g2110.t1
OG0002933		g2112.t1
OG0002934		g2114.t1
OG0002935		g2124.t1
OG0002936		g2125.t1
OG0002937		g2129.t1
OG0002938		g2131.t1
OG0002939		g2132.t1
OG0002940		g2138.t1
OG0002941		g2139.t1
OG0002942		g2141.t1
OG0002943		g2145.t1
OG0002944		g2146.t1
OG0002945		g2147.t1
OG0002946		g2148.t1
OG0002947		g2152.t1
OG0002948		g2156.t1
OG0002949		g2159.t1
OG0002950		g2163.t1
OG0002951		g2164.t1
OG0002952		g2169.t1
OG0002953		g2172.t1
OG0002954		g2175.t1
OG0002955		g2178.t1
OG0002956		g2179.t1
OG0002957		g2182.t1
OG0002958		g2184.t1
OG0002959		g2190.t1
OG0002960		g2201.t1
OG0002961		g2206.t1
OG0002962		g2207.t1
OG0002963		g2213.t1
OG0002964		g2214.t1
OG0002965		g2216.t1
OG0002966		g2218.t1
OG0002967		g2219.t1
OG0002968		g2221.t1
OG0002969		g2222.t1
OG0002970		g2223.t1
OG0002971		g2225.t1
OG0002972		g2229.t1
OG0002973		g2232.t1
OG0002974		g2233.t1
OG0002975		g2234.t1
OG0002976		g2235.t1
OG0002977		g2236.t1
OG0002978		g2239.t1
OG0002979		g2241.t1
OG0002980		g2244.t1
OG0002981		g2245.t1
OG0002982		g2248.t1
OG0002983		g2250.t1
OG0002984		g2256.t1
OG0002985		g2261.t1
OG0002986		g2262.t1
OG0002987		g2264.t1
OG0002988		g2265.t1
OG0002989		g2270.t1
OG0002990		g2273.t1
OG0002991		g2274.t1
OG0002992		g2275.t1
OG0002993		g2282.t1
OG0002994		g2283.t1
OG0002995		g2284.t1
OG0002996		g2287.t1
OG0002997		g2288.t1
OG0002998		g2289.t1
OG0002999		g2293.t1
OG0003000		g2294.t1
OG0003001		g2295.t1
OG0003002		g2296.t1
OG0003003		g2303.t1
OG0003004		g2304.t1
OG0003005		g2310.t1
OG0003006		g2316.t1
OG0003007		g2318.t1
OG0003008		g2319.t1
OG0003009		g2320.t1
OG0003010		g2322.t1
OG0003011		g2324.t1
OG0003012		g2329.t1
OG0003013		g2330.t1
OG0003014		g2338.t1
OG0003015		g2339.t1
OG0003016		g2348.t1
OG0003017		g2351.t1
OG0003018		g2354.t1
OG0003019		g2362.t1
OG0003020		g2364.t1
OG0003021		g2365.t1
OG0003022		g2367.t1
OG0003023		g2368.t1
OG0003024		g2370.t1
OG0003025		g2375.t1
OG0003026		g2377.t1
OG0003027		g2378.t1
OG0003028		g2382.t1
OG0003029		g2383.t1
OG0003030		g2393.t1
OG0003031		g2397.t1
OG0003032		g2398.t1
OG0003033		g2407.t1
OG0003034		g2408.t1
OG0003035		g2427.t1
OG0003036		g2429.t1
OG0003037		g2430.t1
OG0003038		g2431.t1
OG0003039		g2432.t1
OG0003040		g2435.t1
OG0003041		g2437.t1
OG0003042		g2438.t1
OG0003043		g2443.t1
OG0003044		g2445.t1
OG0003045		g2452.t1
OG0003046		g2460.t1
OG0003047		g2461.t1
OG0003048		g2462.t1
OG0003049		g2473.t1
OG0003050		g2476.t1
OG0003051		g2478.t1
OG0003052		g2483.t1
OG0003053		g2486.t1
OG0003054		g2487.t1
OG0003055		g2489.t1
OG0003056		g2496.t1
OG0003057		g2498.t1
OG0003058		g2499.t1
OG0003059		g2502.t1
OG0003060		g2503.t1
OG0003061		g2504.t1
OG0003062		g2513.t1
OG0003063		g2524.t1
OG0003064		g2525.t1
OG0003065		g2526.t1
OG0003066		g2527.t1
OG0003067		g2529.t1
OG0003068		g2530.t1
OG0003069		g2531.t1
OG0003070		g2532.t1
OG0003071		g2533.t1
OG0003072		g2534.t1
OG0003073		g2535.t1
OG0003074		g2536.t1
OG0003075		g2537.t1
OG0003076		g2539.t1
OG0003077		g2540.t1
OG0003078		g2543.t1
OG0003079		g2544.t1
OG0003080		g2546.t1
OG0003081		g2547.t1
OG0003082		g2548.t1
OG0003083		g2552.t1
OG0003084		g2553.t1
OG0003085		g2554.t1
OG0003086		g2555.t1
OG0003087		g2562.t1
OG0003088		g2563.t1
OG0003089		g2569.t1
OG0003090		g2570.t1
OG0003091		g2577.t1
OG0003092		g2579.t1
OG0003093		g2581.t1
OG0003094		g2585.t1
OG0003095		g2586.t1
OG0003096		g2587.t1
OG0003097		g2588.t1
OG0003098		g2589.t1
OG0003099		g2594.t1
OG0003100		g2595.t1
OG0003101		g2596.t1
OG0003102		g2597.t1
OG0003103		g2599.t1
OG0003104		g2600.t1
OG0003105		g2603.t1
OG0003106		g2605.t1
OG0003107		g2610.t1
OG0003108		g2615.t1
OG0003109		g2616.t1
OG0003110		g2617.t1
OG0003111		g2618.t1
OG0003112		g2620.t1
OG0003113		g2622.t1
OG0003114		g2625.t1
OG0003115		g2629.t1
OG0003116		g2630.t1
OG0003117		g2638.t1
OG0003118		g2640.t1
OG0003119		g2647.t1
OG0003120		g2649.t1
OG0003121		g2651.t1
OG0003122		g2654.t1
OG0003123		g2659.t1
OG0003124		g2662.t1
OG0003125		g2663.t1
OG0003126		g2665.t1
OG0003127		g2666.t1
OG0003128		g2667.t1
OG0003129		g2670.t1
OG0003130		g2671.t1
OG0003131		g2672.t1
OG0003132		g2673.t1
OG0003133		g2675.t1
OG0003134		g2676.t1
OG0003135		g2677.t1
OG0003136		g2678.t1
OG0003137		g2685.t1
OG0003138		g2686.t1
OG0003139		g2688.t1
OG0003140		g2690.t1
OG0003141		g2692.t1
OG0003142		g2693.t1
OG0003143		g2695.t1
OG0003144		g2697.t1
OG0003145		g2699.t1
OG0003146		g2700.t1
OG0003147		g2704.t1
OG0003148		g2713.t1
OG0003149		g2717.t1
OG0003150		g2718.t1
OG0003151		g2721.t1
OG0003152		g2722.t1
OG0003153		g2723.t1
OG0003154		g2724.t1
OG0003155		g2726.t1
OG0003156		g2727.t1
OG0003157		g2728.t1
OG0003158		g2729.t1
OG0003159		g2730.t1
OG0003160		g2731.t1
OG0003161		g2732.t1
OG0003162		g2733.t1
OG0003163		g2734.t1
OG0003164		g2737.t1
OG0003165		g2739.t1
OG0003166		g2741.t1
OG0003167		g2744.t1
OG0003168		g2745.t1
OG0003169		g2746.t1
OG0003170		g2755.t1
OG0003171		g2756.t1
OG0003172		g2757.t1
OG0003173		g2758.t1
OG0003174		g2765.t1
OG0003175		g2767.t1
OG0003176		g2769.t1
OG0003177		g2770.t1
OG0003178		g2777.t1
OG0003179		g2780.t1
OG0003180		g2781.t1
OG0003181		g2783.t1
OG0003182		g2784.t1
OG0003183		g2785.t1
OG0003184		g2791.t1
OG0003185		g2795.t1
OG0003186		g2799.t1
OG0003187		g2801.t1
OG0003188		g2804.t1
OG0003189		g2807.t1
OG0003190		g2813.t1
OG0003191		g2817.t1
OG0003192		g2820.t1
OG0003193		g2821.t1
OG0003194		g2826.t1
OG0003195		g2830.t1
OG0003196		g2831.t1
OG0003197		g2832.t1
OG0003198		g2833.t1
OG0003199		g2834.t1
OG0003200		g2836.t1
OG0003201		g2843.t1
OG0003202		g2844.t1
OG0003203		g2846.t1
OG0003204		g2847.t1
OG0003205		g2849.t1
OG0003206		g2854.t1
OG0003207		g2855.t1
OG0003208		g2856.t1
OG0003209		g2857.t1
OG0003210		g2859.t1
OG0003211		g2869.t1
OG0003212		g2870.t1
OG0003213		g2873.t1
OG0003214		g2874.t1
OG0003215		g2882.t1
OG0003216		g2883.t1
OG0003217		g2886.t1
OG0003218		g2888.t1
OG0003219		g2889.t1
OG0003220		g2890.t1
OG0003221		g2892.t1
OG0003222		g2896.t1
OG0003223		g2897.t1
OG0003224		g2898.t1
OG0003225		g2904.t1
OG0003226		g2906.t1
OG0003227		g2907.t1
OG0003228		g2909.t1
OG0003229		g2913.t1
OG0003230		g2915.t1
OG0003231		g2920.t1
OG0003232		g2923.t1
OG0003233		g2926.t1
OG0003234		g2929.t1
OG0003235		g2931.t1
OG0003236		g2932.t1
OG0003237		g2933.t1
OG0003238		g2934.t1
OG0003239		g2945.t1
OG0003240		g2957.t1
OG0003241		g2958.t1
OG0003242		g2959.t1
OG0003243		g2960.t1
OG0003244		g2961.t1
OG0003245		g2966.t1
OG0003246		g2967.t1
OG0003247		g2972.t1
OG0003248		g2973.t1
OG0003249		g2974.t1
OG0003250		g2975.t1
OG0003251		g2976.t1
OG0003252		g2979.t1
OG0003253		g2980.t1
OG0003254		g2983.t1
OG0003255		g2984.t1
OG0003256		g2986.t1
OG0003257		g2988.t1
OG0003258		g2989.t1
OG0003259		g2990.t1
OG0003260		g2994.t1
OG0003261		g2997.t1
OG0003262		g3000.t1
OG0003263		g3003.t1
OG0003264		g3004.t1
OG0003265		g3006.t1
OG0003266		g3007.t1
OG0003267		g3008.t1
OG0003268		g3009.t1
OG0003269		g3010.t1
OG0003270		g3013.t1
OG0003271		g3014.t1
OG0003272		g3032.t1
OG0003273		g3039.t1
OG0003274		g3040.t1
OG0003275		g3042.t1
OG0003276		g3043.t1
OG0003277		g3045.t1
OG0003278		g3046.t1
OG0003279		g3047.t1
OG0003280		g3048.t1
OG0003281		g3050.t1
OG0003282		g3053.t1
OG0003283		g3056.t1
OG0003284		g3065.t1
OG0003285		g3066.t1
OG0003286		g3070.t1
OG0003287		g3071.t1
OG0003288		g3075.t1
OG0003289		g3083.t1
OG0003290		g3084.t1
OG0003291		g3085.t1
OG0003292		g3086.t1
OG0003293		g3088.t1
OG0003294		g3090.t1
OG0003295		g3091.t1
