Orthogroup	Mycobacterium_tuberculosis	Neisseria_gonorrhoeae
OG0001474	g2392.t1	
OG0001475	g2396.t1	
OG0001476	g2398.t1	
OG0001477	g2401.t1	
OG0001478	g2402.t1	
OG0001479	g2404.t1	
OG0001480	g2405.t1	
OG0001481	g2407.t1	
OG0001482	g2408.t1	
OG0001483	g2410.t1	
OG0001484	g2411.t1	
OG0001485	g2412.t1	
OG0001486	g2413.t1	
OG0001487	g2414.t1	
OG0001488	g2415.t1	
OG0001489	g2416.t1	
OG0001490	g2420.t1	
OG0001491	g2421.t1	
OG0001492	g2422.t1	
OG0001493	g2429.t1	
OG0001494	g2432.t1	
OG0001495	g2434.t1	
OG0001496	g2435.t1	
OG0001497	g2436.t1	
OG0001498	g2439.t1	
OG0001499	g2440.t1	
OG0001500	g2441.t1	
OG0001501	g2446.t1	
OG0001502	g2456.t1	
OG0001503	g2457.t1	
OG0001504	g2461.t1	
OG0001505	g2464.t1	
OG0001506	g2468.t1	
OG0001507	g2473.t1	
OG0001508	g2475.t1	
OG0001509	g2476.t1	
OG0001510	g2478.t1	
OG0001511	g2479.t1	
OG0001512	g2480.t1	
OG0001513	g2482.t1	
OG0001514	g2485.t1	
OG0001515	g2487.t1	
OG0001516	g2488.t1	
OG0001517	g2490.t1	
OG0001518	g2491.t1	
OG0001519	g2492.t1	
OG0001520	g2493.t1	
OG0001521	g2495.t1	
OG0001522	g2496.t1	
OG0001523	g2497.t1	
OG0001524	g2498.t1	
OG0001525	g2500.t1	
OG0001526	g2501.t1	
OG0001527	g2502.t1	
OG0001528	g2503.t1	
OG0001529	g2504.t1	
OG0001530	g2505.t1	
OG0001531	g2507.t1	
OG0001532	g2513.t1	
OG0001533	g2514.t1	
OG0001534	g2515.t1	
OG0001535	g2516.t1	
OG0001536	g2517.t1	
OG0001537	g2518.t1	
OG0001538	g2519.t1	
OG0001539	g2520.t1	
OG0001540	g2524.t1	
OG0001541	g2525.t1	
OG0001542	g2531.t1	
OG0001543	g2533.t1	
OG0001544	g2534.t1	
OG0001545	g2536.t1	
OG0001546	g2537.t1	
OG0001547	g2539.t1	
OG0001548	g2540.t1	
OG0001549	g2541.t1	
OG0001550	g2543.t1	
OG0001551	g2546.t1	
OG0001552	g2547.t1	
OG0001553	g2549.t1	
OG0001554	g2550.t1	
OG0001555	g2551.t1	
OG0001556	g2556.t1	
OG0001557	g2557.t1	
OG0001558	g2560.t1	
OG0001559	g2561.t1	
OG0001560	g2562.t1	
OG0001561	g2563.t1	
OG0001562	g2564.t1	
OG0001563	g2567.t1	
OG0001564	g2570.t1	
OG0001565	g2571.t1	
OG0001566	g2573.t1	
OG0001567	g2575.t1	
OG0001568	g2580.t1	
OG0001569	g2581.t1	
OG0001570	g2583.t1	
OG0001571	g2584.t1	
OG0001572	g2589.t1	
OG0001573	g2592.t1	
OG0001574	g2593.t1	
OG0001575	g2594.t1	
OG0001576	g2595.t1	
OG0001577	g2597.t1	
OG0001578	g2599.t1	
OG0001579	g2601.t1	
OG0001580	g2602.t1	
OG0001581	g2604.t1	
OG0001582	g2606.t1	
OG0001583	g2607.t1	
OG0001584	g2608.t1	
OG0001585	g2610.t1	
OG0001586	g2616.t1	
OG0001587	g2617.t1	
OG0001588	g2618.t1	
OG0001589	g2619.t1	
OG0001590	g2621.t1	
OG0001591	g2622.t1	
OG0001592	g2626.t1	
OG0001593	g2627.t1	
OG0001594	g2628.t1	
OG0001595	g2629.t1	
OG0001596	g2631.t1	
OG0001597	g2632.t1	
OG0001598	g2634.t1	
OG0001599	g2635.t1	
OG0001600	g2636.t1	
OG0001601	g2638.t1	
OG0001602	g2639.t1	
OG0001603	g2641.t1	
OG0001604	g2644.t1	
OG0001605	g2645.t1	
OG0001606	g2647.t1	
OG0001607	g2648.t1	
OG0001608	g2651.t1	
OG0001609	g2652.t1	
OG0001610	g2653.t1	
OG0001611	g2654.t1	
OG0001612	g2656.t1	
OG0001613	g2657.t1	
OG0001614	g2658.t1	
OG0001615	g2660.t1	
OG0001616	g2662.t1	
OG0001617	g2663.t1	
OG0001618	g2664.t1	
OG0001619	g2665.t1	
OG0001620	g2666.t1	
OG0001621	g2669.t1	
OG0001622	g2673.t1	
OG0001623	g2675.t1	
OG0001624	g2676.t1	
OG0001625	g2677.t1	
OG0001626	g2678.t1	
OG0001627	g2679.t1	
OG0001628	g2682.t1	
OG0001629	g2683.t1	
OG0001630	g2684.t1	
OG0001631	g2685.t1	
OG0001632	g2686.t1	
OG0001633	g2687.t1	
OG0001634	g2688.t1	
OG0001635	g2689.t1	
OG0001636	g2690.t1	
OG0001637	g2693.t1	
OG0001638	g2695.t1	
OG0001639	g2696.t1	
OG0001640	g2697.t1	
OG0001641	g2701.t1	
OG0001642	g2706.t1	
OG0001643	g2707.t1	
OG0001644	g2708.t1	
OG0001645	g2714.t1	
OG0001646	g2715.t1	
OG0001647	g2716.t1	
OG0001648	g2717.t1	
OG0001649	g2723.t1	
OG0001650	g2724.t1	
OG0001651	g2725.t1	
OG0001652	g2726.t1	
OG0001653	g2728.t1	
OG0001654	g2733.t1	
OG0001655	g2735.t1	
OG0001656	g2736.t1	
OG0001657	g2737.t1	
OG0001658	g2744.t1	
OG0001659	g2745.t1	
OG0001660	g2746.t1	
OG0001661	g2750.t1	
OG0001662	g2753.t1	
OG0001663	g2754.t1	
OG0001664	g2755.t1	
OG0001665	g2756.t1	
OG0001666	g2758.t1	
OG0001667	g2760.t1	
OG0001668	g2761.t1	
OG0001669	g2762.t1	
OG0001670	g2763.t1	
OG0001671	g2766.t1	
OG0001672	g2767.t1	
OG0001673	g2768.t1	
OG0001674	g2769.t1	
OG0001675	g2770.t1	
OG0001676	g2771.t1	
OG0001677	g2772.t1	
OG0001678	g2773.t1	
OG0001679	g2775.t1	
OG0001680	g2776.t1	
OG0001681	g2778.t1	
OG0001682	g2779.t1	
OG0001683	g2785.t1	
OG0001684	g2786.t1	
OG0001685	g2787.t1	
OG0001686	g2789.t1	
OG0001687	g2790.t1	
OG0001688	g2791.t1	
OG0001689	g2796.t1	
OG0001690	g2797.t1	
OG0001691	g2799.t1	
OG0001692	g2800.t1	
OG0001693	g2804.t1	
OG0001694	g2805.t1	
OG0001695	g2806.t1	
OG0001696	g2816.t1	
OG0001697	g2817.t1	
OG0001698	g2818.t1	
OG0001699	g2819.t1	
OG0001700	g2826.t1	
OG0001701	g2829.t1	
OG0001702	g2830.t1	
OG0001703	g2831.t1	
OG0001704	g2832.t1	
OG0001705	g2833.t1	
OG0001706	g2839.t1	
OG0001707	g2840.t1	
OG0001708	g2845.t1	
OG0001709	g2847.t1	
OG0001710	g2848.t1	
OG0001711	g2850.t1	
OG0001712	g2851.t1	
OG0001713	g2852.t1	
OG0001714	g2853.t1	
OG0001715	g2854.t1	
OG0001716	g2855.t1	
OG0001717	g2856.t1	
OG0001718	g2857.t1	
OG0001719	g2858.t1	
OG0001720	g2862.t1	
OG0001721	g2866.t1	
OG0001722	g2867.t1	
OG0001723	g2868.t1	
OG0001724	g2869.t1	
OG0001725	g2872.t1	
OG0001726	g2873.t1	
OG0001727	g2875.t1	
OG0001728	g2876.t1	
OG0001729	g2877.t1	
OG0001730	g2889.t1	
OG0001731	g2894.t1	
OG0001732	g2904.t1	
OG0001733	g2908.t1	
OG0001734	g2909.t1	
OG0001735	g2911.t1	
OG0001736	g2913.t1	
OG0001737	g2914.t1	
OG0001738	g2915.t1	
OG0001739	g2917.t1	
OG0001740	g2921.t1	
OG0001741	g2923.t1	
OG0001742	g2924.t1	
OG0001743	g2925.t1	
OG0001744	g2926.t1	
OG0001745	g2929.t1	
OG0001746	g2932.t1	
OG0001747	g2933.t1	
OG0001748	g2935.t1	
OG0001749	g2936.t1	
OG0001750	g2939.t1	
OG0001751	g2941.t1	
OG0001752	g2943.t1	
OG0001753	g2946.t1	
OG0001754	g2950.t1	
OG0001755	g2951.t1	
OG0001756	g2954.t1	
OG0001757	g2955.t1	
OG0001758	g2957.t1	
OG0001759	g2958.t1	
OG0001760	g2959.t1	
OG0001761	g2961.t1	
OG0001762	g2962.t1	
OG0001763	g2963.t1	
OG0001764	g2964.t1	
OG0001765	g2967.t1	
OG0001766	g2973.t1	
OG0001767	g2975.t1	
OG0001768	g2976.t1	
OG0001769	g2977.t1	
OG0001770	g2978.t1	
OG0001771	g2980.t1	
OG0001772	g2982.t1	
OG0001773	g2983.t1	
OG0001774	g2984.t1	
OG0001775	g2985.t1	
OG0001776	g2987.t1	
OG0001777	g2990.t1	
OG0001778	g2993.t1	
OG0001779	g2994.t1	
OG0001780	g2997.t1	
OG0001781	g3002.t1	
OG0001782	g3003.t1	
OG0001783	g3004.t1	
OG0001784	g3010.t1	
OG0001785	g3013.t1	
OG0001786	g3014.t1	
OG0001787	g3015.t1	
OG0001788	g3019.t1	
OG0001789	g3020.t1	
OG0001790	g3021.t1	
OG0001791	g3023.t1	
OG0001792	g3026.t1	
OG0001793	g3027.t1	
OG0001794	g3028.t1	
OG0001795	g3031.t1	
OG0001796	g3040.t1	
OG0001797	g3041.t1	
OG0001798	g3043.t1	
OG0001799	g3047.t1	
OG0001800	g3049.t1	
OG0001801	g3050.t1	
OG0001802	g3052.t1	
OG0001803	g3053.t1	
OG0001804	g3055.t1	
OG0001805	g3056.t1	
OG0001806	g3060.t1	
OG0001807	g3061.t1	
OG0001808	g3065.t1	
OG0001809	g3066.t1	
OG0001810	g3074.t1	
OG0001811	g3080.t1	
OG0001812	g3088.t1	
OG0001813	g3090.t1	
OG0001814	g3094.t1	
OG0001815	g3095.t1	
OG0001816	g3097.t1	
OG0001817	g3098.t1	
OG0001818	g3102.t1	
OG0001819	g3103.t1	
OG0001820	g3104.t1	
OG0001821	g3107.t1	
OG0001822	g3108.t1	
OG0001823	g3115.t1	
OG0001824	g3118.t1	
OG0001825	g3119.t1	
OG0001826	g3121.t1	
OG0001827	g3122.t1	
OG0001828	g3125.t1	
OG0001829	g3129.t1	
OG0001830	g3132.t1	
OG0001831	g3141.t1	
OG0001832	g3142.t1	
OG0001833	g3143.t1	
OG0001834	g3146.t1	
OG0001835	g3147.t1	
OG0001836	g3148.t1	
OG0001837	g3149.t1	
OG0001838	g3151.t1	
OG0001839	g3153.t1	
OG0001840	g3154.t1	
OG0001841	g3158.t1	
OG0001842	g3160.t1	
OG0001843	g3161.t1	
OG0001844	g3163.t1	
OG0001845	g3164.t1	
OG0001846	g3165.t1	
OG0001847	g3166.t1	
OG0001848	g3167.t1	
OG0001849	g3169.t1	
OG0001850	g3171.t1	
OG0001851	g3175.t1	
OG0001852	g3176.t1	
OG0001853	g3177.t1	
OG0001854	g3179.t1	
OG0001855	g3181.t1	
OG0001856	g3185.t1	
OG0001857	g3186.t1	
OG0001858	g3187.t1	
OG0001859	g3188.t1	
OG0001860	g3189.t1	
OG0001861	g3191.t1	
OG0001862	g3192.t1	
OG0001863	g3195.t1	
OG0001864	g3196.t1	
OG0001865	g3197.t1	
OG0001866	g3198.t1	
OG0001867	g3201.t1	
OG0001868	g3202.t1	
OG0001869	g3203.t1	
OG0001870	g3204.t1	
OG0001871	g3207.t1	
OG0001872	g3208.t1	
OG0001873	g3210.t1	
OG0001874	g3211.t1	
OG0001875	g3214.t1	
OG0001876	g3215.t1	
OG0001877	g3217.t1	
OG0001878	g3218.t1	
OG0001879	g3220.t1	
OG0001880	g3224.t1	
OG0001881	g3227.t1	
OG0001882	g3230.t1	
OG0001883	g3234.t1	
OG0001884	g3235.t1	
OG0001885	g3236.t1	
OG0001886	g3238.t1	
OG0001887	g3240.t1	
OG0001888	g3242.t1	
OG0001889	g3245.t1	
OG0001890	g3246.t1	
OG0001891	g3247.t1	
OG0001892	g3250.t1	
OG0001893	g3254.t1	
OG0001894	g3255.t1	
OG0001895	g3268.t1	
OG0001896	g3269.t1	
OG0001897	g3270.t1	
OG0001898	g3272.t1	
OG0001899	g3273.t1	
OG0001900	g3274.t1	
OG0001901	g3275.t1	
OG0001902	g3276.t1	
OG0001903	g3277.t1	
OG0001904	g3287.t1	
OG0001905	g3291.t1	
OG0001906	g3292.t1	
OG0001907	g3294.t1	
OG0001908	g3295.t1	
OG0001909	g3297.t1	
OG0001910	g3299.t1	
OG0001911	g3302.t1	
OG0001912	g3306.t1	
OG0001913	g3307.t1	
OG0001914	g3313.t1	
OG0001915	g3317.t1	
OG0001916	g3318.t1	
OG0001917	g3319.t1	
OG0001918	g3320.t1	
OG0001919	g3323.t1	
OG0001920	g3324.t1	
OG0001921	g3329.t1	
OG0001922	g3332.t1	
OG0001923	g3334.t1	
OG0001924	g3348.t1	
OG0001925	g3350.t1	
OG0001926	g3351.t1	
OG0001927	g3353.t1	
OG0001928	g3359.t1	
OG0001929	g3363.t1	
OG0001930	g3368.t1	
OG0001931	g3369.t1	
OG0001932	g3371.t1	
OG0001933	g3374.t1	
OG0001934	g3375.t1	
OG0001935	g3377.t1	
OG0001936	g3378.t1	
OG0001937	g3379.t1	
OG0001938	g3380.t1	
OG0001939	g3382.t1	
OG0001940	g3385.t1	
OG0001941	g3386.t1	
OG0001942	g3391.t1	
OG0001943	g3392.t1	
OG0001944	g3394.t1	
OG0001945	g3395.t1	
OG0001946	g3396.t1	
OG0001947	g3397.t1	
OG0001948	g3398.t1	
OG0001949	g3405.t1	
OG0001950	g3406.t1	
OG0001951	g3407.t1	
OG0001952	g3408.t1	
OG0001953	g3409.t1	
OG0001954	g3410.t1	
OG0001955	g3411.t1	
OG0001956	g3412.t1	
OG0001957	g3415.t1	
OG0001958	g3420.t1	
OG0001959	g3421.t1	
OG0001960	g3428.t1	
OG0001961	g3435.t1	
OG0001962	g3438.t1	
OG0001963	g3439.t1	
OG0001964	g3441.t1	
OG0001965	g3451.t1	
OG0001966	g3460.t1	
OG0001967	g3461.t1	
OG0001968	g3462.t1	
OG0001969	g3469.t1	
OG0001970	g3471.t1	
OG0001971	g3477.t1	
OG0001972	g3478.t1	
OG0001973	g3481.t1	
OG0001974	g3485.t1	
OG0001975	g3486.t1	
OG0001976	g3491.t1	
OG0001977	g3492.t1	
OG0001978	g3502.t1	
OG0001979	g3516.t1	
OG0001980	g3518.t1	
OG0001981	g3522.t1	
OG0001982	g3525.t1	
OG0001983	g3527.t1	
OG0001984	g3531.t1	
OG0001985	g3532.t1	
OG0001986	g3533.t1	
OG0001987	g3534.t1	
OG0001988	g3535.t1	
OG0001989	g3536.t1	
OG0001990	g3537.t1	
OG0001991	g3539.t1	
OG0001992	g3542.t1	
OG0001993	g3543.t1	
OG0001994	g3544.t1	
OG0001995	g3547.t1	
OG0001996	g3549.t1	
OG0001997	g3550.t1	
OG0001998	g3551.t1	
OG0001999	g3552.t1	
OG0002000	g3553.t1	
OG0002001	g3554.t1	
OG0002002	g3555.t1	
OG0002003	g3556.t1	
OG0002004	g3558.t1	
OG0002005	g3560.t1	
OG0002006	g3561.t1	
OG0002007	g3562.t1	
OG0002008		g7.t1
