Orthogroup	Neisseria_gonorrhoeae	Pseudomonas_aeruginosa
OG0000148		g1179.t1, g2138.t1, g4752.t1, g599.t1, g870.t1
OG0000149		g1829.t1, g4662.t1, g4842.t1, g663.t1, g791.t1
OG0000150		g2715.t1, g3159.t1, g3160.t1, g683.t1, g686.t1
OG0000151		g1556.t1, g1911.t1, g3330.t1, g5085.t1, g798.t1
OG0000152		g1061.t1, g1823.t1, g2354.t1, g4191.t1, g4429.t1
OG0000153		g1069.t1, g1071.t1, g2688.t1, g2689.t1, g2690.t1
OG0000154		g1363.t1, g1977.t1, g3530.t1, g3823.t1, g5297.t1
OG0000155		g1469.t1, g1477.t1, g3307.t1, g3551.t1, g5123.t1
OG0000156		g1503.t1, g2383.t1, g3084.t1, g3651.t1, g3654.t1
OG0000157		g1567.t1, g1571.t1, g1757.t1, g2296.t1, g2519.t1
OG0000158		g1819.t1, g3552.t1, g3907.t1, g4065.t1, g4646.t1
OG0000159		g1830.t1, g2783.t1, g3223.t1, g4017.t1, g5450.t1
OG0000160		g1929.t1, g1930.t1, g3398.t1, g4292.t1, g4293.t1
OG0000161		g1948.t1, g2357.t1, g2816.t1, g3493.t1, g5416.t1
OG0000162		g1983.t1, g2300.t1, g2384.t1, g3632.t1, g5091.t1
OG0000163		g2172.t1, g3732.t1, g3811.t1, g3963.t1, g5116.t1
OG0000164		g2206.t1, g2794.t1, g2801.t1, g3470.t1, g3805.t1
OG0000165		g3242.t1, g3827.t1, g4054.t1, g4485.t1, g4935.t1
OG0000166		g4098.t1, g4496.t1, g4499.t1, g4501.t1, g4502.t1
OG0000167		g4581.t1, g4582.t1, g4585.t1, g4587.t1, g5419.t1
OG0000168		g1973.t1, g2112.t1, g2113.t1, g7.t1
OG0000169		g18.t1, g3625.t1, g4396.t1, g958.t1
OG0000170		g108.t1, g1668.t1, g2603.t1, g29.t1
OG0000171		g30.t1, g3299.t1, g5480.t1, g5490.t1
OG0000172		g1229.t1, g2119.t1, g3529.t1, g54.t1
OG0000173		g121.t1, g1390.t1, g1627.t1, g2756.t1
OG0000174		g175.t1, g2012.t1, g3953.t1, g610.t1
OG0000175		g178.t1, g3414.t1, g3778.t1, g419.t1
OG0000176		g1633.t1, g195.t1, g2375.t1, g4238.t1
OG0000177		g202.t1, g3042.t1, g700.t1, g984.t1
OG0000178		g203.t1, g3041.t1, g701.t1, g985.t1
OG0000179		g226.t1, g5080.t1, g612.t1, g614.t1
OG0000180		g1021.t1, g1269.t1, g227.t1, g4270.t1
OG0000181		g1016.t1, g280.t1, g4719.t1, g5142.t1
OG0000182		g1434.t1, g290.t1, g3297.t1, g795.t1
OG0000183		g1752.t1, g1765.t1, g300.t1, g539.t1
OG0000184		g1046.t1, g1923.t1, g2424.t1, g308.t1
OG0000185		g2905.t1, g345.t1, g3527.t1, g802.t1
OG0000186		g2392.t1, g3050.t1, g352.t1, g4884.t1
OG0000187		g1423.t1, g3108.t1, g359.t1, g376.t1
OG0000188		g1470.t1, g3694.t1, g382.t1, g586.t1
OG0000189		g3141.t1, g3489.t1, g389.t1, g3999.t1
OG0000190		g2994.t1, g3648.t1, g429.t1, g931.t1
OG0000191		g2736.t1, g3813.t1, g455.t1, g5473.t1
OG0000192		g1791.t1, g463.t1, g469.t1, g5296.t1
OG0000193		g516.t1, g523.t1, g524.t1, g526.t1
OG0000194		g519.t1, g520.t1, g521.t1, g522.t1
OG0000195		g1050.t1, g4642.t1, g571.t1, g665.t1
OG0000196		g2718.t1, g3163.t1, g4612.t1, g694.t1
OG0000197		g4161.t1, g4626.t1, g4712.t1, g697.t1
OG0000198		g3595.t1, g5207.t1, g718.t1, g894.t1
OG0000199		g1125.t1, g3241.t1, g4045.t1, g741.t1
OG0000200		g1579.t1, g1810.t1, g3182.t1, g806.t1
OG0000201		g2675.t1, g3754.t1, g4966.t1, g808.t1
OG0000202		g1524.t1, g1681.t1, g3981.t1, g836.t1
OG0000203		g1431.t1, g1839.t1, g2973.t1, g844.t1
OG0000204		g3851.t1, g4702.t1, g5265.t1, g898.t1
OG0000205		g1003.t1, g2165.t1, g4165.t1, g5386.t1
OG0000206		g1005.t1, g2167.t1, g4163.t1, g4741.t1
OG0000207		g1006.t1, g2153.t1, g3668.t1, g4477.t1
OG0000208		g1009.t1, g1010.t1, g3352.t1, g3399.t1
OG0000209		g1030.t1, g3366.t1, g4093.t1, g4880.t1
OG0000210		g1089.t1, g3430.t1, g4952.t1, g5007.t1
OG0000211		g1093.t1, g1095.t1, g1096.t1, g1097.t1
OG0000212		g1146.t1, g2058.t1, g2584.t1, g3456.t1
OG0000213		g1153.t1, g1446.t1, g1928.t1, g3547.t1
OG0000214		g1181.t1, g1617.t1, g2208.t1, g2724.t1
OG0000215		g1186.t1, g4070.t1, g4079.t1, g4529.t1
OG0000216		g1217.t1, g2458.t1, g2741.t1, g3920.t1
OG0000217		g1220.t1, g1225.t1, g2457.t1, g3303.t1
OG0000218		g1223.t1, g1554.t1, g2132.t1, g5495.t1
OG0000219		g1224.t1, g4089.t1, g4107.t1, g5345.t1
OG0000220		g1262.t1, g1906.t1, g3472.t1, g4224.t1
OG0000221		g1371.t1, g1376.t1, g2764.t1, g4730.t1
OG0000222		g1389.t1, g1629.t1, g3024.t1, g5272.t1
OG0000223		g1421.t1, g1970.t1, g4366.t1, g5398.t1
OG0000224		g1568.t1, g1572.t1, g1883.t1, g4216.t1
OG0000225		g1606.t1, g2288.t1, g3483.t1, g5111.t1
OG0000226		g1972.t1, g2187.t1, g4318.t1, g4699.t1
OG0000227		g1982.t1, g2298.t1, g2359.t1, g3634.t1
OG0000228		g2056.t1, g3220.t1, g3611.t1, g3630.t1
OG0000229		g2076.t1, g3034.t1, g3309.t1, g4629.t1
OG0000230		g2261.t1, g3193.t1, g3767.t1, g3902.t1
OG0000231		g2287.t1, g3484.t1, g4122.t1, g4233.t1
OG0000232		g2341.t1, g2450.t1, g2464.t1, g4311.t1
OG0000233		g2796.t1, g3729.t1, g4583.t1, g5324.t1
OG0000234		g2972.t1, g4242.t1, g4243.t1, g4797.t1
OG0000235		g3055.t1, g3056.t1, g3559.t1, g3564.t1
OG0000236		g3224.t1, g4831.t1, g5301.t1, g5436.t1
OG0000237		g4407.t1, g4787.t1, g5218.t1, g5219.t1
OG0000238		g4737.t1, g4738.t1, g4739.t1, g4742.t1
OG0000239		g1691.t1, g2401.t1, g82.t1
OG0000240		g1689.t1, g2403.t1, g84.t1
OG0000241		g1677.t1, g2400.t1, g87.t1
OG0000242		g1678.t1, g2405.t1, g88.t1
OG0000243		g1679.t1, g2406.t1, g89.t1
OG0000244		g1682.t1, g2409.t1, g93.t1
OG0000245		g1683.t1, g2410.t1, g94.t1
OG0000246		g107.t1, g2087.t1, g4765.t1
OG0000247		g113.t1, g1337.t1, g528.t1
OG0000248		g118.t1, g1339.t1, g5460.t1
OG0000249		g1198.t1, g124.t1, g2075.t1
OG0000250		g145.t1, g2467.t1, g3524.t1
OG0000251		g157.t1, g158.t1, g2544.t1
OG0000252		g1356.t1, g167.t1, g366.t1
OG0000253		g241.t1, g3219.t1, g5247.t1
OG0000254		g242.t1, g246.t1, g879.t1
OG0000255		g243.t1, g2669.t1, g4928.t1
OG0000256		g1528.t1, g267.t1, g5369.t1
OG0000257		g1646.t1, g2537.t1, g276.t1
OG0000258		g1437.t1, g291.t1, g3237.t1
OG0000259		g1784.t1, g315.t1, g4771.t1
OG0000260		g2050.t1, g323.t1, g331.t1
OG0000261		g1425.t1, g325.t1, g3846.t1
OG0000262		g361.t1, g5448.t1, g769.t1
OG0000263		g365.t1, g4056.t1, g4601.t1
OG0000264		g2006.t1, g377.t1, g378.t1
OG0000265		g1468.t1, g379.t1, g3818.t1
OG0000266		g384.t1, g4790.t1, g5140.t1
OG0000267		g1315.t1, g404.t1, g4040.t1
OG0000268		g3168.t1, g407.t1, g5120.t1
OG0000269		g408.t1, g448.t1, g4962.t1
OG0000270		g3608.t1, g409.t1, g5270.t1
OG0000271		g438.t1, g5440.t1, g947.t1
OG0000272		g4374.t1, g456.t1, g5307.t1
OG0000273		g2147.t1, g4596.t1, g499.t1
OG0000274		g2146.t1, g4595.t1, g502.t1
OG0000275		g2145.t1, g4594.t1, g503.t1
OG0000276		g2268.t1, g4969.t1, g536.t1
OG0000277		g1465.t1, g1466.t1, g544.t1
OG0000278		g1000.t1, g2852.t1, g550.t1
OG0000279		g3061.t1, g3257.t1, g559.t1
OG0000280		g2057.t1, g5261.t1, g607.t1
OG0000281		g1206.t1, g4851.t1, g608.t1
OG0000282		g1218.t1, g1958.t1, g659.t1
OG0000283		g1324.t1, g3359.t1, g662.t1
OG0000284		g1037.t1, g4284.t1, g666.t1
OG0000285		g4827.t1, g4828.t1, g721.t1
OG0000286		g3810.t1, g5382.t1, g735.t1
OG0000287		g3549.t1, g4086.t1, g738.t1
OG0000288		g1603.t1, g2337.t1, g773.t1
OG0000289		g3721.t1, g4531.t1, g778.t1
OG0000290		g3872.t1, g4440.t1, g783.t1
OG0000291		g1380.t1, g2461.t1, g831.t1
OG0000292		g1557.t1, g3391.t1, g842.t1
OG0000293		g1305.t1, g2884.t1, g850.t1
OG0000294		g3773.t1, g4754.t1, g882.t1
OG0000295		g3853.t1, g5267.t1, g900.t1
OG0000296		g1968.t1, g993.t1, g995.t1
OG0000297		g1167.t1, g3940.t1, g996.t1
OG0000298		g3204.t1, g3205.t1, g997.t1
OG0000299		g1018.t1, g1645.t1, g2692.t1
OG0000300		g1029.t1, g1609.t1, g5072.t1
OG0000301		g1048.t1, g1053.t1, g4488.t1
OG0000302		g1063.t1, g1935.t1, g4298.t1
OG0000303		g1119.t1, g1720.t1, g5340.t1
OG0000304		g1163.t1, g2024.t1, g5285.t1
OG0000305		g1209.t1, g1845.t1, g5268.t1
OG0000306		g1213.t1, g1214.t1, g3542.t1
OG0000307		g1232.t1, g2044.t1, g3865.t1
OG0000308		g1291.t1, g3271.t1, g5290.t1
OG0000309		g1294.t1, g3213.t1, g5239.t1
OG0000310		g1303.t1, g2126.t1, g2630.t1
OG0000311		g1306.t1, g1787.t1, g4675.t1
OG0000312		g1310.t1, g2644.t1, g5050.t1
OG0000313		g1341.t1, g2806.t1, g3100.t1
OG0000314		g1347.t1, g1519.t1, g5454.t1
OG0000315		g1375.t1, g2340.t1, g3652.t1
OG0000316		g1379.t1, g4914.t1, g5396.t1
OG0000317		g1464.t1, g1488.t1, g1713.t1
OG0000318		g1548.t1, g2654.t1, g3020.t1
OG0000319		g1558.t1, g4734.t1, g4735.t1
OG0000320		g1613.t1, g1614.t1, g5347.t1
OG0000321		g1660.t1, g3304.t1, g3405.t1
OG0000322		g1699.t1, g3856.t1, g4030.t1
OG0000323		g1708.t1, g2177.t1, g2210.t1
OG0000324		g1710.t1, g2900.t1, g4865.t1
OG0000325		g1753.t1, g1754.t1, g5021.t1
OG0000326		g1755.t1, g2931.t1, g5020.t1
OG0000327		g1796.t1, g1902.t1, g5370.t1
OG0000328		g1806.t1, g3951.t1, g3952.t1
OG0000329		g1811.t1, g3258.t1, g3824.t1
OG0000330		g1818.t1, g3195.t1, g4814.t1
OG0000331		g1834.t1, g2094.t1, g4589.t1
OG0000332		g1835.t1, g2093.t1, g4588.t1
OG0000333		g1836.t1, g1837.t1, g2092.t1
OG0000334		g1861.t1, g2677.t1, g5121.t1
OG0000335		g1864.t1, g2964.t1, g4211.t1
OG0000336		g1898.t1, g3025.t1, g3400.t1
OG0000337		g1931.t1, g2901.t1, g4294.t1
OG0000338		g1932.t1, g3126.t1, g4295.t1
OG0000339		g2005.t1, g3376.t1, g4602.t1
OG0000340		g2015.t1, g2329.t1, g3873.t1
OG0000341		g2098.t1, g2099.t1, g3840.t1
OG0000342		g2120.t1, g2550.t1, g2554.t1
OG0000343		g2188.t1, g2597.t1, g4722.t1
OG0000344		g2192.t1, g2202.t1, g2235.t1
OG0000345		g2193.t1, g2200.t1, g2204.t1
OG0000346		g2258.t1, g2546.t1, g4119.t1
OG0000347		g2286.t1, g3485.t1, g4232.t1
OG0000348		g2291.t1, g2571.t1, g3713.t1
OG0000349		g2311.t1, g4081.t1, g4503.t1
OG0000350		g2330.t1, g3248.t1, g4178.t1
OG0000351		g2393.t1, g4523.t1, g4624.t1
OG0000352		g2460.t1, g2511.t1, g5427.t1
OG0000353		g2486.t1, g4888.t1, g5314.t1
OG0000354		g2535.t1, g3353.t1, g4698.t1
OG0000355		g2536.t1, g3839.t1, g4134.t1
OG0000356		g2567.t1, g4557.t1, g4559.t1
OG0000357		g2583.t1, g4254.t1, g5434.t1
OG0000358		g2735.t1, g3888.t1, g4251.t1
OG0000359		g2744.t1, g3535.t1, g4709.t1
OG0000360		g2749.t1, g2765.t1, g4259.t1
OG0000361		g2751.t1, g4561.t1, g4826.t1
OG0000362		g2854.t1, g3190.t1, g4946.t1
OG0000363		g2917.t1, g4846.t1, g5376.t1
OG0000364		g2922.t1, g3346.t1, g4184.t1
OG0000365		g2924.t1, g3018.t1, g3635.t1
OG0000366		g2971.t1, g4123.t1, g4798.t1
OG0000367		g3085.t1, g3656.t1, g5086.t1
OG0000368		g3142.t1, g3490.t1, g4000.t1
OG0000369		g3212.t1, g5236.t1, g5237.t1
OG0000370		g3381.t1, g3382.t1, g3448.t1
OG0000371		g3421.t1, g4981.t1, g5413.t1
OG0000372		g3461.t1, g3743.t1, g4116.t1
OG0000373		g3466.t1, g3467.t1, g5331.t1
OG0000374		g3602.t1, g4317.t1, g4974.t1
OG0000375		g4010.t1, g5393.t1, g5477.t1
OG0000376		g4604.t1, g4933.t1, g5379.t1
OG0000377		g4652.t1, g4762.t1, g5037.t1
OG0000378		g5182.t1, g5183.t1, g5184.t1
OG0000379	g1.t1	g4355.t1
OG0000380	g2.t1	g4353.t1
OG0000381	g3.t1	g2105.t1
OG0000382	g4.t1	g4338.t1
OG0000383	g5.t1	g4329.t1
OG0000384	g6.t1	g4328.t1
OG0000385		g1.t1, g961.t1
OG0000386		g4.t1, g5061.t1
OG0000387		g10.t1, g1208.t1
OG0000388		g11.t1, g3305.t1
OG0000389		g1139.t1, g19.t1
OG0000390		g22.t1, g3262.t1
OG0000391		g248.t1, g25.t1
OG0000392		g40.t1, g65.t1
OG0000393		g2498.t1, g42.t1
OG0000394		g1169.t1, g43.t1
OG0000395		g3915.t1, g46.t1
OG0000396		g52.t1, g53.t1
OG0000397		g63.t1, g871.t1
OG0000398		g2908.t1, g64.t1
OG0000399		g66.t1, g67.t1
OG0000400		g1688.t1, g85.t1
OG0000401		g1687.t1, g86.t1
OG0000402		g2407.t1, g90.t1
OG0000403		g111.t1, g1336.t1
OG0000404		g120.t1, g2672.t1
OG0000405		g148.t1, g149.t1
OG0000406		g151.t1, g4273.t1
OG0000407		g164.t1, g1770.t1
OG0000408		g168.t1, g238.t1
OG0000409		g1473.t1, g181.t1
OG0000410		g1758.t1, g191.t1
OG0000411		g216.t1, g994.t1
OG0000412		g218.t1, g3027.t1
OG0000413		g228.t1, g3498.t1
OG0000414		g2033.t1, g231.t1
OG0000415		g236.t1, g4571.t1
OG0000416		g249.t1, g4940.t1
OG0000417		g258.t1, g5338.t1
OG0000418		g1525.t1, g263.t1
OG0000419		g1509.t1, g286.t1
OG0000420		g316.t1, g4747.t1
OG0000421		g336.t1, g338.t1
OG0000422		g337.t1, g4095.t1
OG0000423		g353.t1, g354.t1
OG0000424		g3256.t1, g358.t1
OG0000425		g1561.t1, g392.t1
OG0000426		g405.t1, g837.t1
OG0000427		g1789.t1, g414.t1
OG0000428		g426.t1, g5167.t1
OG0000429		g447.t1, g5130.t1
OG0000430		g3326.t1, g464.t1
OG0000431		g1020.t1, g491.t1
OG0000432		g4941.t1, g500.t1
OG0000433		g504.t1, g505.t1
OG0000434		g4453.t1, g545.t1
OG0000435		g5358.t1, g546.t1
OG0000436		g1517.t1, g558.t1
OG0000437		g4026.t1, g567.t1
OG0000438		g3757.t1, g590.t1
OG0000439		g3507.t1, g592.t1
OG0000440		g4819.t1, g593.t1
OG0000441		g4818.t1, g594.t1
OG0000442		g3147.t1, g600.t1
OG0000443		g2255.t1, g603.t1
OG0000444		g621.t1, g920.t1
OG0000445		g4964.t1, g622.t1
OG0000446		g651.t1, g653.t1
OG0000447		g2650.t1, g656.t1
OG0000448		g3885.t1, g671.t1
OG0000449		g4220.t1, g674.t1
OG0000450		g3712.t1, g675.t1
OG0000451		g3158.t1, g688.t1
OG0000452		g695.t1, g696.t1
OG0000453		g1927.t1, g710.t1
OG0000454		g2495.t1, g719.t1
OG0000455		g1056.t1, g747.t1
OG0000456		g2217.t1, g751.t1
OG0000457		g1512.t1, g752.t1
OG0000458		g2250.t1, g763.t1
OG0000459		g2252.t1, g765.t1
OG0000460		g2795.t1, g776.t1
OG0000461		g1321.t1, g780.t1
OG0000462		g1600.t1, g807.t1
OG0000463		g4607.t1, g819.t1
OG0000464		g4416.t1, g821.t1
OG0000465		g3385.t1, g856.t1
OG0000466		g4555.t1, g866.t1
OG0000467		g3408.t1, g867.t1
OG0000468		g4536.t1, g869.t1
OG0000469		g2740.t1, g876.t1
OG0000470		g4077.t1, g883.t1
OG0000471		g3200.t1, g884.t1
OG0000472		g5266.t1, g899.t1
OG0000473		g910.t1, g911.t1
OG0000474		g2141.t1, g917.t1
OG0000475		g3726.t1, g918.t1
OG0000476		g4058.t1, g929.t1
OG0000477		g2194.t1, g933.t1
OG0000478		g4810.t1, g946.t1
OG0000479		g4597.t1, g949.t1
OG0000480		g3221.t1, g951.t1
OG0000481		g2802.t1, g965.t1
OG0000482		g2789.t1, g971.t1
OG0000483		g4172.t1, g972.t1
OG0000484		g3772.t1, g978.t1
OG0000485		g1011.t1, g3686.t1
OG0000486		g1017.t1, g1581.t1
OG0000487		g1059.t1, g1894.t1
OG0000488		g1065.t1, g2361.t1
OG0000489		g1083.t1, g1616.t1
OG0000490		g1091.t1, g2805.t1
OG0000491		g1102.t1, g1107.t1
OG0000492		g1141.t1, g3103.t1
OG0000493		g1142.t1, g1212.t1
OG0000494		g1168.t1, g2462.t1
OG0000495		g1171.t1, g1952.t1
OG0000496		g1182.t1, g1807.t1
OG0000497		g1183.t1, g4221.t1
OG0000498		g1205.t1, g2219.t1
OG0000499		g1215.t1, g1418.t1
OG0000500		g1270.t1, g1285.t1
OG0000501		g1292.t1, g4606.t1
OG0000502		g1311.t1, g1711.t1
OG0000503		g1329.t1, g2862.t1
OG0000504		g1351.t1, g2003.t1
OG0000505		g1355.t1, g2292.t1
OG0000506		g1364.t1, g1844.t1
OG0000507		g1367.t1, g1372.t1
OG0000508		g1440.t1, g3678.t1
OG0000509		g1447.t1, g3546.t1
OG0000510		g1457.t1, g5334.t1
OG0000511		g1459.t1, g1717.t1
OG0000512		g1461.t1, g1716.t1
OG0000513		g1462.t1, g1715.t1
OG0000514		g1463.t1, g1714.t1
OG0000515		g1467.t1, g1726.t1
OG0000516		g1475.t1, g5048.t1
OG0000517		g1484.t1, g4628.t1
OG0000518		g1506.t1, g3655.t1
OG0000519		g1514.t1, g4411.t1
OG0000520		g1535.t1, g4809.t1
OG0000521		g1538.t1, g4705.t1
OG0000522		g1541.t1, g2615.t1
OG0000523		g1543.t1, g4364.t1
OG0000524		g1547.t1, g3325.t1
OG0000525		g1566.t1, g4213.t1
OG0000526		g1569.t1, g1573.t1
OG0000527		g1580.t1, g4843.t1
OG0000528		g1604.t1, g5455.t1
OG0000529		g1610.t1, g2004.t1
OG0000530		g1618.t1, g4820.t1
OG0000531		g1630.t1, g3717.t1
OG0000532		g1671.t1, g3329.t1
OG0000533		g1680.t1, g2408.t1
OG0000534		g1696.t1, g3506.t1
OG0000535		g1704.t1, g2102.t1
OG0000536		g1749.t1, g3065.t1
OG0000537		g1773.t1, g3001.t1
OG0000538		g1775.t1, g4482.t1
OG0000539		g1785.t1, g1986.t1
OG0000540		g1786.t1, g1984.t1
OG0000541		g1808.t1, g3429.t1
OG0000542		g1809.t1, g2368.t1
OG0000543		g1817.t1, g3290.t1
OG0000544		g1827.t1, g3392.t1
OG0000545		g1858.t1, g3032.t1
OG0000546		g1863.t1, g4210.t1
OG0000547		g1867.t1, g3879.t1
OG0000548		g1870.t1, g3106.t1
OG0000549		g1896.t1, g3165.t1
OG0000550		g1912.t1, g2678.t1
OG0000551		g1947.t1, g3838.t1
OG0000552		g1955.t1, g3002.t1
OG0000553		g1996.t1, g2064.t1
OG0000554		g1999.t1, g4206.t1
OG0000555		g2014.t1, g4792.t1
OG0000556		g2103.t1, g5100.t1
OG0000557		g2133.t1, g5486.t1
OG0000558		g2144.t1, g2171.t1
OG0000559		g2179.t1, g3690.t1
OG0000560		g2186.t1, g2232.t1
OG0000561		g2197.t1, g3755.t1
OG0000562		g2212.t1, g3531.t1
OG0000563		g2225.t1, g3300.t1
OG0000564		g2271.t1, g3622.t1
OG0000565		g2280.t1, g4648.t1
OG0000566		g2295.t1, g4170.t1
OG0000567		g2307.t1, g3709.t1
OG0000568		g2316.t1, g4436.t1
OG0000569		g2322.t1, g2325.t1
OG0000570		g2323.t1, g2324.t1
OG0000571		g2331.t1, g5150.t1
OG0000572		g2342.t1, g2343.t1
OG0000573		g2385.t1, g2606.t1
OG0000574		g2389.t1, g4008.t1
OG0000575		g2397.t1, g3515.t1
OG0000576		g2421.t1, g4862.t1
OG0000577		g2423.t1, g4855.t1
OG0000578		g2432.t1, g5498.t1
OG0000579		g2470.t1, g3369.t1
OG0000580		g2474.t1, g2598.t1
OG0000581		g2477.t1, g2479.t1
OG0000582		g2482.t1, g5315.t1
OG0000583		g2483.t1, g5481.t1
OG0000584		g2484.t1, g4688.t1
OG0000585		g2485.t1, g5313.t1
OG0000586		g2488.t1, g2742.t1
OG0000587		g2493.t1, g3091.t1
OG0000588		g2497.t1, g2727.t1
OG0000589		g2512.t1, g3397.t1
OG0000590		g2513.t1, g3809.t1
OG0000591		g2515.t1, g4939.t1
OG0000592		g2521.t1, g2989.t1
OG0000593		g2574.t1, g3723.t1
OG0000594		g2581.t1, g3720.t1
OG0000595		g2607.t1, g2817.t1
OG0000596		g2622.t1, g2853.t1
OG0000597		g2664.t1, g3179.t1
OG0000598		g2682.t1, g3561.t1
OG0000599		g2699.t1, g2700.t1
OG0000600		g2709.t1, g4397.t1
OG0000601		g2810.t1, g3355.t1
OG0000602		g2811.t1, g2938.t1
OG0000603		g2815.t1, g5506.t1
OG0000604		g2844.t1, g5505.t1
OG0000605		g2859.t1, g3302.t1
OG0000606		g2920.t1, g4906.t1
OG0000607		g2936.t1, g5205.t1
OG0000608		g2942.t1, g5228.t1
OG0000609		g2959.t1, g3763.t1
OG0000610		g2960.t1, g5077.t1
OG0000611		g2980.t1, g4426.t1
OG0000612		g3003.t1, g4690.t1
OG0000613		g3010.t1, g5502.t1
OG0000614		g3023.t1, g5108.t1
OG0000615		g3031.t1, g4563.t1
OG0000616		g3035.t1, g4562.t1
OG0000617		g3058.t1, g3562.t1
OG0000618		g3088.t1, g3991.t1
OG0000619		g3089.t1, g3992.t1
OG0000620		g3097.t1, g4282.t1
OG0000621		g3099.t1, g5389.t1
OG0000622		g3115.t1, g3116.t1
OG0000623		g3131.t1, g4405.t1
OG0000624		g3176.t1, g3406.t1
OG0000625		g3192.t1, g3243.t1
OG0000626		g3206.t1, g4500.t1
OG0000627		g3208.t1, g3210.t1
OG0000628		g3216.t1, g3623.t1
OG0000629		g3218.t1, g5339.t1
OG0000630		g3230.t1, g5058.t1
OG0000631		g3274.t1, g4540.t1
OG0000632		g3320.t1, g5230.t1
OG0000633		g3344.t1, g3345.t1
OG0000634		g3347.t1, g4185.t1
OG0000635		g3348.t1, g4186.t1
OG0000636		g3349.t1, g4187.t1
OG0000637		g3361.t1, g4038.t1
OG0000638		g3379.t1, g3449.t1
OG0000639		g3386.t1, g4908.t1
OG0000640		g3439.t1, g5438.t1
OG0000641		g3486.t1, g4674.t1
OG0000642		g3499.t1, g4091.t1
OG0000643		g3521.t1, g4729.t1
OG0000644		g3541.t1, g5141.t1
OG0000645		g3565.t1, g5245.t1
OG0000646		g3588.t1, g3589.t1
OG0000647		g3590.t1, g3647.t1
OG0000648		g3604.t1, g5225.t1
OG0000649		g3617.t1, g3620.t1
OG0000650		g3627.t1, g4911.t1
OG0000651		g3653.t1, g4112.t1
OG0000652		g3672.t1, g4324.t1
OG0000653		g3673.t1, g5144.t1
OG0000654		g3674.t1, g5131.t1
OG0000655		g3687.t1, g5017.t1
OG0000656		g3741.t1, g4118.t1
OG0000657		g3742.t1, g4117.t1
OG0000658		g3875.t1, g5033.t1
OG0000659		g3891.t1, g5273.t1
OG0000660		g3900.t1, g3901.t1
OG0000661		g3936.t1, g5002.t1
OG0000662		g3996.t1, g4059.t1
OG0000663		g4078.t1, g4570.t1
OG0000664		g4080.t1, g4498.t1
OG0000665		g4084.t1, g5011.t1
OG0000666		g4121.t1, g4655.t1
OG0000667		g4125.t1, g4132.t1
OG0000668		g4126.t1, g5059.t1
OG0000669		g4148.t1, g5260.t1
OG0000670		g4300.t1, g4478.t1
OG0000671		g4398.t1, g5045.t1
OG0000672		g4422.t1, g4427.t1
OG0000673		g4450.t1, g4553.t1
OG0000674		g4460.t1, g5013.t1
OG0000675		g4462.t1, g5102.t1
OG0000676		g4475.t1, g4476.t1
OG0000677		g4511.t1, g4830.t1
OG0000678		g4572.t1, g4577.t1
OG0000679		g4664.t1, g4693.t1
OG0000680		g4682.t1, g4686.t1
OG0000681		g4710.t1, g4975.t1
OG0000682		g4776.t1, g5317.t1
OG0000683		g4779.t1, g4780.t1
OG0000684		g4782.t1, g4976.t1
OG0000685		g4840.t1, g5424.t1
OG0000686		g4883.t1, g4885.t1
OG0000687		g4951.t1, g5305.t1
OG0000688		g5024.t1, g5404.t1
OG0000689		g5093.t1, g5101.t1
OG0000690		g5103.t1, g5104.t1
OG0000691		g5106.t1, g5107.t1
OG0000692		g5152.t1, g5154.t1
OG0000693		g5156.t1, g5157.t1
OG0000694		g5189.t1, g5194.t1
OG0000695		g5192.t1, g5199.t1
OG0000696		g5280.t1, g5281.t1
OG0000697		g5304.t1, g5425.t1
OG0000698		g5402.t1, g5430.t1
OG0000699		g5452.t1, g5453.t1
OG0000700		g5469.t1, g5470.t1
