;Orthogroup;Bacteria;Gene;index;query_id;subject_id;pct_identity;aln_length;n_of_mismatches;gap_openings;q_start;q_end;s_start;s_end;e_value;bit_score;gb_accession;description
398;OG0001451;Mycobacterium_leprae;g1829.t1;0;g1829.t1;VFG043050(gb|NP_460911);100.0;401;0;0;1;401;1;401;0.0;837.0;NP_460911;N-methylation of lysine residues in flagellin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
399;OG0001453;Mycobacterium_leprae;g1843.t1;36;g1843.t1;VFG043060(gb|NP_460926);100.0;147;0;0;1;147;1;147;1.28e-105;297.0;NP_460926;flagellar FliJ protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
400;OG0001454;Mycobacterium_leprae;g1849.t1;116;g1849.t1;VFG043066(gb|NP_460932);100.0;245;0;0;1;245;1;245;9.87e-173;475.0;NP_460932;flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
401;OG0001858;Mycobacterium_leprae;g24.t1;394;g24.t1;VFG004165(gb|NP_459030);100.0;171;0;0;1;171;11;181;4.27e-126;351.0;NP_459030;fimbrial subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
402;OG0001860;Mycobacterium_leprae;g87.t1;0;g87.t1;VFG002068(gb|NP_248772);100.0;344;0;0;1;344;1;344;0.0;665.0;NP_248772;hypothetical protein PA0082 [Pseudomonas aeruginosa PAO1]
403;OG0001861;Mycobacterium_leprae;g1847.t1;162;g1847.t1;VFG043064(gb|NP_460930);100.0;137;0;0;1;137;1;137;2.63e-96;273.0;NP_460930;flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
404;OG0001862;Mycobacterium_leprae;g99.t1;532;g99.t1;VFG029681(gb|NP_214615);100.0;2512;0;0;1;2512;1;2512;0.0;5035.0;NP_214615;peptide synthetase Nrp [Mycobacterium tuberculosis H37Rv]
405;OG0001864;Mycobacterium_leprae;g105.t1;0;g105.t1;VFG007979(gb|WP_010907546);100.0;229;0;0;1;229;1;229;3.4499999999999997e-175;479.0;WP_010907546;rhamnosyl O-methyltransferase [Mycobacterium leprae]
406;OG0001865;Mycobacterium_leprae;g108.t1;0;g108.t1;VFG024794(gb|WP_010907550);100.0;382;0;0;1;382;1;382;0.0;772.0;WP_010907550;LLM class flavin-dependent oxidoreductase [Mycobacterium leprae]
407;OG0001866;Mycobacterium_leprae;g112.t1;0;g112.t1;VFG024712(gb|WP_010907555);100.0;233;0;0;1;233;1;233;3.8100000000000003e-169;465.0;WP_010907555;LppX_LprAFG lipoprotein [Mycobacterium leprae]
408;OG0001880;Mycobacterium_leprae;g191.t1;1394;g191.t1;VFG004322(gb|NP_459201);100.0;885;0;0;1;885;1;885;0.0;1822.0;NP_459201;putative fimbrial outer membrane usher [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
409;OG0001881;Mycobacterium_leprae;g194.t1;146;g194.t1;VFG004331(gb|NP_459204);100.0;158;0;0;1;158;1;158;1.11e-115;323.0;NP_459204;putative minor fimbrial subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
410;OG0001883;Mycobacterium_leprae;g208.t1;0;g208.t1;VFG044072(gb|NP_214721);100.0;242;0;0;3;244;1;242;3.69e-173;476.0;NP_214721;hypothetical protein Rv0207c [Mycobacterium tuberculosis H37Rv]
411;OG0001891;Mycobacterium_leprae;g239.t1;0;g239.t1;VFG008235(gb|WP_010907662);100.0;758;0;0;1;758;10;767;0.0;1551.0;WP_010907662;serine/threonine-protein kinase PknG [Mycobacterium leprae]
412;OG0001893;Mycobacterium_leprae;g250.t1;0;g250.t1;VFG050302(gb|WP_001045627.1);100.0;2146;0;0;1;2146;120;2265;0.0;4127.0;WP_001045627.1;MULTISPECIES: trimeric autotransporter adhesin Ata [Acinetobacter]
413;OG0001896;Mycobacterium_leprae;g287.t1;0;g287.t1;VFG009788(gb|WP_010907698);100.0;102;0;0;1;102;1;102;1.0100000000000001e-72;210.0;WP_010907698;WhiB family transcriptional regulator [Mycobacterium leprae]
414;OG0001897;Mycobacterium_leprae;g288.t1;9;g288.t1;VFG022098(gb|NP_214802);100.0;96;0;0;1;96;1;96;1.7300000000000001e-65;192.0;NP_214802;ESAT-6-like protein EsxH [Mycobacterium tuberculosis H37Rv]
415;OG0001898;Mycobacterium_leprae;g289.t1;9;g289.t1;VFG022114(gb|NP_214803);100.0;295;0;0;1;295;1;295;0.0;592.0;NP_214803;ESX-3 secretion-associated protein EspG3 [Mycobacterium tuberculosis H37Rv]
416;OG0001899;Mycobacterium_leprae;g290.t1;22;g290.t1;VFG022130(gb|NP_214804);100.0;472;0;0;1;472;1;472;0.0;879.0;NP_214804;ESX-3 secretion system protein EccD [Mycobacterium tuberculosis H37Rv]
417;OG0001900;Mycobacterium_leprae;g292.t1;0;g292.t1;VFG022162(gb|NP_214806);99.685;317;1;0;1;317;15;331;0.0;616.0;NP_214806;ESX-3 secretion system protein EccE [Mycobacterium tuberculosis H37Rv]
418;OG0001903;Mycobacterium_leprae;g302.t1;0;g302.t1;VFG017545(gb|WP_010907711);100.0;394;0;0;1;394;1;394;0.0;781.0;WP_010907711;EspA/EspE family type VII secretion system effector [Mycobacterium leprae]
419;OG0001913;Mycobacterium_leprae;g332.t1;0;g332.t1;VFG029483(gb|NP_214848);100.0;288;0;0;1;288;1;288;0.0;585.0;NP_214848;glucose-1-phosphate thymidylyltransferase [Mycobacterium tuberculosis H37Rv]
420;OG0001916;Mycobacterium_leprae;g345.t1;0;g345.t1;VFG031643(gb|NP_214862);100.0;217;0;0;1;217;1;217;1.4000000000000002e-161;444.0;NP_214862;transcriptional regulator [Mycobacterium tuberculosis H37Rv]
421;OG0001925;Mycobacterium_leprae;g395.t1;0;g395.t1;VFG037912(gb|WP_000939040);99.107;224;2;0;1;224;109;332;1.97e-166;461.0;WP_000939040;MULTISPECIES: UDP-N-acetylglucosamine 4,6-dehydratase (inverting) [Acinetobacter]
422;OG0001928;Mycobacterium_leprae;g416.t1;1439;g416.t1;VFG001226(gb|NP_249100);100.0;121;0;0;1;121;1;121;3.11e-86;246.0;NP_249100;twitching motility protein PilH [Pseudomonas aeruginosa PAO1]
423;OG0001932;Mycobacterium_leprae;g441.t1;264;g441.t1;VFG049144(gb|WP_002892069);92.088;1049;82;1;1;1049;1;1048;0.0;1948.0;WP_002892069;MULTISPECIES: multidrug efflux RND transporter permease subunit AcrB [Klebsiella]
424;OG0001933;Mycobacterium_leprae;g442.t1;104;g442.t1;VFG049133(gb|WP_004177236);85.279;394;57;1;1;394;1;393;0.0;667.0;WP_004177236;MULTISPECIES: multidrug efflux RND transporter periplasmic adaptor subunit AcrA [Klebsiella]
425;OG0001940;Mycobacterium_leprae;g482.t1;7;g482.t1;VFG049118(gb|WP_012737529);85.874;269;38;0;1;269;1;269;7.18e-176;485.0;WP_012737529;MULTISPECIES: HTH-type transcriptional repressor AllR [Klebsiella]
426;OG0001942;Mycobacterium_leprae;g486.t1;1098;g486.t1;VFG031722(gb|NP_215005);100.0;227;0;0;1;227;1;227;3.3300000000000005e-163;449.0;NP_215005;two component sensory transduction protein RegX [Mycobacterium tuberculosis H37Rv]
427;OG0001944;Mycobacterium_leprae;g488.t1;5;g488.t1;VFG049120(gb|WP_012737535);93.377;453;30;0;1;453;1;453;0.0;886.0;WP_012737535;MULTISPECIES: allantoinase AllB [Klebsiella]
428;OG0001946;Mycobacterium_leprae;g493.t1;1;g493.t1;VFG049124(gb|WP_012737540);82.235;349;62;0;1;349;1;349;0.0;609.0;WP_012737540;MULTISPECIES: ureidoglycolate dehydrogenase [Klebsiella]
429;OG0001947;Mycobacterium_leprae;g499.t1;416;g499.t1;VFG007744(gb|NP_215017);100.0;302;0;0;1;302;1;302;0.0;634.0;NP_215017;cyclopropane mycolic acid synthase [Mycobacterium tuberculosis H37Rv]
430;OG0001948;Mycobacterium_leprae;g508.t1;1165;g508.t1;VFG000443(gb|NP_459538);100.0;185;0;0;1;185;1;185;1.01e-133;371.0;NP_459538;major type 1 subunit fimbrin (pilin) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
431;OG0001949;Mycobacterium_leprae;g516.t1;0;g516.t1;VFG000451(gb|NP_459547);100.0;198;0;0;1;198;1;198;5.94e-149;411.0;NP_459547;putative fimbrial protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
432;OG0001954;Mycobacterium_leprae;g556.t1;1;g556.t1;VFG012973(gb|WP_000347670);90.323;248;24;0;4;251;1;248;2.3900000000000003e-164;454.0;WP_000347670;MULTISPECIES: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA [Enterobacteriaceae]
433;OG0001958;Mycobacterium_leprae;g585.t1;449;g585.t1;VFG010013(gb|WP_003403107);100.0;255;0;0;1;255;1;255;0.0;505.0;WP_003403107;MULTISPECIES: MlaD family protein [Mycobacterium]
434;OG0001959;Mycobacterium_leprae;g586.t1;295;g586.t1;VFG010022(gb|NP_215105);100.0;481;0;0;1;481;1;481;0.0;957.0;NP_215105;Mce family protein Mce2C [Mycobacterium tuberculosis H37Rv]
435;OG0001960;Mycobacterium_leprae;g587.t1;431;g587.t1;VFG010034(gb|NP_215106);100.0;508;0;0;1;508;1;508;0.0;1028.0;NP_215106;Mce family protein Mce2D [Mycobacterium tuberculosis H37Rv]
436;OG0001961;Mycobacterium_leprae;g588.t1;268;g588.t1;VFG010047(gb|WP_003911253);100.0;380;0;0;1;380;1;380;0.0;759.0;WP_003911253;MULTISPECIES: virulence factor Mce family protein [Mycobacterium]
437;OG0001962;Mycobacterium_leprae;g589.t1;317;g589.t1;VFG010058(gb|NP_215108);100.0;516;0;0;1;516;1;516;0.0;1043.0;NP_215108;Mce family protein Mce2F [Mycobacterium tuberculosis H37Rv]
438;OG0001968;Mycobacterium_leprae;g604.t1;0;g604.t1;VFG030109(gb|WP_010907929);100.0;385;0;0;1;385;1;385;0.0;733.0;WP_010907929;cation:proton antiporter [Mycobacterium leprae]
439;OG0001977;Mycobacterium_leprae;g644.t1;5;g644.t1;VFG000478(gb|NP_459678);100.0;150;0;0;1;150;1;150;3.5800000000000004e-110;309.0;NP_459678;transcriptional repressor of iron-responsive genes (Fur family) (ferric uptake regulator) [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
440;OG0001988;Mycobacterium_leprae;g684.t1;0;g684.t1;VFG040870(gb|NP_249369);100.0;135;0;0;1;135;15;149;3.7e-93;265.0;NP_249369;HxcU pseudopilin [Pseudomonas aeruginosa PAO1]
441;OG0001989;Mycobacterium_leprae;g692.t1;0;g692.t1;VFG040877(gb|NP_249376);100.0;803;0;0;1;803;1;803;0.0;1585.0;NP_249376;type II secretion system protein [Pseudomonas aeruginosa PAO1]
442;OG0001990;Mycobacterium_leprae;g694.t1;0;g694.t1;VFG040879(gb|NP_249378);100.0;404;0;0;1;404;1;404;0.0;793.0;NP_249378;type II secretion system protein [Pseudomonas aeruginosa PAO1]
443;OG0001991;Mycobacterium_leprae;g696.t1;0;g696.t1;VFG052137(gb|WP_010908002.1);99.751;402;1;0;1;402;27;428;0.0;787.0;WP_010908002.1;glycosyltransferase 87 family protein [Mycobacterium leprae]
444;OG0002002;Mycobacterium_leprae;g723.t1;88;g723.t1;VFG031591(gb|NP_215249);100.0;177;0;0;1;177;1;177;7.69e-126;350.0;NP_215249;ECF RNA polymerase sigma factor SigL [Mycobacterium tuberculosis H37Rv]
445;OG0002017;Mycobacterium_leprae;g777.t1;0;g777.t1;VFG000136(gb|NP_249456);100.0;151;0;0;1;151;1;151;8.069999999999999e-104;293.0;NP_249456;positive regulator for alginate biosynthesis MucC [Pseudomonas aeruginosa PAO1]
446;OG0002021;Mycobacterium_leprae;g785.t1;0;g785.t1;VFG009433(gb|WP_010908073);100.0;230;0;0;1;230;1;230;9.37e-168;461.0;WP_010908073;metal-dependent transcriptional regulator [Mycobacterium leprae]
447;OG0002039;Mycobacterium_leprae;g827.t1;0;g827.t1;VFG022880(gb|WP_010908113);100.0;263;0;0;1;263;1;263;0.0;540.0;WP_010908113;RNA polymerase sigma factor SigE [Mycobacterium leprae]
448;OG0002042;Mycobacterium_leprae;g833.t1;0;g833.t1;VFG030564(gb|WP_010908119);100.0;304;0;0;1;304;1;304;0.0;600.0;WP_010908119;sugar ABC transporter permease [Mycobacterium leprae]
449;OG0002055;Mycobacterium_leprae;g887.t1;412;g887.t1;VFG001388(gb|NP_215414);100.0;326;0;0;1;326;1;326;0.0;650.0;NP_215414;peptidoglycan-binding protein ArfA [Mycobacterium tuberculosis H37Rv]
450;OG0002065;Mycobacterium_leprae;g956.t1;291;g956.t1;VFG031390(gb|NP_215484);100.0;770;0;0;23;792;1;770;0.0;1514.0;NP_215484;copper-exporting ATPase [Mycobacterium tuberculosis H37Rv]
451;OG0002068;Mycobacterium_leprae;g966.t1;0;g966.t1;VFG029841(gb|WP_010908212);100.0;471;0;0;1;471;1;471;0.0;978.0;WP_010908212;condensation domain-containing protein [Mycobacterium leprae]
452;OG0002069;Mycobacterium_leprae;g968.t1;0;g968.t1;VFG029989(gb|WP_010908214);100.0;358;0;0;1;358;1;358;0.0;721.0;WP_010908214;PE-PPE domain-containing protein [Mycobacterium leprae]
453;OG0002075;Mycobacterium_leprae;g998.t1;0;g998.t1;VFG043544(gb|WP_000750416);92.857;350;21;1;1;350;1;346;0.0;640.0;WP_000750416;MULTISPECIES: porin OmpA [Gammaproteobacteria]
454;OG0002080;Mycobacterium_leprae;g1016.t1;0;g1016.t1;VFG000465(gb|NP_460064);100.0;561;0;0;1;561;1;561;0.0;1160.0;NP_460064;Pathogenicity island encoded protein: SPI5 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
455;OG0002090;Mycobacterium_leprae;g1035.t1;0;g1035.t1;VFG031140(gb|WP_010908268);100.0;609;0;0;1;609;1;609;0.0;1232.0;WP_010908268;proteasome ATPase [Mycobacterium leprae]
456;OG0002095;Mycobacterium_leprae;g1041.t1;1;g1041.t1;VFG031105(gb|WP_041323838);100.0;447;0;0;29;475;1;447;0.0;923.0;WP_041323838;Pup--protein ligase [Mycobacterium leprae]
457;OG0002103;Mycobacterium_leprae;g1061.t1;0;g1061.t1;VFG000460(gb|NP_460112);100.0;131;0;0;1;131;1;131;1.1399999999999999e-95;271.0;NP_460112;curli production assembly/transport component, 2nd curli operon [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
458;OG0002104;Mycobacterium_leprae;g1062.t1;0;g1062.t1;VFG004125(gb|NP_460113);100.0;216;0;0;1;216;1;216;6.200000000000001e-163;447.0;NP_460113;putative transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
459;OG0002105;Mycobacterium_leprae;g1065.t1;0;g1065.t1;VFG000459(gb|NP_460116);100.0;108;0;0;1;108;1;108;4.02e-74;214.0;NP_460116;putative curli production protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
460;OG0002109;Mycobacterium_leprae;g1095.t1;64;g1095.t1;VFG043024(gb|NP_460147);100.0;232;0;0;1;232;1;232;5.37e-166;457.0;NP_460147;flagellar biosynthesis protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
461;OG0002110;Mycobacterium_leprae;g1097.t1;0;g1097.t1;VFG001240(gb|NP_249773);100.0;261;0;0;1;261;1;261;0.0;519.0;NP_249773;flagellar basal body rod protein FlgG [Pseudomonas aeruginosa PAO1]
462;OG0002111;Mycobacterium_leprae;g1102.t1;0;g1102.t1;VFG001245(gb|NP_249778);100.0;439;0;0;1;439;1;439;0.0;882.0;NP_249778;flagellar hook-associated protein FlgL [Pseudomonas aeruginosa PAO1]
463;OG0002112;Mycobacterium_leprae;g1119.t1;438;g1119.t1;VFG001254(gb|NP_249795);100.0;451;0;0;1;451;1;451;0.0;899.0;NP_249795;flagellum-specific ATP synthase [Pseudomonas aeruginosa PAO1]
464;OG0002115;Mycobacterium_leprae;g1152.t1;19;g1152.t1;VFG001816(gb|NP_215680);99.585;241;1;0;1;241;6;246;4.39e-177;486.0;NP_215680;nitrate reductase subunit gamma [Mycobacterium tuberculosis H37Rv]
465;OG0002119;Mycobacterium_leprae;g1171.t1;38;g1171.t1;VFG029839(gb|NP_215698);100.0;472;0;0;1;472;1;472;0.0;979.0;NP_215698;acyltransferase PapA [Mycobacterium tuberculosis H37Rv]
466;OG0002120;Mycobacterium_leprae;g1173.t1;30;g1173.t1;VFG029987(gb|NP_215700);100.0;359;0;0;1;359;1;359;0.0;719.0;NP_215700;hypothetical protein Rv1184c [Mycobacterium tuberculosis H37Rv]
467;OG0002124;Mycobacterium_leprae;g1186.t1;12;g1186.t1;VFG023463(gb|WP_003405345);98.98;98;1;0;1;98;1;98;1.06e-68;200.0;WP_003405345;MULTISPECIES: type VII secretion system ESX-5 protein EsxJ [Mycobacterium]
468;OG0002132;Mycobacterium_leprae;g1221.t1;0;g1221.t1;VFG009197(gb|WP_010908391);99.751;401;1;0;1;401;1;401;0.0;805.0;WP_010908391;type VII secretion protein EccE [Mycobacterium leprae]
469;OG0002133;Mycobacterium_leprae;g1223.t1;0;g1223.t1;VFG009094(gb|WP_010908393);99.793;484;1;0;1;484;20;503;0.0;942.0;WP_010908393;type VII secretion integral membrane protein EccD [Mycobacterium leprae]
470;OG0002140;Mycobacterium_leprae;g1258.t1;26;g1258.t1;VFG030100(gb|YP_005359954);100.0;244;0;0;1;244;1;244;1.1600000000000001e-177;487.0;YP_005359954;hypothetical protein MRGA327_07955 [Mycobacterium tuberculosis RGTB327]
471;OG0002145;Mycobacterium_leprae;g1289.t1;0;g1289.t1;VFG026433(gb|YP_005360830);92.428;449;31;2;1;448;1;447;0.0;851.0;YP_005360830;glutamine synthetase [Mycobacterium tuberculosis RGTB327]
472;OG0002146;Mycobacterium_leprae;g1293.t1;0;g1293.t1;VFG000492(gb|NP_460356);100.0;212;0;0;1;212;1;212;3.81e-158;435.0;NP_460356;secretion system regulator: transcriptional activator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
473;OG0002147;Mycobacterium_leprae;g1294.t1;3551;g1294.t1;VFG000493(gb|NP_460357);100.0;879;0;0;1;879;42;920;0.0;1815.0;NP_460357;secretion system regulator: Sensor component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
474;OG0002148;Mycobacterium_leprae;g1298.t1;0;g1298.t1;VFG000497(gb|NP_460361);100.0;80;0;0;1;80;1;80;1.26e-52;158.0;NP_460361;secretion system effector [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
475;OG0002149;Mycobacterium_leprae;g1301.t1;0;g1301.t1;VFG000501(gb|NP_460365);100.0;484;0;0;1;484;1;484;0.0;992.0;NP_460365;secretion system effector [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
476;OG0002150;Mycobacterium_leprae;g1308.t1;2;g1308.t1;VFG000508(gb|NP_460372);100.0;75;0;0;22;96;1;75;6.32e-49;149.0;NP_460372;secretion system apparatus [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
477;OG0002151;Mycobacterium_leprae;g1311.t1;0;g1311.t1;VFG050219(gb|NP_460375);100.0;90;0;0;1;90;93;182;3.45e-60;181.0;NP_460375;putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
478;OG0002152;Mycobacterium_leprae;g1312.t1;0;g1312.t1;VFG000511(gb|NP_460376);100.0;224;0;0;1;224;1;224;2.7e-169;464.0;NP_460376;secretion system apparatus protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
479;OG0002153;Mycobacterium_leprae;g1319.t1;116;g1319.t1;VFG000519(gb|NP_460384);100.0;215;0;0;1;215;1;215;1.18e-152;422.0;NP_460384;secretion system apparatus protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
480;OG0002154;Mycobacterium_leprae;g1320.t1;101;g1320.t1;VFG000521(gb|NP_460386);100.0;259;0;0;1;259;1;259;0.0;518.0;NP_460386;secretion system apparatus protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
481;OG0002158;Mycobacterium_leprae;g1333.t1;0;g1333.t1;VFG010438(gb|WP_071854209);100.0;95;0;0;1;95;1;95;2.84e-63;186.0;WP_071854209;MULTISPECIES: acyl carrier protein [Mycobacterium tuberculosis complex]
482;OG0002178;Mycobacterium_leprae;g1457.t1;0;g1457.t1;VFG014486(gb|NP_250133);100.0;173;0;0;1;173;1;173;2.1e-124;347.0;NP_250133;flagellar basal body protein FliL [Pseudomonas aeruginosa PAO1]
483;OG0002179;Mycobacterium_leprae;g1460.t1;0;g1460.t1;VFG001258(gb|NP_250136);100.0;150;0;0;1;150;1;150;2.56e-102;289.0;NP_250136;flagellar protein FliO [Pseudomonas aeruginosa PAO1]
484;OG0002181;Mycobacterium_leprae;g1509.t1;32;g1509.t1;VFG029739(gb|WP_003407654);99.602;251;1;0;1;251;4;254;4.75e-171;471.0;WP_003407654;MULTISPECIES: GAP family protein [Mycobacterium]
485;OG0002182;Mycobacterium_leprae;g1514.t1;37;g1514.t1;VFG029669(gb|WP_003407670);99.617;261;1;0;1;261;87;347;0.0;534.0;WP_003407670;MULTISPECIES: phthiotriol/phenolphthiotriol dimycocerosates methyltransferase [Mycobacterium]
486;OG0002187;Mycobacterium_leprae;g1528.t1;50;g1528.t1;VFG041013(gb|NP_250203);100.0;172;0;0;1;172;1;172;1.2100000000000001e-129;360.0;NP_250203;secreted protein Hcp [Pseudomonas aeruginosa PAO1]
487;OG0002200;Mycobacterium_leprae;g1585.t1;0;g1585.t1;VFG042066(gb|NP_460656);99.692;325;1;0;1;325;133;457;0.0;667.0;NP_460656;putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
488;OG0002208;Mycobacterium_leprae;g1619.t1;24;g1619.t1;VFG052202(gb|NP_216151.1);100.0;522;0;0;1;522;35;556;0.0;1035.0;NP_216151.1;mannosyltransferase [Mycobacterium tuberculosis H37Rv]
489;OG0002217;Mycobacterium_leprae;g1641.t1;0;g1641.t1;VFG009226(gb|WP_010908708);100.0;778;0;0;1;778;1;778;0.0;1570.0;WP_010908708;accessory Sec system translocase SecA2 [Mycobacterium leprae]
490;OG0002223;Mycobacterium_leprae;g1672.t1;0;g1672.t1;VFG022924(gb|WP_010908722);99.554;224;1;0;1;224;10;233;3.0600000000000005e-157;434.0;WP_010908722;two-component system response regulator PrrA [Mycobacterium leprae]
491;OG0002224;Mycobacterium_leprae;g1677.t1;29;g1677.t1;VFG041014(gb|NP_250347);100.0;518;0;0;1;518;1;518;0.0;1042.0;NP_250347;hypothetical protein PA1656 [Pseudomonas aeruginosa PAO1]
492;OG0002225;Mycobacterium_leprae;g1679.t1;72;g1679.t1;VFG041016(gb|NP_250349);100.0;491;0;0;1;491;1;491;0.0;1022.0;NP_250349;hypothetical protein PA1658 [Pseudomonas aeruginosa PAO1]
493;OG0002227;Mycobacterium_leprae;g1682.t1;85;g1682.t1;VFG051538(gb|WP_003087605.1);100.0;595;0;0;1;595;1;595;0.0;1208.0;WP_003087605.1;MULTISPECIES: type VI secretion system baseplate subunit TssF [Pseudomonas]
494;OG0002228;Mycobacterium_leprae;g1684.t1;106;g1684.t1;VFG041020(gb|NP_250353);100.0;875;0;0;1;875;3;877;0.0;1732.0;NP_250353;ClpA/B-type protease [Pseudomonas aeruginosa PAO1]
495;OG0002229;Mycobacterium_leprae;g1685.t1;748;g1685.t1;VFG041021(gb|NP_250354);100.0;503;0;0;1;503;1;503;0.0;1002.0;NP_250354;transcriptional regulator [Pseudomonas aeruginosa PAO1]
496;OG0002230;Mycobacterium_leprae;g1686.t1;0;g1686.t1;VFG041022(gb|NP_250355);100.0;46;0;0;1;46;1;46;1.8500000000000002e-29;97.4;NP_250355;hypothetical protein PA1664 [Pseudomonas aeruginosa PAO1]
497;OG0002231;Mycobacterium_leprae;g1687.t1;26;g1687.t1;VFG041023(gb|NP_250356);100.0;397;0;0;1;397;1;397;0.0;796.0;NP_250356;hypothetical protein PA1665 [Pseudomonas aeruginosa PAO1]
498;OG0002232;Mycobacterium_leprae;g1693.t1;553;g1693.t1;VFG041029(gb|NP_250362);100.0;329;0;0;1;329;1;329;0.0;647.0;NP_250362;serine-threonine kinase Stk1 [Pseudomonas aeruginosa PAO1]
499;OG0002233;Mycobacterium_leprae;g1718.t1;0;g1718.t1;VFG000190(gb|NP_250386);99.72;357;1;0;1;357;13;369;0.0;671.0;NP_250386;translocation protein in type III secretion [Pseudomonas aeruginosa PAO1]
500;OG0002234;Mycobacterium_leprae;g1721.t1;0;g1721.t1;VFG000193(gb|NP_250389);100.0;288;0;0;1;288;1;288;0.0;561.0;NP_250389;type III secretion outer membrane protein PopN [Pseudomonas aeruginosa PAO1]
501;OG0002235;Mycobacterium_leprae;g1728.t1;0;g1728.t1;VFG000200(gb|NP_250396);100.0;98;0;0;1;98;1;98;2.22e-64;189.0;NP_250396;type III secretion regulator [Pseudomonas aeruginosa PAO1]
502;OG0002236;Mycobacterium_leprae;g1730.t1;0;g1730.t1;VFG000202(gb|NP_250398);100.0;167;0;0;1;167;1;167;4.83e-121;338.0;NP_250398;regulatory protein PcrH [Pseudomonas aeruginosa PAO1]
503;OG0002237;Mycobacterium_leprae;g1735.t1;0;g1735.t1;VFG000207(gb|NP_250403);100.0;137;0;0;1;137;1;137;5.79e-96;272.0;NP_250403;exoenzyme S synthesis protein ExsB [Pseudomonas aeruginosa PAO1]
504;OG0002238;Mycobacterium_leprae;g1738.t1;0;g1738.t1;VFG000210(gb|NP_250406);100.0;140;0;0;1;140;1;140;3.1e-92;263.0;NP_250406;type III export apparatus protein [Pseudomonas aeruginosa PAO1]
505;OG0002239;Mycobacterium_leprae;g1741.t1;0;g1741.t1;VFG000213(gb|NP_250409);100.0;67;0;0;1;67;1;67;2.4899999999999998e-42;131.0;NP_250409;type III export protein PscE [Pseudomonas aeruginosa PAO1]
506;OG0002240;Mycobacterium_leprae;g1742.t1;0;g1742.t1;VFG000214(gb|NP_250410);100.0;85;0;0;1;85;1;85;2.46e-57;170.0;NP_250410;type III export protein PscF [Pseudomonas aeruginosa PAO1]
507;OG0002241;Mycobacterium_leprae;g1746.t1;0;g1746.t1;VFG000218(gb|NP_250414);100.0;248;0;0;1;248;1;248;0.0;496.0;NP_250414;type III export protein PscJ [Pseudomonas aeruginosa PAO1]
508;OG0002242;Mycobacterium_leprae;g1747.t1;0;g1747.t1;VFG000219(gb|NP_250415);100.0;208;0;0;1;208;1;208;8.62e-149;411.0;NP_250415;type III export protein PscK [Pseudomonas aeruginosa PAO1]
509;OG0002246;Mycobacterium_leprae;g1767.t1;2534;g1767.t1;VFG029026(gb|YP_007957861);100.0;267;0;0;1;267;1;267;0.0;516.0;YP_007957861;PPE family protein [Mycobacterium tuberculosis str. Haarlem/NITR202]
510;OG0002247;Mycobacterium_leprae;g1770.t1;2718;g1770.t1;VFG022327(gb|YP_177836);100.0;350;0;0;14;363;1;350;0.0;681.0;YP_177836;PPE family protein PPE27 [Mycobacterium tuberculosis H37Rv]
511;OG0002248;Mycobacterium_leprae;g1772.t1;18;g1772.t1;VFG023463(gb|WP_003405345);100.0;58;0;0;1;58;1;58;5.159999999999999e-38;120.0;WP_003405345;MULTISPECIES: type VII secretion system ESX-5 protein EsxJ [Mycobacterium]
512;OG0002249;Mycobacterium_leprae;g1773.t1;24;g1773.t1;VFG023463(gb|WP_003405345);100.0;29;0;0;1;29;70;98;3.79e-15;61.6;WP_003405345;MULTISPECIES: type VII secretion system ESX-5 protein EsxJ [Mycobacterium]
513;OG0002250;Mycobacterium_leprae;g1775.t1;44;g1775.t1;VFG002399(gb|NP_216310);100.0;300;0;0;1;300;1;300;0.0;611.0;NP_216310;hypothetical protein Rv1794 [Mycobacterium tuberculosis H37Rv]
