Orthogroup	Mycobacterium_tuberculosis	Pseudomonas_aeruginosa
OG0002827	g2695.t1	
OG0002828	g2696.t1	
OG0002829	g2697.t1	
OG0002830	g2703.t1	
OG0002831	g2706.t1	
OG0002832	g2708.t1	
OG0002833	g2714.t1	
OG0002834	g2719.t1	
OG0002835	g2723.t1	
OG0002836	g2724.t1	
OG0002837	g2726.t1	
OG0002838	g2731.t1	
OG0002839	g2735.t1	
OG0002840	g2740.t1	
OG0002841	g2746.t1	
OG0002842	g2750.t1	
OG0002843	g2753.t1	
OG0002844	g2754.t1	
OG0002845	g2755.t1	
OG0002846	g2756.t1	
OG0002847	g2758.t1	
OG0002848	g2760.t1	
OG0002849	g2761.t1	
OG0002850	g2762.t1	
OG0002851	g2766.t1	
OG0002852	g2767.t1	
OG0002853	g2768.t1	
OG0002854	g2769.t1	
OG0002855	g2770.t1	
OG0002856	g2771.t1	
OG0002857	g2772.t1	
OG0002858	g2773.t1	
OG0002859	g2775.t1	
OG0002860	g2776.t1	
OG0002861	g2778.t1	
OG0002862	g2779.t1	
OG0002863	g2780.t1	
OG0002864	g2781.t1	
OG0002865	g2786.t1	
OG0002866	g2791.t1	
OG0002867	g2803.t1	
OG0002868	g2804.t1	
OG0002869	g2805.t1	
OG0002870	g2806.t1	
OG0002871	g2814.t1	
OG0002872	g2816.t1	
OG0002873	g2826.t1	
OG0002874	g2830.t1	
OG0002875	g2842.t1	
OG0002876	g2843.t1	
OG0002877	g2847.t1	
OG0002878	g2850.t1	
OG0002879	g2854.t1	
OG0002880	g2857.t1	
OG0002881	g2862.t1	
OG0002882	g2866.t1	
OG0002883	g2873.t1	
OG0002884	g2875.t1	
OG0002885	g2877.t1	
OG0002886	g2886.t1	
OG0002887	g2889.t1	
OG0002888	g2894.t1	
OG0002889	g2900.t1	
OG0002890	g2904.t1	
OG0002891	g2905.t1	
OG0002892	g2908.t1	
OG0002893	g2909.t1	
OG0002894	g2911.t1	
OG0002895	g2913.t1	
OG0002896	g2916.t1	
OG0002897	g2917.t1	
OG0002898	g2921.t1	
OG0002899	g2923.t1	
OG0002900	g2924.t1	
OG0002901	g2929.t1	
OG0002902	g2932.t1	
OG0002903	g2934.t1	
OG0002904	g2939.t1	
OG0002905	g2944.t1	
OG0002906	g2946.t1	
OG0002907	g2948.t1	
OG0002908	g2956.t1	
OG0002909	g2957.t1	
OG0002910	g2959.t1	
OG0002911	g2962.t1	
OG0002912	g2964.t1	
OG0002913	g2967.t1	
OG0002914	g2979.t1	
OG0002915	g2980.t1	
OG0002916	g2982.t1	
OG0002917	g2983.t1	
OG0002918	g2984.t1	
OG0002919	g2985.t1	
OG0002920	g2987.t1	
OG0002921	g2989.t1	
OG0002922	g2990.t1	
OG0002923	g2991.t1	
OG0002924	g2994.t1	
OG0002925	g2997.t1	
OG0002926	g3001.t1	
OG0002927	g3002.t1	
OG0002928	g3003.t1	
OG0002929	g3007.t1	
OG0002930	g3008.t1	
OG0002931	g3010.t1	
OG0002932	g3012.t1	
OG0002933	g3014.t1	
OG0002934	g3019.t1	
OG0002935	g3020.t1	
OG0002936	g3021.t1	
OG0002937	g3022.t1	
OG0002938	g3025.t1	
OG0002939	g3026.t1	
OG0002940	g3028.t1	
OG0002941	g3031.t1	
OG0002942	g3035.t1	
OG0002943	g3040.t1	
OG0002944	g3041.t1	
OG0002945	g3042.t1	
OG0002946	g3047.t1	
OG0002947	g3049.t1	
OG0002948	g3050.t1	
OG0002949	g3055.t1	
OG0002950	g3060.t1	
OG0002951	g3061.t1	
OG0002952	g3062.t1	
OG0002953	g3063.t1	
OG0002954	g3065.t1	
OG0002955	g3073.t1	
OG0002956	g3074.t1	
OG0002957	g3080.t1	
OG0002958	g3084.t1	
OG0002959	g3088.t1	
OG0002960	g3089.t1	
OG0002961	g3090.t1	
OG0002962	g3094.t1	
OG0002963	g3095.t1	
OG0002964	g3097.t1	
OG0002965	g3100.t1	
OG0002966	g3113.t1	
OG0002967	g3115.t1	
OG0002968	g3116.t1	
OG0002969	g3118.t1	
OG0002970	g3119.t1	
OG0002971	g3120.t1	
OG0002972	g3122.t1	
OG0002973	g3124.t1	
OG0002974	g3125.t1	
OG0002975	g3126.t1	
OG0002976	g3127.t1	
OG0002977	g3128.t1	
OG0002978	g3129.t1	
OG0002979	g3132.t1	
OG0002980	g3141.t1	
OG0002981	g3142.t1	
OG0002982	g3143.t1	
OG0002983	g3146.t1	
OG0002984	g3147.t1	
OG0002985	g3148.t1	
OG0002986	g3149.t1	
OG0002987	g3151.t1	
OG0002988	g3152.t1	
OG0002989	g3158.t1	
OG0002990	g3159.t1	
OG0002991	g3161.t1	
OG0002992	g3163.t1	
OG0002993	g3164.t1	
OG0002994	g3165.t1	
OG0002995	g3166.t1	
OG0002996	g3167.t1	
OG0002997	g3170.t1	
OG0002998	g3171.t1	
OG0002999	g3173.t1	
OG0003000	g3176.t1	
OG0003001	g3177.t1	
OG0003002	g3179.t1	
OG0003003	g3180.t1	
OG0003004	g3181.t1	
OG0003005	g3185.t1	
OG0003006	g3191.t1	
OG0003007	g3195.t1	
OG0003008	g3196.t1	
OG0003009	g3197.t1	
OG0003010	g3198.t1	
OG0003011	g3202.t1	
OG0003012	g3203.t1	
OG0003013	g3204.t1	
OG0003014	g3206.t1	
OG0003015	g3207.t1	
OG0003016	g3209.t1	
OG0003017	g3214.t1	
OG0003018	g3215.t1	
OG0003019	g3217.t1	
OG0003020	g3218.t1	
OG0003021	g3220.t1	
OG0003022	g3227.t1	
OG0003023	g3230.t1	
OG0003024	g3234.t1	
OG0003025	g3235.t1	
OG0003026	g3236.t1	
OG0003027	g3243.t1	
OG0003028	g3245.t1	
OG0003029	g3246.t1	
OG0003030	g3247.t1	
OG0003031	g3248.t1	
OG0003032	g3250.t1	
OG0003033	g3254.t1	
OG0003034	g3256.t1	
OG0003035	g3257.t1	
OG0003036	g3262.t1	
OG0003037	g3265.t1	
OG0003038	g3266.t1	
OG0003039	g3269.t1	
OG0003040	g3270.t1	
OG0003041	g3272.t1	
OG0003042	g3274.t1	
OG0003043	g3275.t1	
OG0003044	g3277.t1	
OG0003045	g3287.t1	
OG0003046	g3290.t1	
OG0003047	g3292.t1	
OG0003048	g3294.t1	
OG0003049	g3297.t1	
OG0003050	g3302.t1	
OG0003051	g3306.t1	
OG0003052	g3307.t1	
OG0003053	g3318.t1	
OG0003054	g3319.t1	
OG0003055	g3320.t1	
OG0003056	g3323.t1	
OG0003057	g3324.t1	
OG0003058	g3328.t1	
OG0003059	g3329.t1	
OG0003060	g3330.t1	
OG0003061	g3332.t1	
OG0003062	g3334.t1	
OG0003063	g3350.t1	
OG0003064	g3351.t1	
OG0003065	g3353.t1	
OG0003066	g3358.t1	
OG0003067	g3359.t1	
OG0003068	g3360.t1	
OG0003069	g3361.t1	
OG0003070	g3363.t1	
OG0003071	g3366.t1	
OG0003072	g3368.t1	
OG0003073	g3369.t1	
OG0003074	g3371.t1	
OG0003075	g3380.t1	
OG0003076	g3382.t1	
OG0003077	g3385.t1	
OG0003078	g3391.t1	
OG0003079	g3392.t1	
OG0003080	g3396.t1	
OG0003081	g3397.t1	
OG0003082	g3398.t1	
OG0003083	g3405.t1	
OG0003084	g3406.t1	
OG0003085	g3412.t1	
OG0003086	g3417.t1	
OG0003087	g3419.t1	
OG0003088	g3421.t1	
OG0003089	g3428.t1	
OG0003090	g3434.t1	
OG0003091	g3435.t1	
OG0003092	g3438.t1	
OG0003093	g3439.t1	
OG0003094	g3441.t1	
OG0003095	g3450.t1	
OG0003096	g3451.t1	
OG0003097	g3460.t1	
OG0003098	g3461.t1	
OG0003099	g3462.t1	
OG0003100	g3466.t1	
OG0003101	g3469.t1	
OG0003102	g3471.t1	
OG0003103	g3472.t1	
OG0003104	g3473.t1	
OG0003105	g3477.t1	
OG0003106	g3478.t1	
OG0003107	g3480.t1	
OG0003108	g3481.t1	
OG0003109	g3485.t1	
OG0003110	g3488.t1	
OG0003111	g3491.t1	
OG0003112	g3492.t1	
OG0003113	g3496.t1	
OG0003114	g3498.t1	
OG0003115	g3499.t1	
OG0003116	g3500.t1	
OG0003117	g3504.t1	
OG0003118	g3506.t1	
OG0003119	g3509.t1	
OG0003120	g3510.t1	
OG0003121	g3518.t1	
OG0003122	g3522.t1	
OG0003123	g3527.t1	
OG0003124	g3528.t1	
OG0003125	g3533.t1	
OG0003126	g3534.t1	
OG0003127	g3536.t1	
OG0003128	g3537.t1	
OG0003129	g3541.t1	
OG0003130	g3542.t1	
OG0003131	g3543.t1	
OG0003132	g3544.t1	
OG0003133	g3547.t1	
OG0003134	g3552.t1	
OG0003135	g3553.t1	
OG0003136	g3554.t1	
OG0003137	g3560.t1	
OG0003138	g3561.t1	
OG0003139	g3562.t1	
OG0003140		g8.t1
OG0003141		g9.t1
OG0003142		g12.t1
OG0003143		g13.t1
OG0003144		g14.t1
OG0003145		g15.t1
OG0003146		g20.t1
OG0003147		g24.t1
OG0003148		g26.t1
OG0003149		g27.t1
OG0003150		g28.t1
OG0003151		g33.t1
OG0003152		g44.t1
OG0003153		g45.t1
OG0003154		g47.t1
OG0003155		g48.t1
OG0003156		g49.t1
OG0003157		g50.t1
OG0003158		g51.t1
OG0003159		g55.t1
OG0003160		g56.t1
OG0003161		g57.t1
OG0003162		g58.t1
OG0003163		g59.t1
OG0003164		g60.t1
OG0003165		g62.t1
OG0003166		g68.t1
OG0003167		g69.t1
OG0003168		g72.t1
OG0003169		g73.t1
OG0003170		g75.t1
OG0003171		g76.t1
OG0003172		g81.t1
OG0003173		g91.t1
OG0003174		g92.t1
OG0003175		g97.t1
OG0003176		g98.t1
OG0003177		g99.t1
OG0003178		g102.t1
OG0003179		g103.t1
OG0003180		g104.t1
OG0003181		g105.t1
OG0003182		g106.t1
OG0003183		g109.t1
OG0003184		g112.t1
OG0003185		g113.t1
OG0003186		g114.t1
OG0003187		g115.t1
OG0003188		g116.t1
OG0003189		g119.t1
OG0003190		g122.t1
OG0003191		g123.t1
OG0003192		g127.t1
OG0003193		g129.t1
OG0003194		g130.t1
OG0003195		g131.t1
OG0003196		g132.t1
OG0003197		g133.t1
OG0003198		g136.t1
OG0003199		g141.t1
OG0003200		g142.t1
OG0003201		g145.t1
OG0003202		g150.t1
OG0003203		g171.t1
OG0003204		g173.t1
OG0003205		g174.t1
OG0003206		g177.t1
OG0003207		g193.t1
OG0003208		g201.t1
OG0003209		g204.t1
OG0003210		g205.t1
OG0003211		g212.t1
OG0003212		g213.t1
OG0003213		g214.t1
OG0003214		g217.t1
OG0003215		g219.t1
OG0003216		g220.t1
OG0003217		g251.t1
OG0003218		g255.t1
OG0003219		g256.t1
OG0003220		g260.t1
OG0003221		g262.t1
OG0003222		g264.t1
OG0003223		g265.t1
OG0003224		g272.t1
OG0003225		g273.t1
OG0003226		g277.t1
OG0003227		g279.t1
OG0003228		g281.t1
OG0003229		g282.t1
OG0003230		g287.t1
OG0003231		g289.t1
OG0003232		g295.t1
OG0003233		g310.t1
OG0003234		g311.t1
OG0003235		g312.t1
OG0003236		g313.t1
OG0003237		g314.t1
OG0003238		g319.t1
OG0003239		g320.t1
OG0003240		g324.t1
OG0003241		g333.t1
OG0003242		g334.t1
OG0003243		g339.t1
OG0003244		g344.t1
OG0003245		g349.t1
OG0003246		g350.t1
OG0003247		g351.t1
OG0003248		g356.t1
OG0003249		g363.t1
OG0003250		g364.t1
OG0003251		g367.t1
OG0003252		g370.t1
OG0003253		g374.t1
OG0003254		g375.t1
OG0003255		g377.t1
OG0003256		g383.t1
OG0003257		g385.t1
OG0003258		g390.t1
OG0003259		g391.t1
OG0003260		g394.t1
OG0003261		g395.t1
OG0003262		g398.t1
OG0003263		g399.t1
OG0003264		g413.t1
OG0003265		g422.t1
OG0003266		g425.t1
OG0003267		g430.t1
OG0003268		g436.t1
OG0003269		g437.t1
OG0003270		g438.t1
OG0003271		g440.t1
OG0003272		g442.t1
OG0003273		g444.t1
OG0003274		g445.t1
OG0003275		g448.t1
OG0003276		g457.t1
OG0003277		g466.t1
OG0003278		g467.t1
OG0003279		g472.t1
OG0003280		g473.t1
OG0003281		g475.t1
OG0003282		g476.t1
OG0003283		g488.t1
OG0003284		g493.t1
OG0003285		g494.t1
OG0003286		g495.t1
OG0003287		g496.t1
OG0003288		g497.t1
OG0003289		g502.t1
OG0003290		g509.t1
OG0003291		g511.t1
OG0003292		g512.t1
OG0003293		g525.t1
OG0003294		g528.t1
OG0003295		g529.t1
OG0003296		g530.t1
OG0003297		g532.t1
OG0003298		g533.t1
OG0003299		g537.t1
OG0003300		g540.t1
OG0003301		g547.t1
OG0003302		g548.t1
OG0003303		g549.t1
OG0003304		g552.t1
OG0003305		g557.t1
OG0003306		g561.t1
OG0003307		g562.t1
OG0003308		g564.t1
OG0003309		g565.t1
OG0003310		g568.t1
OG0003311		g569.t1
OG0003312		g574.t1
OG0003313		g575.t1
OG0003314		g576.t1
OG0003315		g577.t1
OG0003316		g578.t1
OG0003317		g579.t1
OG0003318		g580.t1
OG0003319		g581.t1
OG0003320		g582.t1
OG0003321		g583.t1
OG0003322		g584.t1
OG0003323		g588.t1
OG0003324		g589.t1
OG0003325		g591.t1
OG0003326		g592.t1
OG0003327		g595.t1
OG0003328		g596.t1
OG0003329		g597.t1
OG0003330		g598.t1
OG0003331		g601.t1
OG0003332		g605.t1
OG0003333		g606.t1
OG0003334		g609.t1
OG0003335		g620.t1
OG0003336		g623.t1
OG0003337		g624.t1
OG0003338		g625.t1
OG0003339		g626.t1
OG0003340		g627.t1
OG0003341		g628.t1
OG0003342		g629.t1
OG0003343		g630.t1
OG0003344		g631.t1
OG0003345		g632.t1
OG0003346		g633.t1
OG0003347		g634.t1
OG0003348		g635.t1
OG0003349		g636.t1
OG0003350		g637.t1
OG0003351		g638.t1
OG0003352		g639.t1
OG0003353		g640.t1
OG0003354		g641.t1
OG0003355		g642.t1
OG0003356		g643.t1
OG0003357		g644.t1
OG0003358		g645.t1
OG0003359		g646.t1
OG0003360		g648.t1
OG0003361		g649.t1
OG0003362		g650.t1
OG0003363		g652.t1
OG0003364		g654.t1
OG0003365		g660.t1
OG0003366		g661.t1
OG0003367		g662.t1
OG0003368		g667.t1
OG0003369		g669.t1
OG0003370		g670.t1
OG0003371		g672.t1
OG0003372		g674.t1
OG0003373		g676.t1
OG0003374		g677.t1
OG0003375		g678.t1
OG0003376		g679.t1
OG0003377		g684.t1
OG0003378		g685.t1
OG0003379		g689.t1
OG0003380		g690.t1
OG0003381		g691.t1
OG0003382		g698.t1
OG0003383		g703.t1
OG0003384		g704.t1
OG0003385		g705.t1
OG0003386		g707.t1
OG0003387		g715.t1
OG0003388		g720.t1
OG0003389		g722.t1
OG0003390		g723.t1
OG0003391		g725.t1
OG0003392		g726.t1
OG0003393		g727.t1
OG0003394		g728.t1
OG0003395		g729.t1
OG0003396		g730.t1
OG0003397		g731.t1
OG0003398		g732.t1
OG0003399		g733.t1
OG0003400		g734.t1
OG0003401		g735.t1
OG0003402		g736.t1
OG0003403		g737.t1
OG0003404		g739.t1
OG0003405		g742.t1
OG0003406		g743.t1
OG0003407		g744.t1
OG0003408		g745.t1
OG0003409		g746.t1
OG0003410		g748.t1
OG0003411		g750.t1
OG0003412		g758.t1
OG0003413		g760.t1
OG0003414		g762.t1
OG0003415		g764.t1
OG0003416		g771.t1
OG0003417		g772.t1
OG0003418		g775.t1
OG0003419		g777.t1
OG0003420		g781.t1
OG0003421		g784.t1
OG0003422		g785.t1
OG0003423		g787.t1
OG0003424		g788.t1
OG0003425		g790.t1
OG0003426		g799.t1
OG0003427		g800.t1
OG0003428		g805.t1
OG0003429		g806.t1
OG0003430		g812.t1
OG0003431		g814.t1
OG0003432		g817.t1
OG0003433		g818.t1
OG0003434		g820.t1
OG0003435		g824.t1
OG0003436		g829.t1
OG0003437		g830.t1
OG0003438		g832.t1
OG0003439		g833.t1
OG0003440		g834.t1
OG0003441		g835.t1
OG0003442		g838.t1
OG0003443		g839.t1
OG0003444		g855.t1
OG0003445		g858.t1
OG0003446		g862.t1
OG0003447		g864.t1
OG0003448		g866.t1
OG0003449		g868.t1
OG0003450		g870.t1
OG0003451		g874.t1
OG0003452		g878.t1
OG0003453		g881.t1
OG0003454		g882.t1
OG0003455		g886.t1
OG0003456		g892.t1
OG0003457		g895.t1
OG0003458		g905.t1
OG0003459		g908.t1
OG0003460		g913.t1
OG0003461		g914.t1
OG0003462		g915.t1
OG0003463		g916.t1
OG0003464		g919.t1
OG0003465		g921.t1
OG0003466		g922.t1
OG0003467		g923.t1
OG0003468		g924.t1
OG0003469		g925.t1
OG0003470		g927.t1
OG0003471		g928.t1
OG0003472		g929.t1
OG0003473		g930.t1
OG0003474		g932.t1
OG0003475		g934.t1
OG0003476		g935.t1
OG0003477		g938.t1
OG0003478		g939.t1
OG0003479		g947.t1
OG0003480		g950.t1
OG0003481		g952.t1
OG0003482		g953.t1
OG0003483		g954.t1
OG0003484		g955.t1
OG0003485		g957.t1
OG0003486		g960.t1
OG0003487		g961.t1
OG0003488		g962.t1
OG0003489		g963.t1
OG0003490		g964.t1
OG0003491		g966.t1
OG0003492		g967.t1
OG0003493		g970.t1
OG0003494		g974.t1
OG0003495		g975.t1
OG0003496		g977.t1
OG0003497		g986.t1
OG0003498		g987.t1
OG0003499		g989.t1
OG0003500		g990.t1
OG0003501		g991.t1
OG0003502		g1008.t1
OG0003503		g1022.t1
OG0003504		g1027.t1
OG0003505		g1036.t1
OG0003506		g1039.t1
OG0003507		g1040.t1
OG0003508		g1043.t1
OG0003509		g1044.t1
OG0003510		g1045.t1
OG0003511		g1049.t1
OG0003512		g1051.t1
OG0003513		g1052.t1
OG0003514		g1054.t1
OG0003515		g1057.t1
OG0003516		g1058.t1
OG0003517		g1060.t1
OG0003518		g1067.t1
OG0003519		g1068.t1
OG0003520		g1069.t1
OG0003521		g1070.t1
OG0003522		g1071.t1
OG0003523		g1072.t1
OG0003524		g1073.t1
OG0003525		g1074.t1
OG0003526		g1078.t1
OG0003527		g1079.t1
OG0003528		g1084.t1
OG0003529		g1090.t1
OG0003530		g1092.t1
OG0003531		g1094.t1
OG0003532		g1098.t1
OG0003533		g1099.t1
OG0003534		g1100.t1
OG0003535		g1101.t1
OG0003536		g1104.t1
OG0003537		g1105.t1
OG0003538		g1108.t1
OG0003539		g1109.t1
OG0003540		g1110.t1
OG0003541		g1111.t1
OG0003542		g1115.t1
OG0003543		g1116.t1
OG0003544		g1117.t1
OG0003545		g1118.t1
OG0003546		g1120.t1
OG0003547		g1121.t1
OG0003548		g1126.t1
OG0003549		g1128.t1
OG0003550		g1129.t1
OG0003551		g1133.t1
OG0003552		g1134.t1
OG0003553		g1135.t1
OG0003554		g1138.t1
OG0003555		g1140.t1
OG0003556		g1143.t1
OG0003557		g1147.t1
OG0003558		g1149.t1
OG0003559		g1150.t1
OG0003560		g1151.t1
OG0003561		g1156.t1
OG0003562		g1157.t1
OG0003563		g1165.t1
OG0003564		g1166.t1
OG0003565		g1175.t1
OG0003566		g1184.t1
OG0003567		g1187.t1
OG0003568		g1188.t1
OG0003569		g1190.t1
OG0003570		g1191.t1
OG0003571		g1192.t1
OG0003572		g1193.t1
OG0003573		g1204.t1
OG0003574		g1207.t1
OG0003575		g1221.t1
OG0003576		g1228.t1
OG0003577		g1230.t1
OG0003578		g1233.t1
OG0003579		g1237.t1
OG0003580		g1241.t1
OG0003581		g1242.t1
OG0003582		g1243.t1
OG0003583		g1245.t1
OG0003584		g1249.t1
OG0003585		g1257.t1
OG0003586		g1259.t1
OG0003587		g1260.t1
OG0003588		g1264.t1
OG0003589		g1265.t1
OG0003590		g1267.t1
OG0003591		g1274.t1
OG0003592		g1278.t1
OG0003593		g1279.t1
OG0003594		g1283.t1
OG0003595		g1304.t1
OG0003596		g1307.t1
OG0003597		g1313.t1
OG0003598		g1317.t1
OG0003599		g1323.t1
OG0003600		g1324.t1
OG0003601		g1326.t1
OG0003602		g1331.t1
OG0003603		g1332.t1
OG0003604		g1336.t1
OG0003605		g1338.t1
OG0003606		g1342.t1
OG0003607		g1343.t1
OG0003608		g1345.t1
OG0003609		g1350.t1
OG0003610		g1361.t1
OG0003611		g1366.t1
OG0003612		g1368.t1
OG0003613		g1369.t1
OG0003614		g1373.t1
OG0003615		g1374.t1
OG0003616		g1384.t1
OG0003617		g1385.t1
OG0003618		g1387.t1
OG0003619		g1388.t1
OG0003620		g1392.t1
OG0003621		g1394.t1
OG0003622		g1397.t1
OG0003623		g1399.t1
OG0003624		g1403.t1
OG0003625		g1405.t1
OG0003626		g1407.t1
OG0003627		g1408.t1
OG0003628		g1409.t1
OG0003629		g1410.t1
OG0003630		g1411.t1
OG0003631		g1414.t1
OG0003632		g1417.t1
OG0003633		g1418.t1
OG0003634		g1420.t1
OG0003635		g1421.t1
OG0003636		g1422.t1
OG0003637		g1428.t1
OG0003638		g1430.t1
OG0003639		g1431.t1
OG0003640		g1436.t1
OG0003641		g1441.t1
OG0003642		g1442.t1
OG0003643		g1443.t1
OG0003644		g1449.t1
OG0003645		g1454.t1
OG0003646		g1455.t1
OG0003647		g1456.t1
OG0003648		g1458.t1
OG0003649		g1460.t1
OG0003650		g1469.t1
OG0003651		g1472.t1
OG0003652		g1478.t1
OG0003653		g1480.t1
OG0003654		g1483.t1
OG0003655		g1486.t1
OG0003656		g1489.t1
OG0003657		g1491.t1
OG0003658		g1492.t1
OG0003659		g1493.t1
OG0003660		g1494.t1
OG0003661		g1495.t1
OG0003662		g1497.t1
OG0003663		g1498.t1
OG0003664		g1499.t1
OG0003665		g1501.t1
OG0003666		g1502.t1
OG0003667		g1507.t1
OG0003668		g1508.t1
OG0003669		g1510.t1
OG0003670		g1511.t1
OG0003671		g1513.t1
OG0003672		g1515.t1
OG0003673		g1518.t1
OG0003674		g1522.t1
OG0003675		g1526.t1
OG0003676		g1529.t1
OG0003677		g1530.t1
OG0003678		g1531.t1
OG0003679		g1532.t1
OG0003680		g1533.t1
OG0003681		g1534.t1
OG0003682		g1540.t1
OG0003683		g1544.t1
OG0003684		g1546.t1
OG0003685		g1549.t1
OG0003686		g1550.t1
OG0003687		g1560.t1
OG0003688		g1561.t1
OG0003689		g1562.t1
OG0003690		g1563.t1
OG0003691		g1565.t1
OG0003692		g1576.t1
OG0003693		g1577.t1
OG0003694		g1584.t1
OG0003695		g1588.t1
OG0003696		g1590.t1
OG0003697		g1591.t1
OG0003698		g1592.t1
OG0003699		g1593.t1
OG0003700		g1594.t1
OG0003701		g1596.t1
OG0003702		g1597.t1
OG0003703		g1598.t1
OG0003704		g1599.t1
OG0003705		g1602.t1
OG0003706		g1611.t1
OG0003707		g1612.t1
OG0003708		g1615.t1
OG0003709		g1624.t1
OG0003710		g1625.t1
OG0003711		g1626.t1
OG0003712		g1632.t1
OG0003713		g1635.t1
OG0003714		g1636.t1
OG0003715		g1641.t1
OG0003716		g1644.t1
OG0003717		g1652.t1
OG0003718		g1658.t1
OG0003719		g1659.t1
OG0003720		g1661.t1
OG0003721		g1662.t1
OG0003722		g1663.t1
OG0003723		g1664.t1
OG0003724		g1665.t1
OG0003725		g1666.t1
OG0003726		g1672.t1
OG0003727		g1673.t1
OG0003728		g1674.t1
OG0003729		g1686.t1
OG0003730		g1694.t1
OG0003731		g1695.t1
OG0003732		g1697.t1
OG0003733		g1698.t1
OG0003734		g1701.t1
OG0003735		g1702.t1
OG0003736		g1705.t1
OG0003737		g1706.t1
OG0003738		g1707.t1
OG0003739		g1718.t1
OG0003740		g1719.t1
OG0003741		g1721.t1
OG0003742		g1722.t1
OG0003743		g1723.t1
OG0003744		g1724.t1
OG0003745		g1725.t1
OG0003746		g1727.t1
OG0003747		g1728.t1
OG0003748		g1729.t1
OG0003749		g1730.t1
OG0003750		g1731.t1
OG0003751		g1732.t1
OG0003752		g1733.t1
OG0003753		g1734.t1
OG0003754		g1735.t1
OG0003755		g1737.t1
OG0003756		g1738.t1
OG0003757		g1740.t1
OG0003758		g1741.t1
OG0003759		g1742.t1
OG0003760		g1743.t1
OG0003761		g1744.t1
OG0003762		g1745.t1
OG0003763		g1746.t1
OG0003764		g1747.t1
OG0003765		g1748.t1
OG0003766		g1751.t1
OG0003767		g1756.t1
OG0003768		g1763.t1
OG0003769		g1764.t1
OG0003770		g1766.t1
OG0003771		g1767.t1
OG0003772		g1768.t1
OG0003773		g1772.t1
OG0003774		g1774.t1
OG0003775		g1778.t1
OG0003776		g1780.t1
OG0003777		g1788.t1
OG0003778		g1790.t1
OG0003779		g1792.t1
OG0003780		g1795.t1
OG0003781		g1797.t1
OG0003782		g1798.t1
OG0003783		g1813.t1
OG0003784		g1815.t1
OG0003785		g1816.t1
OG0003786		g1821.t1
OG0003787		g1822.t1
OG0003788		g1839.t1
OG0003789		g1840.t1
OG0003790		g1841.t1
OG0003791		g1846.t1
OG0003792		g1850.t1
OG0003793		g1851.t1
OG0003794		g1856.t1
OG0003795		g1857.t1
OG0003796		g1865.t1
OG0003797		g1866.t1
OG0003798		g1868.t1
OG0003799		g1869.t1
OG0003800		g1872.t1
OG0003801		g1873.t1
OG0003802		g1874.t1
OG0003803		g1875.t1
OG0003804		g1876.t1
OG0003805		g1877.t1
OG0003806		g1880.t1
OG0003807		g1886.t1
OG0003808		g1889.t1
OG0003809		g1891.t1
OG0003810		g1893.t1
OG0003811		g1894.t1
OG0003812		g1895.t1
OG0003813		g1899.t1
OG0003814		g1901.t1
OG0003815		g1903.t1
OG0003816		g1907.t1
OG0003817		g1908.t1
OG0003818		g1915.t1
OG0003819		g1916.t1
OG0003820		g1917.t1
OG0003821		g1918.t1
OG0003822		g1919.t1
OG0003823		g1921.t1
OG0003824		g1922.t1
OG0003825		g1924.t1
OG0003826		g1925.t1
OG0003827		g1926.t1
OG0003828		g1936.t1
OG0003829		g1937.t1
OG0003830		g1939.t1
OG0003831		g1944.t1
OG0003832		g1951.t1
OG0003833		g1952.t1
OG0003834		g1955.t1
OG0003835		g1956.t1
OG0003836		g1957.t1
OG0003837		g1961.t1
OG0003838		g1963.t1
OG0003839		g1966.t1
OG0003840		g1967.t1
OG0003841		g1970.t1
OG0003842		g1971.t1
OG0003843		g1974.t1
OG0003844		g1975.t1
OG0003845		g1979.t1
OG0003846		g1985.t1
OG0003847		g1987.t1
OG0003848		g1988.t1
OG0003849		g1989.t1
OG0003850		g1991.t1
OG0003851		g1998.t1
OG0003852		g2000.t1
OG0003853		g2001.t1
OG0003854		g2002.t1
OG0003855		g2007.t1
OG0003856		g2008.t1
OG0003857		g2016.t1
OG0003858		g2018.t1
OG0003859		g2019.t1
OG0003860		g2020.t1
OG0003861		g2021.t1
OG0003862		g2023.t1
OG0003863		g2026.t1
OG0003864		g2027.t1
OG0003865		g2028.t1
OG0003866		g2035.t1
OG0003867		g2037.t1
OG0003868		g2042.t1
OG0003869		g2048.t1
OG0003870		g2051.t1
OG0003871		g2055.t1
OG0003872		g2060.t1
OG0003873		g2061.t1
OG0003874		g2063.t1
OG0003875		g2065.t1
OG0003876		g2070.t1
OG0003877		g2071.t1
OG0003878		g2072.t1
OG0003879		g2077.t1
OG0003880		g2078.t1
OG0003881		g2079.t1
OG0003882		g2081.t1
OG0003883		g2083.t1
OG0003884		g2086.t1
OG0003885		g2097.t1
OG0003886		g2100.t1
OG0003887		g2109.t1
OG0003888		g2110.t1
OG0003889		g2122.t1
OG0003890		g2130.t1
OG0003891		g2137.t1
OG0003892		g2139.t1
OG0003893		g2140.t1
OG0003894		g2142.t1
OG0003895		g2151.t1
OG0003896		g2152.t1
OG0003897		g2156.t1
OG0003898		g2158.t1
OG0003899		g2161.t1
OG0003900		g2162.t1
OG0003901		g2163.t1
OG0003902		g2164.t1
OG0003903		g2168.t1
